US_Chart - Mainstream Rock Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
112,Self Hell,While She Sleeps,13,-2,15,2,0,0,-400,400,15734,2024.02.15
113,Circle With Me,Spiritbox,12,6,6,3,0,2100,2100,0,315413,2024.02.15
114,Antimatter,Silent Planet,12,2,10,1,0,0,0,0,181769,2024.02.15
115,Cash & Cobain,Puddle Of Mudd,12,1,11,3,0,10300,3500,6800,4954,2024.02.15
116,Mary On A Cross,Ghost,12,0,12,4,0,1600,1600,0,1627501,2024.02.15
117,I Am... You Are,Geddy Lee,11,1,10,1,0,36300,4200,32100,2418,2024.02.15
118,Supermodel Avalanches,Royal Blood,11,1,10,1,0,0,0,0,25208,2024.02.15
118,Animal,"Magnolia Park, Ethan Ross & Plvtinum",11,1,10,1,0,0,0,0,176619,2024.02.15
120,There's Fear In Letting Go,I Prevail,11,-2,13,1,0,0,0,0,326388,2024.02.15
121,Black Wedding,Tx2,11,-23,34,2,0,0,0,0,278397,2024.02.15
122,On The Other Side Of Tonight,Avatar,10,3,7,1,0,0,0,0,0,2024.02.15
123,Self-Destruct,Zero 9:36,10,0,10,1,0,0,0,0,23144,2024.02.15
123,Temple Of Love,Black Veil Brides,10,0,10,1,0,0,0,0,16566,2024.02.15
125,Cellar Door,Spiritbox,10,-3,13,2,0,0,0,0,175402,2024.02.15
126,Slaughterhouse,Motionless In White Feat. Bryan Garris,9,9,0,2,0,0,0,0,218539,2024.02.15
127,Barracuda,Plush,9,7,2,8,0,26800,25500,1300,20906,2024.02.15
127,Barracuda,Plush,9,7,2,8,0,26800,25500,1300,0,2024.02.15
129,Calm Before The Storm,Any Given Sin,9,3,6,1,0,0,0,0,14550,2024.02.15
130,Fence,Sevendust,9,1,8,1,0,0,0,0,14838,2024.02.15
130,Running From Ghosts,Eternal Frequency,9,1,8,1,0,0,0,0,180,2024.02.15
130,Poison Pill,Silverstein,9,1,8,1,0,0,0,0,4687,2024.02.15
133,Sunshine,Beartooth,9,0,9,2,0,0,0,0,196770,2024.02.15
134,Dying For,Rain City Drive,9,-1,10,1,0,0,0,0,37479,2024.02.15
135,Terrible Things,Halestorm,9,-3,12,1,0,0,0,0,34669,2024.02.15
136,Invisible Hand,††† (Crosses),8,8,0,1,0,0,0,0,80613,2024.02.15
137,The Chemistry Of Meant To Be,Kalamity Kills,8,7,1,4,0,5800,5000,800,3854,2024.02.15
138,Cobra,Megan Thee Stallion,8,7,1,2,0,2600,300,2300,2128694,2024.02.15
139,Bow Down,I Prevail,8,5,3,1,0,0,0,0,375308,2024.02.15
140,Screaming Suicide,Metallica,8,3,5,4,0,12600,8300,4300,98961,2024.02.15
141,One More Time,Messer,8,3,5,4,0,6100,1900,4200,307,2024.02.15
142,STRANDED,Gojira,8,0,8,4,0,4800,-4800,9600,208102,2024.02.15
143,Heartless,Ovtlier,8,-1,9,1,0,0,0,0,3400,2024.02.15
144,Viking,Slaughter To Prevail,8,-2,10,1,0,0,0,0,252518,2024.02.15
144,Best Times,Nothing More,8,-2,10,1,0,0,0,0,29200,2024.02.15
146,Knockin On The Door,Bites,8,-4,12,2,0,11500,-3900,15400,724,2024.02.15
147,Sweet Sounds Of Heaven,"Lady Gaga, The Rolling Stones",8,-9,17,1,0,63600,-129100,192700,110397,2024.02.15
148,The Gallow,Paleface Swiss,7,7,0,7,0,6100,6100,0,45688,2024.02.15
149,Die About It,Bad Wolves,7,7,0,1,0,0,0,0,52537,2024.02.15
149,Dogma,Crown The Empire,7,7,0,1,0,0,0,0,26794,2024.02.15
149,Relapse,Wage War,7,7,0,1,0,0,0,0,84528,2024.02.15
149,Mia Goth,Attila,7,7,0,1,0,0,0,0,0,2024.02.15
149,Remember Me,Currents,7,7,0,1,0,0,0,0,133383,2024.02.15
149,Hostage,Maggie Lindemann,7,7,0,1,0,0,0,0,104165,2024.02.15
155,Afraid To Die,P.O.D.,7,6,1,2,0,1900,1900,0,0,2024.02.15
156,Medicine,Bring Me The Horizon,7,5,2,1,0,0,0,0,75012,2024.02.15
157,Cold Blooded,Of Virtue,7,2,5,1,0,9300,4300,5000,36084,2024.02.15
158,Lowered,Greg Puciato,6,6,0,6,0,5300,5300,0,0,2024.02.15
159,If Darkness Had A Son,Metallica,6,6,0,5,0,14200,14200,0,127543,2024.02.15
160,Space Truckin',Ace Frehley,6,6,0,5,0,4400,4400,0,1790,2024.02.15
161,Can'T Help Falling In Love,Ice Nine Kills,6,6,0,2,0,0,0,0,42979,2024.02.15
162,Obsolete,Of Mice & Men,6,4,2,2,0,0,0,0,146942,2024.02.15
163,Pass The Nirvana,Pierce The Veil,6,0,6,1,0,0,0,0,460849,2024.02.15
164,Chokehold,Sleep Token,6,-1,7,1,0,0,0,0,862341,2024.02.15
165,No Leaf Clover (S&M2),Metallica & The San Francisco Symphony Orchestra,6,-4,10,1,0,6400,-5100,11500,25312,2024.02.15
166,Toxic,Major Moment,6,-8,14,1,0,0,0,0,11473,2024.02.15
167,Gone Or Staying,Sleep Theory,6,-11,17,1,0,0,0,0,364007,2024.02.15
168,Rise,10 Years,5,5,0,1,0,300,300,0,219065,2024.02.15
169,Enter Sandman (S&M2),Metallica & The San Francisco Symphony Orchestra,5,1,4,1,0,5900,600,5300,6680,2024.02.15
170,Enemy,"Imagine Dragons, JID & League Of Legends",5,-1,6,1,0,14700,-2800,17500,2477915,2024.02.15
171,A Little Bit Of Love,Weezer,5,-2,7,1,0,5100,-3400,8500,124549,2024.02.15
172,Positive Charge,Gaslight Anthem,5,-3,8,1,0,600,-14600,15200,18109,2024.02.15
173,Cry Little Sister,Vampires Everywhere!,5,-5,10,2,0,0,-300,300,6062,2024.02.15
174,Two Alive Amongst The Dead,Better Lovers,5,-13,18,3,0,1800,-8300,10100,9320,2024.02.15
175,Favourite Song,Taproot,5,-13,18,1,0,5200,-19300,24500,2936,2024.02.15
176,Breed,Levels,4,4,0,4,0,3000,3000,0,5656,2024.02.15
177,No Way Out,(Hed) P.E.,4,4,0,3,0,5300,5300,0,7616,2024.02.15
178,The Drop,Kemikalfire,4,4,0,1,0,0,0,0,5022,2024.02.15
179,"Hell, Fire And Damnation",Saxon,4,3,1,4,0,4900,2700,2200,8473,2024.02.15
180,Serotonin,Normandie,4,3,1,4,0,3700,2800,900,64255,2024.02.15
181,Run For Your Life,Beasto Blanco,4,3,1,4,0,1500,-2600,4100,2672,2024.02.15
182,Sunday Driver,Raconteurs,4,2,2,2,0,50800,50800,0,18481,2024.02.15
183,Noah,Left To Suffer,4,2,2,2,0,1900,1400,500,3609,2024.02.15
184,Terrible Lie,Static-X,4,2,2,1,0,5800,3000,2800,19824,2024.02.15
185,Keeping Secrets,Fit For A King,4,1,3,2,0,5400,2000,3400,121134,2024.02.15
186,Bury The Cross...With Your Christ,Deicide,4,0,4,3,0,3600,1800,1800,9890,2024.02.15
187,Deutschland,Rammstein,4,0,4,2,0,300,-3100,3400,361604,2024.02.15
188,The American Nightmare,Ice Nine Kills,4,0,4,2,0,0,0,0,199387,2024.02.15
189,Full Circle,Alborn,4,0,4,1,0,3300,-500,3800,300,2024.02.15
190,Hypa Hypa,Electric Callboy,4,0,4,1,0,0,0,0,127874,2024.02.15
190,On The Verge,Thrown,4,0,4,1,0,0,0,0,305223,2024.02.15
192,Gossip,Maneskin,4,-1,5,2,0,7300,-5900,13200,690702,2024.02.15
193,Dance With Me,Blink-182,4,-5,9,1,0,2500,-2000,4500,328787,2024.02.15
194,Black Smoke Rising,Greta Van Fleet,4,-6,10,4,0,8700,-4600,13300,320828,2024.02.15
195,Hip To Be Scared,ICE NINE KILLS Feat. Jacoby Shaddix,4,-8,12,2,0,0,-3100,3100,230607,2024.02.15
196,The Forever Rot,Job For A Cowboy,4,-13,17,3,0,1000,-8800,9800,12751,2024.02.15
197,The Cutter,Gwar,3,3,0,3,0,4000,4000,0,0,2024.02.15
198,Do I Love You (Indeed I Do),Bruce Springsteen,3,3,0,3,0,2200,2200,0,14923,2024.02.15
198,St. Valentine,John & Brittany,3,3,0,3,0,2200,2200,0,8,2024.02.15
200,Mistakes Like Fractures,Knocked Loose,3,3,0,3,0,900,900,0,63850,2024.02.15
201,Baby We're Really In Love,Reckless Drifters Feat. John Easdale & Christa Collins,3,3,0,3,0,700,700,0,0,2024.02.15
201,Love Life,Low Cut Connie,3,3,0,3,0,700,700,0,144,2024.02.15
201,It Won't Be Love,Jeremy & The Harlequins,3,3,0,3,0,700,700,0,44,2024.02.15
201,Love Is For Losers,Longshot,3,3,0,3,0,700,700,0,5197,2024.02.15
201,love is embarrassing,Olivia Rodrigo,3,3,0,3,0,700,700,0,1612112,2024.02.15
206,Container,Boston Manor,3,3,0,2,0,7500,7500,0,9331,2024.02.15
207,Heartache,From Ashes To New,3,3,0,2,0,0,0,0,164037,2024.02.15
208,You And I,Godsmack,3,3,0,1,0,0,0,0,78594,2024.02.15
208,Red White & Blue,Godsmack,3,3,0,1,0,0,0,0,82596,2024.02.15
210,Social Cues,Cage The Elephant,3,2,1,2,0,800,800,0,403149,2024.02.15
211,Cosmic,Avenged Sevenfold,3,2,1,1,0,1500,1000,500,74282,2024.02.15
212,My Name,From Ashes To New,3,2,1,1,0,0,0,0,86696,2024.02.15
213,Take The Long Way,Tuk Smith & The Restless Hearts,3,1,2,3,0,2200,1300,900,3327,2024.02.15
214,Year Of The Goat,Exhorder,3,1,2,2,0,800,400,400,8059,2024.02.15
215,Don't Cry For Me,Lonely Ones,3,1,2,1,0,5600,500,5100,984,2024.02.15
216,Death By A Thousand Cuts,Imminence,3,0,3,2,0,3400,-300,3700,76902,2024.02.15
217,Tell Me This,Sons Of Silver,3,0,3,2,0,2600,0,2600,1883,2024.02.15
218,The Dying Song (Time To Sing),Slipknot,3,0,3,1,0,4600,0,4600,163227,2024.02.15
219,A Million Watts,Nonpoint,3,0,3,1,0,3600,-100,3700,11721,2024.02.15
220,Last Resort (Reloaded),Papa Roach X Jeris Johnson,3,0,3,1,0,3400,-2200,5600,482742,2024.02.15
221,Holy Roller,Spiritbox,3,0,3,1,0,0,0,0,229585,2024.02.15
222,Push,Alborn,3,-1,4,1,0,3700,100,3600,843,2024.02.15
223,The Sound Of Silence (Live At Red Rocks),Disturbed,3,-1,4,1,0,0,0,0,19569,2024.02.15
223,Drowning,Atreyu,3,-1,4,1,0,0,0,0,92336,2024.02.15
225,Drowning In The Sound,Trivium,3,-2,5,1,0,9000,-1200,10200,8076,2024.02.15
226,Find The Beautiful,Plush,3,-2,5,1,0,5400,-3600,9000,5562,2024.02.15
227,Emergency Contact,Pierce The Veil,3,-2,5,1,0,0,0,0,347959,2024.02.15
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2024.02.15
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2024.02.22
1,Leave A Light On,Papa Roach,1871,128,1743,72,0,2962300,300300,2662000,596089,2024.02.22
2,Legends Never Die,Bad Wolves,1562,-91,1653,71,0,2095200,-72700,2167900,247451,2024.02.22
3,Don't Tell Me,Disturbed,1556,126,1430,72,0,2216000,239800,1976200,345098,2024.02.22
4,A Symptom Of Being Human,Shinedown,1542,-168,1710,70,0,3097700,-41800,3139500,1597508,2024.02.22
5,I'M Alright,Mammoth WVH,1369,-54,1423,70,0,2308300,-27500,2335800,52166,2024.02.22
6,Dark Matter,Pearl Jam,1285,592,693,73,0,3017400,787000,2230400,1247207,2024.02.22
7,Devil You Know,Tim Montana,1261,-187,1448,70,0,2003500,-86300,2089800,187252,2024.02.22
8,The Glass,Foo Fighters,1236,81,1155,68,0,1754200,180300,1573900,175845,2024.02.22
9,Artificial,Daughtry,1219,-430,1649,67,0,1787700,-675500,2463200,333781,2024.02.22
10,Sign Of Life,Motionless In White,1112,62,1050,62,0,1140400,91100,1049300,474308,2024.02.22
11,Dark Void,Asking Alexandria,1090,107,983,62,0,1181600,181200,1000400,225220,2024.02.22
12,Gone,Atreyu,1085,71,1014,65,0,1197900,147100,1050800,81146,2024.02.22
13,Dilemma,Green Day,1056,248,808,70,0,1799800,440000,1359800,497927,2024.02.22
14,Spotlight,Fozzy,1046,3,1043,64,0,1041700,82800,958900,41464,2024.02.22
15,I Was Alive,Beartooth,947,108,839,63,0,1000600,214600,786000,298394,2024.02.22
16,Higher Power,Scott Stapp,920,25,895,63,0,1079500,104300,975200,39066,2024.02.22
17,I Am The Lightning,Des Rocs,782,34,748,57,0,887300,97400,789900,57952,2024.02.22
18,Wanting And Waiting,Black Crowes,715,98,617,56,0,1110800,221400,889400,190489,2024.02.22
19,Nowhere To Go But Everywhere,Bush,688,-3,691,52,0,645500,-57900,703400,25122,2024.02.22
20,Running In Circles,Dead Poet Society,615,21,594,55,0,646600,27700,618900,71594,2024.02.22
21,We Are The Rest,Corey Taylor,589,35,554,54,0,547000,39800,507200,16878,2024.02.22
22,Below The Belt,Point North,510,9,501,51,0,309800,32500,277300,119123,2024.02.22
23,If It Doesn'T Hurt,Nothing More,501,218,283,40,0,389200,150300,238900,488733,2024.02.22
24,Beautiful People (Stay High),Black Keys,453,44,409,36,0,897300,140000,757300,439761,2024.02.22
25,Truth,Godsmack,419,196,223,53,0,523800,257600,266200,113736,2024.02.22
26,Dynamite,Any Given Sin,380,15,365,33,0,258900,17800,241100,95178,2024.02.22
27,Deadzone,Blind Channel,374,-6,380,41,0,224000,3600,220400,16764,2024.02.22
28,Wolf,Saint Asonia,368,83,285,33,0,289600,78500,211100,46136,2024.02.22
29,Rockstar,Hardy,346,151,195,46,0,205900,37400,168500,1427133,2024.02.22
30,The American Dream Is Killing Me,Green Day,323,-114,437,42,0,419600,-318900,738500,234970,2024.02.22
31,Closure,I Prevail,313,-35,348,20,0,376200,-13100,389300,132576,2024.02.22
32,Look Alive,Oxymorrons,309,-31,340,34,0,179900,-31100,211000,0,2024.02.22
33,Neon Pill,Cage The Elephant,298,25,273,31,0,658900,118500,540400,620620,2024.02.22
34,Dreamstate,Dayseeker,284,32,252,28,0,222400,67000,155400,135803,2024.02.22
35,Already Over,Mike Shinoda,264,-213,477,37,0,303300,-282400,585700,247728,2024.02.22
36,When The Pain Comes,Black Stone Cherry,255,42,213,30,0,178600,40600,138000,102682,2024.02.22
37,Crown Of Horns,Judas Priest,249,49,200,31,0,289600,44200,245400,109083,2024.02.22
38,When The Darkness Comes,Jeris Johnson,219,-22,241,34,0,159800,16700,143100,592171,2024.02.22
39,S!Ck,Warning,213,96,117,32,0,200300,124900,75400,181146,2024.02.22
40,Landmines,Sum 41,183,30,153,17,0,296400,62700,233700,316314,2024.02.22
41,Closure,The Plot In You,182,35,147,31,0,80100,29100,51000,0,2024.02.22
41,Closure,The Plot In You,182,35,147,31,0,80100,29100,51000,155780,2024.02.22
43,Love What I Hate,Kobra Paige,174,5,169,10,0,48800,-1400,50200,752,2024.02.22
44,Kool-Aid,Bring Me The Horizon,174,-13,187,18,0,156600,5300,151300,810354,2024.02.22
45,Coming Home (Ballad Of The Shire),Dirty Honey,165,51,114,20,0,150600,64100,86500,9244,2024.02.22
46,Frozen,Rain City Drive,155,-45,200,19,0,51900,-49800,101700,119912,2024.02.22
47,Six Feet Deep,Royale Lynn,124,28,96,19,0,44300,8100,36200,276419,2024.02.22
48,Seeing Red,Architects,112,0,112,8,0,38100,9900,28200,360927,2024.02.22
49,Dead To Me,Palaye Royale,109,55,54,18,0,40200,11300,28900,77699,2024.02.22
50,Poetry Glass,Peyton Parrish,99,6,93,16,0,29500,4200,25300,66676,2024.02.22
51,Fallout,Sleep Theory,92,68,24,21,0,45400,45400,0,431852,2024.02.22
52,Never Gets Old,Jesse James Dupree,90,20,70,18,0,139300,20600,118700,922,2024.02.22
53,We Didn't Start The Fire,Fall Out Boy,73,-6,79,4,0,89700,-19000,108700,1361598,2024.02.22
54,Screaming Suicide,Metallica,71,63,8,15,0,73200,60600,12600,95025,2024.02.22
55,Hurts To Be Human,Lines Of Loyalty,69,25,44,16,0,18000,-400,18400,3220,2024.02.22
56,V.A.N,"Bad Omens, Poppy",62,14,48,3,0,0,0,0,1069750,2024.02.22
57,Barely Breathing,From Ashes To New,57,30,27,7,0,10600,7700,2900,575659,2024.02.22
58,Hope It Hurts,Plush,57,-34,91,4,0,27700,-51100,78800,34299,2024.02.22
59,Darkside,Bring Me The Horizon,56,-28,84,4,0,73000,-12900,85900,495344,2024.02.22
60,Evil People,Set It Off,53,-3,56,6,0,7100,600,6500,134420,2024.02.22
61,Meat & Greet,Ice Nine Kills,52,-16,68,6,0,10200,-3200,13400,210300,2024.02.22
62,So Good,Hot For Crime,48,6,42,10,0,16300,9400,6900,26162,2024.02.22
63,Right Side Of Wrong,Mick Mars,48,0,48,8,0,82200,21400,60800,20187,2024.02.22
64,A Dozen Roses,Amira Elfeky,42,-5,47,2,0,0,0,0,128385,2024.02.22
65,Worth It,Pop Evil,40,7,33,1,0,0,0,0,75090,2024.02.22
66,Heavy Rain,Ghostkid,38,5,33,1,0,0,0,0,45401,2024.02.22
67,What Do I Got To Lose?,Sebastian Bach,37,0,37,5,0,40500,-1500,42000,14535,2024.02.22
68,21 Gun Salute,Catch Your Breath,36,7,29,2,0,0,0,0,153771,2024.02.22
69,Dead Winter,Through Fire,34,14,20,5,0,34900,20600,14300,1690,2024.02.22
70,The Summoning,Sleep Token,34,14,20,5,0,2900,2900,0,1726896,2024.02.22
71,Future Proof,Many Eyes,34,7,27,2,0,0,0,0,23538,2024.02.22
72,Crazy,Slash,33,0,33,1,0,81800,1100,80700,0,2024.02.22
73,Sleep When I'M Dead,Autumn Kings,32,8,24,5,0,1500,-2600,4100,45552,2024.02.22
74,Waiting,(Hed) P.E.,30,-5,35,17,0,21200,-8300,29500,9132,2024.02.22
75,Idle Hands,Kerry King,29,10,19,18,0,24000,-9800,33800,82741,2024.02.22
76,Virus,Elijah,28,4,24,2,0,0,0,0,124081,2024.02.22
77,Jaded,Spiritbox,28,-5,33,3,0,700,700,0,318681,2024.02.22
78,We Got The Moves,Electric Callboy,28,-5,33,2,0,0,-2400,2400,322875,2024.02.22
79,Dark Thoughts,Funeral Portrait,27,2,25,1,0,0,0,0,66471,2024.02.22
80,Pretty Vicious,Struts,25,4,21,4,0,62800,-28800,91600,134853,2024.02.22
81,Overcome,Major Moment,24,3,21,1,0,0,0,0,4354,2024.02.22
82,Smother,Unpeople,24,2,22,2,0,49200,5000,44200,2007,2024.02.22
83,Ready Rock,Fever 333,21,21,0,1,0,0,0,0,55818,2024.02.22
84,New Reality,Word Alive,21,1,20,1,0,0,0,0,22852,2024.02.22
85,It's Your Lack Of Respect,Flat Black,21,0,21,2,0,48400,-200,48600,8404,2024.02.22
86,Hole In Your Head,Ekoh,21,-3,24,1,0,0,0,0,89853,2024.02.22
87,Records,Weezer,19,4,15,3,0,167100,53700,113400,49630,2024.02.22
88,Rain,Sleep Token,19,-6,25,1,0,0,0,0,690694,2024.02.22
89,Octane,Nik Nocturnal,18,18,0,1,0,0,0,0,0,2024.02.22
90,Beyond The Chemical Doorway,Job For A Cowboy,18,16,2,17,0,14800,9400,5400,32636,2024.02.22
91,Disruption,Comeback Kid,18,16,2,15,0,12300,9500,2800,6594,2024.02.22
92,I Felt It All,Zero 9:36,18,5,13,1,0,0,0,0,86397,2024.02.22
93,"10,000 Volts",Ace Frehley,17,3,14,5,0,45700,4200,41500,34196,2024.02.22
94,Make It Rain,Avatar,16,3,13,1,0,0,0,0,0,2024.02.22
95,"Look Ma, No Brains",Green Day,16,1,15,2,0,40300,7300,33000,150927,2024.02.22
96,Run Away With Me,Cold War Kids,16,-5,21,2,0,11100,-2900,14000,264476,2024.02.22
97,Hold The Line,Who On Earth,16,-7,23,2,0,1200,-900,2100,1178,2024.02.22
98,Sweet Sounds Of Heaven,"Lady Gaga, The Rolling Stones",15,7,8,1,0,123600,60000,63600,113074,2024.02.22
99,Normal People Things,Lovejoy,15,2,13,3,0,2300,1300,1000,332935,2024.02.22
100,The Surface,Beartooth,15,2,13,1,0,20500,-1300,21800,101316,2024.02.22
101,Never Saw It Coming,O Zorn!,15,-2,17,14,0,10400,1300,9100,798,2024.02.22
102,Hip To Be Scared,ICE NINE KILLS Feat. Jacoby Shaddix,14,10,4,11,0,4600,4600,0,226900,2024.02.22
103,Self Hell,While She Sleeps,14,1,13,2,0,0,0,0,25683,2024.02.22
104,Wave Of Death,Municipal Waste,13,13,0,13,0,8400,8400,0,65267,2024.02.22
105,Realize A Dream,Obsessed,13,13,0,13,0,7900,7900,0,3443,2024.02.22
106,Serotonin,Normandie,13,9,4,6,0,10300,6600,3700,62064,2024.02.22
107,The Drop,Kemikalfire,13,9,4,2,0,900,900,0,9236,2024.02.22
108,Afterglow Of Ragnarok,Bruce Dickinson,12,12,0,12,0,7700,7700,0,12724,2024.02.22
109,On The Verge,Thrown,12,8,4,1,0,0,0,0,270205,2024.02.22
110,Rise,10 Years,12,7,5,3,0,5300,5000,300,234256,2024.02.22
111,Mary On A Cross,Ghost,12,0,12,4,0,1300,-300,1600,1550389,2024.02.22
112,Antimatter,Silent Planet,12,0,12,1,0,0,0,0,168562,2024.02.22
113,Rain Check,Cinnamon Babe,11,11,0,1,0,0,0,0,0,2024.02.22
114,Calm Before The Storm,Any Given Sin,11,2,9,2,0,5300,5300,0,14876,2024.02.22
115,Temple Of Love,Black Veil Brides,11,1,10,2,0,2800,2800,0,15692,2024.02.22
116,There's Fear In Letting Go,I Prevail,11,0,11,1,0,0,0,0,325281,2024.02.22
117,Dial Tone,Catch Your Breath,11,-8,19,4,0,1700,-1100,2800,533674,2024.02.22
118,Walkin' On The Moon,Ace Frehley,10,8,2,6,0,38900,31000,7900,0,2024.02.22
119,The Chemistry Of Meant To Be,Kalamity Kills,10,2,8,2,0,1100,-4700,5800,7015,2024.02.22
120,Self-Destruct,Zero 9:36,10,0,10,1,0,0,0,0,22623,2024.02.22
121,Heartless,Ovtlier,9,1,8,1,0,0,0,0,3621,2024.02.22
122,Fence,Sevendust,9,0,9,2,0,0,0,0,15345,2024.02.22
123,Terrible Things,Halestorm,9,0,9,1,0,0,0,0,35446,2024.02.22
124,Medusa (Stone),Theory Of A Deadman,9,-6,15,1,0,0,-2600,2600,56951,2024.02.22
125,Drop (Feat. Randy Blythe),P.O.D.,9,-9,18,3,0,6400,-14700,21100,41737,2024.02.22
126,Nightmare (The Devil),Fame On Fire,8,8,0,2,0,6600,6600,0,0,2024.02.22
127,Eyes Wide Open,Kittie,8,7,1,7,0,9500,9500,0,200896,2024.02.22
128,Chokehold,Sleep Token,8,2,6,2,0,0,0,0,827762,2024.02.22
129,Pass The Nirvana,Pierce The Veil,8,2,6,1,0,0,0,0,462335,2024.02.22
130,STRANDED,Gojira,8,0,8,4,0,4700,-100,4800,203257,2024.02.22
131,Best Times,Nothing More,8,0,8,1,0,0,0,0,27969,2024.02.22
132,Sunshine,Beartooth,8,-1,9,3,0,0,0,0,203523,2024.02.22
133,Running From Ghosts,Eternal Frequency,8,-1,9,1,0,0,0,0,196,2024.02.22
133,Poison Pill,Silverstein,8,-1,9,1,0,0,0,0,4652,2024.02.22
133,Dying For,Rain City Drive,8,-1,9,1,0,0,0,0,36830,2024.02.22
136,The Artist In The Ambulance,Thrice,8,-1,9,1,0,0,-800,800,146126,2024.02.22
137,Accusation,Gxtp,8,-10,18,1,0,0,-2700,2700,453,2024.02.22
138,Fighting Myself,Linkin Park,8,-11,19,3,0,6000,-34800,40800,781706,2024.02.22
139,Keeping Secrets,Fit For A King,7,3,4,3,0,1000,-4400,5400,115238,2024.02.22
140,Positive Charge,Gaslight Anthem,7,2,5,2,0,9800,9200,600,18987,2024.02.22
141,BLEED,American Pearl,6,6,0,6,0,5400,5400,0,36,2024.02.22
142,Free To Be Me,A.D.A.M. Music Project,6,4,2,3,0,9000,3400,5600,12215,2024.02.22
143,The Sound Of Silence (Live At Red Rocks),Disturbed,6,3,3,4,0,4000,4000,0,19840,2024.02.22
144,Black Smoke Rising,Greta Van Fleet,6,2,4,5,0,13200,4500,8700,319896,2024.02.22
145,Gossip,Maneskin,6,2,4,2,0,9800,2500,7300,693511,2024.02.22
146,Enemy,"Imagine Dragons, JID & League Of Legends",6,1,5,1,0,15200,500,14700,2439872,2024.02.22
147,I Am... You Are,Geddy Lee,6,-5,11,1,0,20600,-15700,36300,2363,2024.02.22
148,Noxious Concoctions,Ghoul,5,5,0,5,0,4600,4600,0,2997,2024.02.22
149,Rise (Redux),Word Alive,5,5,0,2,0,2200,2200,0,0,2024.02.22
150,Nothing Ever After,Illenium & Motionless In White,5,3,2,1,0,0,0,0,0,2024.02.22
151,Holy Roller,Spiritbox,5,2,3,2,0,100,100,0,225544,2024.02.22
152,Bury The Cross...With Your Christ,Deicide,5,1,4,3,0,4000,400,3600,9223,2024.02.22
153,Favourite Song,Taproot,5,0,5,2,0,7000,1800,5200,2789,2024.02.22
154,Enter Sandman (S&M2),Metallica & The San Francisco Symphony Orchestra,5,0,5,1,0,5000,-900,5900,6218,2024.02.22
155,Cold Blooded,Of Virtue,5,-2,7,1,0,5500,-3800,9300,39099,2024.02.22
156,Supermodel Avalanches,Royal Blood,5,-6,11,1,0,0,0,0,21235,2024.02.22
157,Circle With Me,Spiritbox,5,-7,12,2,0,0,-2100,2100,310127,2024.02.22
158,Panic Attack,Judas Priest,5,-14,19,3,0,4800,-5900,10700,67524,2024.02.22
159,Friendly Fire,Linkin Park,4,4,0,4,0,9000,9000,0,9528,2024.02.22
160,Ghost,Wayland,4,4,0,2,0,5100,5100,0,1440,2024.02.22
161,Truck Bed,Hardy,4,4,0,1,0,3200,3200,0,8405842,2024.02.22
162,Insidious,Any Given Sin,4,2,2,2,0,4500,4500,0,22579,2024.02.22
163,Manic,Wage War,4,2,2,1,0,0,0,0,227503,2024.02.22
164,Tell Me This,Sons Of Silver,4,1,3,4,0,4800,2200,2600,1404,2024.02.22
165,Push,Alborn,4,1,3,2,0,3700,0,3700,670,2024.02.22
166,A Million Watts,Nonpoint,4,1,3,2,0,2100,-1500,3600,11849,2024.02.22
167,Drowning In The Sound,Trivium,4,1,3,1,0,9400,400,9000,8300,2024.02.22
168,Last Resort (Reloaded),Papa Roach X Jeris Johnson,4,1,3,1,0,8100,4700,3400,489517,2024.02.22
169,The Forever Rot,Job For A Cowboy,4,0,4,4,0,3700,2700,1000,13043,2024.02.22
170,Deutschland,Rammstein,4,0,4,2,0,1600,1300,300,350822,2024.02.22
171,The American Nightmare,Ice Nine Kills,4,0,4,2,0,0,0,0,190819,2024.02.22
172,Two Alive Amongst The Dead,Better Lovers,4,-1,5,3,0,1400,-400,1800,9190,2024.02.22
173,A Little Bit Of Love,Weezer,4,-1,5,1,0,4000,-1100,5100,126083,2024.02.22
174,No Leaf Clover (S&M2),Metallica & The San Francisco Symphony Orchestra,4,-2,6,1,0,4600,-1800,6400,28597,2024.02.22
175,Knockin On The Door,Bites,4,-4,8,1,0,5100,-6400,11500,795,2024.02.22
176,Evidence,Lamb Of God,4,-14,18,1,0,0,-8800,8800,56077,2024.02.22
177,Chasing Light,Metallica,3,3,0,3,0,10200,10200,0,46023,2024.02.22
178,Blackened Call,Belzebubs,3,3,0,3,0,4000,4000,0,1330,2024.02.22
178,Mars To Liverpool,Liam Gallagher & John Squire,3,3,0,3,0,4000,4000,0,22987,2024.02.22
178,Indestructible (Live At Red Rocks),Disturbed,3,3,0,3,0,4000,4000,0,4513,2024.02.22
178,Goddamn White Trash,Ministry,3,3,0,3,0,4000,4000,0,37059,2024.02.22
