US_Chart - Current Country Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.06.22
72,Stoned Cold Country,Various Artists,BROKEN BOW RECO,BB2 ,3,69,57,16,106,-16.5,127,10116,2023.07.06
73,Brandy Clark,Brandy Clark,Warner Records,WAR,6,62,53,7,103,-27.5,142,3603,2023.07.06
74,All My Homies Hate Ticketmaster (Live Fr,Zach Bryan,WARNER RECORDS,WAR ,7,,,1,102,15.9,88,6086,2023.07.06
75,Where We Started,Thomas Rhett,VALORY,VALO,1,,,1,95,58.3,60,36964,2023.07.06
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.07.06
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.07.13
1,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,,,1,506608,,0,506608,2023.07.13
2,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,2,86,10297,89.2,5443,965279,2023.07.13
3,Summertime Blues,Zach Bryan,WARNER RECORDS,WAR ,3,36,44,27,4487,999.0,244,15859,2023.07.13
4,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,2,3,19,4329,3.0,4202,250240,2023.07.13
5,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,3,1,6,3772,-10.1,4198,88257,2023.07.13
6,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,4,5,16,2033,8.9,1867,77561,2023.07.13
7,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,7,8,60,1904,41.0,1350,115214,2023.07.13
8,Rich White Honky Blues,Hank Williams Jr.,CONCORD EASY EYE SOUND,CNCO,1,,,5,1706,999.0,45,24465,2023.07.13
9,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,5,7,37,1596,2.5,1557,69551,2023.07.13
10,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,6,9,427,1271,-8.6,1391,3052578,2023.07.13
11,NOW Country 16,Various Artists,NOW,NOW ,8,8,11,6,1067,-5.0,1123,7581,2023.07.13
12,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,10,14,9,909,-2.5,932,15486,2023.07.13
13,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,11,10,130,902,1.5,889,418627,2023.07.13
14,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,9,12,25,794,-18.6,976,56487,2023.07.13
15,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,14,16,23,646,-6.6,692,62362,2023.07.13
16,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,15,21,319,616,-7.9,669,781803,2023.07.13
17,Memory Lane,Old Dominion,ARNV,ARNV,6,12,6,3,569,-27.0,779,6960,2023.07.13
17,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,13,15,6,569,-23.3,742,4626,2023.07.13
19,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,16,17,6,532,-1.7,541,6690,2023.07.13
20,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,17,22,34,524,0.6,521,72027,2023.07.13
21,Different Man,Kane Brown,RCA NASHVILLE,RCNA,1,18,18,44,481,-4.9,506,62722,2023.07.13
22,Celebrants,Nickel Creek,THE ORCHARD,ORCH,3,55,57,16,464,233.8,139,13299,2023.07.13
23,Growin' Up,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,20,19,55,454,-1.1,459,120623,2023.07.13
24,"Hold My Beer, Vol. 3",Randy Rogers,THE ORCHARD,ORCH,24,,,1,406,,0,406,2023.07.13
25,Loving You,"Amanda Shires, Bobbie Nelson","ATO RECORDS, L.L.C.",ATO ,4,19,4,3,405,-13.5,468,2939,2023.07.13
26,Greatest Hits(Target,Florida Georgia Line,BMX,BMX ,9,21,30,37,389,-0.5,391,24199,2023.07.13
27,Solid Gold,Miles Miller,RED INK,RDIK,27,,,1,370,,0,370,2023.07.13
28,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,23,25,41,366,0.0,366,26711,2023.07.13
29,Subject To Change,Kelsea Ballerini,Black River Entertainment,BRVG,1,26,27,42,327,11.2,294,26960,2023.07.13
30,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,25,33,191,283,-10.7,317,529210,2023.07.13
31,Denim & Rhinestones,Carrie Underwood,CAPITOL NASHVILLE,CAPN,1,30,24,57,255,-5.9,271,77250,2023.07.13
32,Lucky,Megan Moroney,ARNV,ARNV,4,22,26,10,253,-31.4,369,6151,2023.07.13
33,Olivia Newton J(Tgt),Olivia Newton-John,OLIVIA NEWTON JOHN,VCMG,8,24,20,32,247,-23.1,321,13070,2023.07.13
34,Never Enough,Parker McCollum,MCA NASHVILLE,MCAN,5,29,37,9,227,-16.8,273,7078,2023.07.13
34,Not Just A Girl (The Highlights),Shania Twain,MERCURY NASHVILLE / REPUBLIC RECORDS,MERN,2,35,47,45,227,-7.7,246,24913,2023.07.13
36,The Man From Waco,Charley Crockett,RED INK,RDIK,2,31,38,44,224,-13.5,259,28763,2023.07.13
37,Life Is Like A Song,Kenny Rogers,UNIVERSAL MUSIC ENTERPRISES,UME,5,28,34,6,221,-22.7,286,5115,2023.07.13
38,So Help Me God,Brantley Gilbert,VALORY,VALO,6,33,43,12,218,-14.5,255,10951,2023.07.13
39,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,37,35,41,216,-11.1,243,47106,2023.07.13
40,#1's - Volume 3 (Wal,George Strait,MCA NASHVILLE,MCAN,23,31,29,4,213,-17.8,259,1311,2023.07.13
41,Altitude,Marty Stuart,SUPERLATONE REC,SUU ,3,42,39,8,203,18.7,171,5364,2023.07.13
41,Gravel & Gold,Dierks Bentley,CAPITOL NASHVILLE,CAPN,1,52,48,20,203,44.0,141,16461,2023.07.13
43,Leave The Light On,Bailey Zimmerman,Warner Music Nashville,WNS,1,40,51,39,197,-3.0,203,26291,2023.07.13
44,Stray Dog,Justin Moore,VALORY,VALO,2,34,40,10,184,-26.1,249,7137,2023.07.13
45,Greenbroke,Jackson Dean,BIG MACHINE,BGMA,26,,63,5,183,94.7,94,7653,2023.07.13
46,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,38,41,21,182,-17.6,221,9404,2023.07.13
47,Nate Smith,Nate Smith,RCA NASHVILLE,RCNA,4,41,53,11,175,-10.7,196,6243,2023.07.13
48,NOW Country 15,Various Artists,NOW,NOW ,1,42,56,58,169,-1.2,171,43266,2023.07.13
49,Bronco,Orville Peck,Columbia Records,COL,1,45,57,64,159,-5.9,169,40042,2023.07.13
50,Come Get Your Wife,Elle King, RCA,RCA ,1,50,55,24,155,4.7,148,18834,2023.07.13
51,Palomino,Miranda Lambert,RCA NASHVILLE,RCNA,1,51,60,63,149,2.1,146,79831,2023.07.13
52,Dirt Road When I Die,Dylan Marlowe,RCA NASHVILLE,RCNA,52,,,1,148,,0,148,2023.07.13
53,12th Of June,Lyle Lovett,Verve Music Group,VERV,1,67,60,3,147,28.9,114,21432,2023.07.13
54,Rolling Up The Welcome Mat,Kelsea Ballerini,Black River Entertainment,BRVG,4,56,52,22,144,4.3,138,13579,2023.07.13
55,Tyler Hubbard,Tyler Hubbard,MCA NASHVILLE,MCAN,3,47,54,24,141,-13.0,162,16359,2023.07.13
56,Me/And/Dad,Billy Strings,NEW ROUNDER,ROUN,1,63,70,34,138,17.9,117,39550,2023.07.13
56,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,25,70,57,26,138,26.6,109,6905,2023.07.13
58,Frank Ray,Frank Ray,STONEY CREEK RECORDS,SC2,58,,,1,134,,0,134,2023.07.13
59,The Great Escape,Chris Stamey,THE ORCHARD,ORCH,59,,,1,122,,0,122,2023.07.13
59,The Outlaw Side Of Me,Chris Janson,BMLG RECORDS,BMLG,10,39,31,4,122,-40.5,205,1750,2023.07.13
61,My Chains Are Gone,Reba,UMG NASHVILLE,UMGN,1,48,36,68,121,-22.4,156,48317,2023.07.13
62,Frayed At Both Ends,Aaron Lewis,VALORY,VALO,1,62,73,74,116,-8.7,127,39427,2023.07.13
62,Run Rose Run,Dolly Parton,BUTTERFLY RECORDS,BTTY,1,,,66,116,45.0,80,68783,2023.07.13
64,All My Homies Hate Ticketmaster (Live Fr,Zach Bryan,WARNER RECORDS,WAR ,7,74,,2,115,12.7,102,6201,2023.07.13
65,Stereotype,Cole Swindell, WARNER Records,WAR ,2,65,,2,113,-2.6,116,21359,2023.07.13
66,Stoned Cold Country,Various Artists,BROKEN BOW RECO,BB2 ,3,72,69,17,112,5.7,106,10228,2023.07.13
66,Livin' My Best Life,Dylan Scott,CURB,CURB,1,,,1,112,103.6,55,8789,2023.07.13
68,Just As I Am,Willie Nelson & Sister Bobbie,GAITHER MUSIC GROUP,VCMG,6,61,67,22,110,-14.7,129,7346,2023.07.13
69,NOW Country Classics '80s,Various Artists,NOW,NOW ,3,57,,57,105,-20.5,132,34460,2023.07.13
69,Mr. Saturday Night,Jon Pardi,CAPITOL NASHVILLE,CAPN,1,49,68,45,105,-30.0,150,16221,2023.07.13
71,Crooked Tree,Molly Tuttle & Golden Highway,NONESUCH,NON,9,71,,31,95,-12.0,108,17768,2023.07.13
71,The Sounds Of Lockdown,Home Free,THE ORCHARD,ORCH,5,,,1,95,55.7,61,12101,2023.07.13
73,Must Be The Country,Colt Ford,DOUG KAYE,AJE ,36,52,66,6,93,-34.0,141,1143,2023.07.13
73,Strays,Margo Price,LOMA VISTA,LVR,1,,71,22,93,1.1,92,16977,2023.07.13
75,Fortune Favors The Bold,49 Winchester,"NEWWESTRECORDS,LLC",NELC,7,,,1,88,193.3,30,7319,2023.07.13
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.07.13
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.07.20
1,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,,2,46926,-90.7,506685,553534,2023.07.20
2,Little Songs,Colter Wall, RCA,RCA ,2,,,1,7990,999.0,2,7993,2023.07.20
3,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,1,87,6098,-40.8,10298,971377,2023.07.20
4,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,4,2,20,4271,-1.3,4329,254511,2023.07.20
5,Sticks And Stones,Lukas Nelson & Promise Of The Real,RED INK,RDIK,5,,,1,3688,999.0,1,3689,2023.07.20
6,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,5,3,7,3336,-11.6,3772,91593,2023.07.20
7,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,6,4,17,2352,15.7,2033,79913,2023.07.20
8,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,9,5,38,1855,16.2,1596,71406,2023.07.20
9,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,10,6,428,1668,31.1,1272,3054246,2023.07.20
10,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,7,7,61,1626,-14.6,1905,116840,2023.07.20
11,Blue Gene's,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,11,,,1,1339,,0,1339,2023.07.20
12,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,13,11,131,1147,27.2,902,419774,2023.07.20
13,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,14,9,26,998,25.7,794,57485,2023.07.20
14,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,16,15,320,719,16.7,616,782522,2023.07.20
15,Rich White Honky Blues,Hank Williams Jr.,CONCORD EASY EYE SOUND,CNCO,1,8,,6,697,-59.1,1706,25162,2023.07.20
16,NOW Country 16,Various Artists,NOW,NOW ,8,11,8,7,692,-35.1,1067,8273,2023.07.20
17,Growin' Up,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,23,20,56,589,29.7,454,121212,2023.07.20
18,Pour Decisions,Moonshine Bandits, INDEPENDENT LABEL SUBMISSION,INDI,18,,,1,580,,0,580,2023.07.20
19,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,12,10,10,558,-38.6,909,16044,2023.07.20
20,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,20,17,35,545,4.0,524,72572,2023.07.20
21,Memory Lane,Old Dominion,ARNV,ARNV,6,17,12,4,527,-7.4,569,7487,2023.07.20
22,Different Man,Kane Brown,RCA NASHVILLE,RCNA,1,21,18,45,506,5.2,481,63228,2023.07.20
23,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,17,13,7,483,-15.1,569,5109,2023.07.20
24,Georgia,Jason Aldean,BROKEN BOW RECO,BB2,1,,,1,431,584.1,63,37324,2023.07.20
25,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,15,14,24,415,-35.8,646,62777,2023.07.20
26,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,19,16,7,408,-23.3,532,7098,2023.07.20
27,The Man From Waco,Charley Crockett,RED INK,RDIK,2,36,31,45,400,78.6,224,29163,2023.07.20
28,Summertime Blues,Zach Bryan,WARNER RECORDS,WAR ,3,3,36,28,390,-91.3,4487,16249,2023.07.20
29,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,30,25,192,380,34.3,283,529590,2023.07.20
30,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,28,23,42,367,0.3,366,27078,2023.07.20
31,Greatest Hits(Target,Florida Georgia Line,BMX,BMX ,9,26,21,38,344,-11.6,389,24543,2023.07.20
32,Life Is Like A Song,Kenny Rogers,UNIVERSAL MUSIC ENTERPRISES,UME,5,37,28,7,317,43.4,221,5432,2023.07.20
33,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,39,37,42,299,38.4,216,47405,2023.07.20
34,Subject To Change,Kelsea Ballerini,Black River Entertainment,BRVG,1,29,26,43,292,-10.7,327,27252,2023.07.20
35,Rednecks Like Me,Tyler Farr,BROKEN BOW RECORDS,BOW,35,,,1,281,,0,281,2023.07.20
36,Never Enough,Parker McCollum,MCA NASHVILLE,MCAN,5,34,29,10,273,20.3,227,7351,2023.07.20
37,Lucky,Megan Moroney,ARNV,ARNV,4,32,22,11,252,-0.4,253,6403,2023.07.20
38,Celebrants,Nickel Creek,THE ORCHARD,ORCH,3,22,55,17,241,-48.1,464,13540,2023.07.20
39,Twenty Something: Figuring It Out,Alana Springsteen,Columbia Records,COL ,39,,,1,224,,0,224,2023.07.20
40,Nate Smith,Nate Smith,RCA NASHVILLE,RCNA,4,47,41,12,217,24.0,175,6460,2023.07.20
41,Come Get Your Wife,Elle King, RCA,RCA ,1,50,50,25,214,37.2,156,19048,2023.07.20
42,Tyler Hubbard,Tyler Hubbard,MCA NASHVILLE,MCAN,3,55,47,25,210,48.9,141,16569,2023.07.20
43,Not Just A Girl (The Highlights),Shania Twain,MERCURY NASHVILLE / REPUBLIC RECORDS,MERN,2,34,35,46,207,-8.8,227,25120,2023.07.20
44,Loving You,"Amanda Shires, Bobbie Nelson","ATO RECORDS, L.L.C.",ATO ,4,25,19,4,205,-49.4,405,3144,2023.07.20
45,Stray Dog,Justin Moore,VALORY,VALO,2,44,34,11,196,6.5,184,7333,2023.07.20
46,#1's - Volume 3 (Wal,George Strait,MCA NASHVILLE,MCAN,23,40,31,5,194,-8.9,213,1505,2023.07.20
47,So Help Me God,Brantley Gilbert,VALORY,VALO,6,38,33,13,183,-16.1,218,11134,2023.07.20
48,Leave The Light On,Bailey Zimmerman,Warner Music Nashville,WNS,1,43,40,40,175,-11.2,197,26466,2023.07.20
49,Gravel & Gold,Dierks Bentley,CAPITOL NASHVILLE,CAPN,1,41,52,21,167,-17.7,203,16628,2023.07.20
50,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,46,38,22,165,-9.3,182,9569,2023.07.20
51,Altitude,Marty Stuart,SUPERLATONE REC,SUU ,3,41,42,9,163,-19.7,203,5527,2023.07.20
52,NOW Country 15,Various Artists,NOW,NOW ,1,48,42,59,162,-4.1,169,43428,2023.07.20
53,Denim & Rhinestones,Carrie Underwood,CAPITOL NASHVILLE,CAPN,1,31,30,58,159,-37.6,255,77409,2023.07.20
53,Mr. Saturday Night,Jon Pardi,CAPITOL NASHVILLE,CAPN,1,69,49,46,159,51.4,105,16380,2023.07.20
55,Greenbroke,Jackson Dean,BIG MACHINE,BGMA,26,45,,6,152,-16.9,183,7805,2023.07.20
56,Palomino,Miranda Lambert,RCA NASHVILLE,RCNA,1,51,51,64,143,-4.0,149,79974,2023.07.20
57,All My Homies Hate Ticketmaster (Live Fr,Zach Bryan,WARNER RECORDS,WAR ,7,64,74,3,133,15.7,115,6334,2023.07.20
58,Livin' My Best Life,Dylan Scott,CURB,CURB,1,66,,2,130,16.1,112,8919,2023.07.20
59,Stoned Cold Country,Various Artists,BROKEN BOW RECO,BB2 ,3,66,72,18,129,15.2,112,10357,2023.07.20
60,Country Coming Down,Paul Cauthen,THE ORCHARD,ORCH,6,,,1,127,74.0,73,8771,2023.07.20
61,Me/And/Dad,Billy Strings,NEW ROUNDER,ROUN,1,56,63,35,124,-10.1,138,39674,2023.07.20
62,Dallas/Fort Worth,Drake Milligan,STONEY CREEK RE,SC2,9,,66,2,121,72.9,70,9602,2023.07.20
63,Frayed At Both Ends,Aaron Lewis,VALORY,VALO,1,62,62,75,119,2.6,116,39546,2023.07.20
64,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,25,56,70,27,115,-16.7,138,7020,2023.07.20
65,Just As I Am,Willie Nelson & Sister Bobbie,GAITHER MUSIC GROUP,VCMG,6,68,61,23,114,3.6,110,7460,2023.07.20
66,Bronco,Orville Peck,Columbia Records,COL,1,49,45,65,105,-34.0,159,40147,2023.07.20
67,Stereotype,Cole Swindell, WARNER Records,WAR ,2,65,65,3,103,-8.8,113,21462,2023.07.20
67,The Outlaw Side Of Me,Chris Janson,BMLG RECORDS,BMLG,10,59,39,5,103,-15.6,122,1853,2023.07.20
69,My Chains Are Gone,Reba,UMG NASHVILLE,UMGN,1,61,48,69,102,-15.7,121,48419,2023.07.20
69,Crooked Tree,Molly Tuttle & Golden Highway,NONESUCH,NON,9,71,71,32,102,7.4,95,17870,2023.07.20
71,Strays,Margo Price,LOMA VISTA,LVR,1,73,,23,99,6.5,93,17076,2023.07.20
72,Live At The Ryman,Jackson Dean,BIG MACHINE,BGMA,23,,,1,98,188.2,34,1641,2023.07.20
73,Mr. Sun,Little Big Town,CAPITOL NASHVILLE,CAPN,1,,,1,97,18.3,82,19252,2023.07.20
74,12th Of June,Lyle Lovett,Verve Music Group,VERV,1,53,67,4,93,-36.7,147,21525,2023.07.20
74,Run Rose Run,Dolly Parton,BUTTERFLY RECORDS,BTTY,1,62,,67,93,-19.8,116,68876,2023.07.20
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.07.20
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.07.27
1,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,1,3,27075,-42.3,46926,580609,2023.07.27
2,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,2,88,5499,-9.8,6098,976876,2023.07.27
3,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,4,4,21,4056,-5.0,4271,258567,2023.07.27
4,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,6,5,8,3831,14.8,3336,95424,2023.07.27
5,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,10,7,62,2267,39.4,1626,119107,2023.07.27
6,City Of Gold,Molly Tuttle & Golden Highway, WARNER Records,WAR ,6,,,1,2236,,0,2236,2023.07.27
7,Little Songs,Colter Wall, RCA,RCA ,2,2,,2,2217,-72.3,7990,10210,2023.07.27
8,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,7,6,18,2134,-9.3,2352,82047,2023.07.27
9,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,8,9,39,1870,0.8,1855,73276,2023.07.27
10,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,9,10,429,1509,-9.5,1668,3055755,2023.07.27
11,Sticks And Stones,Lukas Nelson & Promise Of The Real,RED INK,RDIK,5,5,,2,1209,-67.2,3688,4898,2023.07.27
12,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,13,14,27,1179,18.1,998,58664,2023.07.27
13,Rich White Honky Blues,Hank Williams Jr.,CONCORD EASY EYE SOUND,CNCO,1,15,8,7,1075,54.2,697,26237,2023.07.27
14,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,12,13,132,955,-16.7,1147,420729,2023.07.27
15,1988,Lori McKenna,RED INK,RDIK,15,,,1,862,,0,862,2023.07.27
16,Shot In The Dark,Ashley Cooke,Big Loud Records,BLR,16,,,1,812,,0,812,2023.07.27
17,Georgia,Jason Aldean,BROKEN BOW RECO,BB2,1,24,,2,810,87.9,431,38134,2023.07.27
18,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,14,16,321,699,-2.8,719,783221,2023.07.27
19,Among Other Things,Bella White,NEW ROUNDER,ROUN,19,,,1,696,999.0,11,1196,2023.07.27
20,NOW Country 16,Various Artists,NOW,NOW ,8,16,11,8,682,-1.4,692,8955,2023.07.27
21,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,19,12,11,662,18.6,558,16706,2023.07.27
22,Growin' Up,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,17,23,57,636,8.0,589,121848,2023.07.27
23,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,20,20,36,484,-11.2,545,73056,2023.07.27
24,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,23,17,8,479,-0.8,483,5588,2023.07.27
25,Different Man,Kane Brown,RCA NASHVILLE,RCNA,1,22,21,46,464,-8.3,506,63692,2023.07.27
26,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,29,30,193,443,16.6,380,530033,2023.07.27
27,Memory Lane,Old Dominion,ARNV,ARNV,6,21,17,5,420,-20.3,527,7907,2023.07.27
28,Greatest Hits(Target,Florida Georgia Line,BMX,BMX ,9,31,26,39,399,16.0,344,24942,2023.07.27
29,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,30,28,43,398,8.4,367,27476,2023.07.27
30,Summertime Blues,Zach Bryan,WARNER RECORDS,WAR ,3,28,3,29,394,1.0,390,16643,2023.07.27
31,Welcome,Arcadian Wild, INDEPENDENT LABEL SUBMISSION,INDI,31,,,1,383,498.4,64,462,2023.07.27
32,Dallas/Fort Worth,Drake Milligan,STONEY CREEK RE,SC2,9,62,,3,381,214.9,121,9983,2023.07.27
33,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,25,15,25,338,-18.6,415,63115,2023.07.27
34,So Help Me God,Brantley Gilbert,VALORY,VALO,6,47,38,14,316,72.7,183,11450,2023.07.27
35,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,33,39,43,299,0.0,299,47704,2023.07.27
36,Subject To Change,Kelsea Ballerini,Black River Entertainment,BRVG,1,34,29,44,297,1.7,292,27549,2023.07.27
37,Celebrants,Nickel Creek,THE ORCHARD,ORCH,3,38,22,18,292,21.2,241,13832,2023.07.27
38,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,26,19,8,274,-32.8,408,7372,2023.07.27
39,The Man From Waco,Charley Crockett,RED INK,RDIK,2,27,36,46,268,-33.0,400,29431,2023.07.27
40,Life Is Like A Song,Kenny Rogers,UNIVERSAL MUSIC ENTERPRISES,UME,5,32,37,8,266,-16.1,317,5698,2023.07.27
41,Tyler Hubbard,Tyler Hubbard,MCA NASHVILLE,MCAN,3,42,55,26,258,22.9,210,16827,2023.07.27
42,Blue Gene's,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,11,11,,2,256,-80.9,1339,1595,2023.07.27
43,Lucky,Megan Moroney,ARNV,ARNV,4,37,32,12,245,-2.8,252,6648,2023.07.27
44,Buckle Bunny,Tanner Adell,Columbia Records,COL ,44,,,1,226,,0,226,2023.07.27
45,Never Enough,Parker McCollum,MCA NASHVILLE,MCAN,5,36,34,11,217,-20.5,273,7568,2023.07.27
46,Leave The Light On,Bailey Zimmerman,Warner Music Nashville,WNS,1,48,43,41,212,21.1,175,26678,2023.07.27
47,Me/And/Dad,Billy Strings,NEW ROUNDER,ROUN,1,61,56,36,210,69.4,124,39884,2023.07.27
48,Won'T Die This Way,Erin Viancourt,THE ORCHARD,ORCH,48,,,1,204,,0,204,2023.07.27
49,Loving You,"Amanda Shires, Bobbie Nelson","ATO RECORDS, L.L.C.",ATO ,4,44,25,5,203,-1.0,205,3347,2023.07.27
50,Nate Smith,Nate Smith,RCA NASHVILLE,RCNA,4,40,47,13,201,-7.4,217,6661,2023.07.27
51,Not Just A Girl (The Highlights),Shania Twain,MERCURY NASHVILLE / REPUBLIC RECORDS,MERN,2,43,34,47,197,-4.8,207,25317,2023.07.27
52,Gravel & Gold,Dierks Bentley,CAPITOL NASHVILLE,CAPN,1,49,41,22,191,14.4,167,16819,2023.07.27
53,Crooked Tree,Molly Tuttle & Golden Highway,NONESUCH,NON,9,69,71,33,188,84.3,102,18058,2023.07.27
54,Denim & Rhinestones,Carrie Underwood,CAPITOL NASHVILLE,CAPN,1,53,31,59,181,13.8,159,77590,2023.07.27
54,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,50,46,23,181,9.7,165,9750,2023.07.27
56,Stray Dog,Justin Moore,VALORY,VALO,2,45,44,12,168,-14.3,196,7501,2023.07.27
56,Altitude,Marty Stuart,SUPERLATONE REC,SUU ,3,51,41,10,168,3.1,163,5695,2023.07.27
58,NOW Country 15,Various Artists,NOW,NOW ,1,52,48,60,164,1.2,162,43592,2023.07.27
59,Come Get Your Wife,Elle King, RCA,RCA ,1,41,50,26,153,-28.5,214,19201,2023.07.27
60,Greenbroke,Jackson Dean,BIG MACHINE,BGMA,26,55,45,7,149,-2.0,152,7954,2023.07.27
61,Livin' My Best Life,Dylan Scott,CURB,CURB,1,58,66,3,144,10.8,130,9063,2023.07.27
62,Palomino,Miranda Lambert,RCA NASHVILLE,RCNA,1,56,51,65,140,-2.1,143,80114,2023.07.27
63,Bronco,Orville Peck,Columbia Records,COL,1,66,49,66,136,29.5,105,40283,2023.07.27
63,#1's - Volume 3 (Wal,George Strait,MCA NASHVILLE,MCAN,23,46,40,6,136,-29.9,194,1641,2023.07.27
