US_Chart - Mainstream R&B/Hip-Hop Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
14,Search & Rescue,Drake,2253,-476,2729,72,0,8497000,-593700,9090700,8415084,2023.08.24
15,Oh U Went,Young Thug,1811,157,1654,69,0,5519800,465300,5054500,5076784,2023.08.24
16,Jealousy,Offset Feat. Cardi B,1485,100,1385,71,0,4843700,447000,4396700,5736663,2023.08.24
17,Paint The Town Red,Doja Cat,1484,231,1253,67,0,5218900,1261900,3957000,24354582,2023.08.24
18,Point Me 2,FeniDa Rappa Feat. Cardi B,1419,317,1102,64,0,3635400,989100,2646300,2580084,2023.08.24
19,Talibans,Byron Messia,1372,122,1250,64,0,4611000,659600,3951400,1124789,2023.08.24
20,Supposed To Be Loved,Dj Khaled,1227,153,1074,68,0,3118400,-1661800,4780200,3481294,2023.08.24
21,Endless Fashion,Lil Uzi Vert,1225,201,1024,68,0,3956800,1080100,2876700,2779538,2023.08.24
22,Meltdown,Travis Scott,1117,373,744,61,0,4287300,1164800,3122500,12770011,2023.08.24
23,Chromosomes,Key Glock,1098,-4,1102,53,0,2878000,78400,2799600,776953,2023.08.24
24,Double Back,Coco Jones,1047,-189,1236,50,0,2972500,-522900,3495400,743706,2023.08.24
25,Birthday,Saweetie,1001,203,798,59,0,2289900,577300,1712600,448650,2023.08.24
26,West Coast Weekend,"Tyga, YG & Blxst",939,122,817,56,0,2670400,310000,2360400,553163,2023.08.24
27,Beach Ball,Busta Rhymes,902,117,785,63,0,2038600,286400,1752200,271341,2023.08.24
28,Not Luck,Malcolm Mays,876,152,724,33,0,1306000,276500,1029500,16551,2023.08.24
29,On My Mama,Victoria Monet,864,166,698,54,0,2522900,737000,1785900,3482697,2023.08.24
30,Skeeyee,Sexyy Red,858,500,358,56,0,2431500,1192700,1238800,5091817,2023.08.24
31,Bluffin',Gucci Mane Feat. Lil Baby,831,-33,864,45,0,2159700,2600,2157100,1198815,2023.08.24
32,Thang For You (Feat. No Cap),Rylo Rodriguez,820,63,757,52,0,1905000,254400,1650600,5608890,2023.08.24
33,How We Roll,Ciara Feat. Chris Brown,802,317,485,55,0,2174300,815200,1359100,2952972,2023.08.24
34,Unavailable,DaVido,675,144,531,45,0,1817700,303600,1514100,1514140,2023.08.24
35,Pound Town,Sexyy Red,669,-436,1105,63,0,2013300,-1256300,3269600,4347711,2023.08.24
36,Main One,Mario Feat. Tory Lanez,648,143,505,50,0,1952500,652700,1299800,812893,2023.08.24
37,Yeah Yeah,Juiicy 2xs Feat. Lola Brooke,577,89,488,39,0,859700,101500,758200,76951,2023.08.24
38,Money,J. Lock Feat. Finesse2Tymes,542,40,502,43,0,1032100,176800,855300,0,2023.08.24
39,Barbie World (From Barbie The Album),"Nicki Minaj, Ice Spice & Aqua",516,141,375,34,0,4096600,1584400,2512200,35633999,2023.08.24
40,Millions,BIA,432,27,405,44,0,812500,68300,744200,346014,2023.08.24
41,K-POP,"Travis Scott, Bad Bunny & The Weeknd",423,-171,594,31,0,1301200,-463600,1764800,6294831,2023.08.24
42,Calling (Spider-Man: Across The Spider-Verse),"Metro Boomin, Swae Lee & Nav Feat. A Boogie Wit Da Hoodie",391,-80,471,32,0,747700,-117300,865000,2789969,2023.08.24
43,Somebody (Explicit) [feat. Cool & Dre],Yung Pooda,369,79,290,43,0,599900,52000,547900,32698,2023.08.24
44,Not My N*Gga,Kentheman,357,120,237,40,0,760500,347000,413500,681697,2023.08.24
45,Too Fast,Jay Rock Feat. Anderson. Paak & Latto,337,163,174,40,0,697400,211400,486000,310468,2023.08.24
46,Deli,Ice Spice,326,187,139,45,0,1471100,681400,789700,10562963,2023.08.24
47,Popular,"Madonna, Playboi Carti, The Weeknd",309,-128,437,24,0,820200,-359100,1179300,4613936,2023.08.24
48,Back To Your Place,October London,230,36,194,18,0,1177400,268100,909300,745142,2023.08.24
49,Turn Yo Clic Up,Quavo & Future,221,-14,235,31,0,812700,-61600,874300,5923923,2023.08.24
50,Gorgeous,Tee Grizzley & Skilla Baby,200,-20,220,37,0,709400,15400,694000,2570384,2023.08.24
51,Reflections,Dustystaytrue,193,-440,633,16,0,469800,-1203300,1673100,69405,2023.08.24
52,Sexy,LiL Duval,185,0,185,25,0,262000,-37400,299400,10190,2023.08.24
53,Remember That,Rjae,163,17,146,20,0,341200,53000,288200,895,2023.08.24
54,Lipstick Lover,Janelle Monae,147,6,141,12,0,595200,-31300,626500,272537,2023.08.24
55,Where Ya Bih @,Moneybagg Yo,145,10,135,21,0,392100,66600,325500,714746,2023.08.24
56,Jealous,Kiana Lede,144,-68,212,8,0,259800,-214300,474100,0,2023.08.24
57,Fair Trade,Drake & Travis Scott,137,-6,143,8,0,1654600,39300,1615300,3473226,2023.08.24
58,Get Money,A.T.L.D.V.,136,12,124,9,0,108500,17600,90900,231,2023.08.24
59,Tell Me It's Over,"Jacquees, Summer Walker, 6lack",133,-47,180,11,0,141800,-86000,227800,654318,2023.08.24
60,Love Takes Me Higher,Josh X,131,5,126,13,0,226700,22800,203900,2325,2023.08.24
61,Flyest In The City (Feat. A Boogie Wit Da Hoodie & Jeremih),"King Combs, Fabolous",129,44,85,30,0,562700,225100,337600,365677,2023.08.24
62,Fake Shit,Anthony Q,127,20,107,12,0,174800,23800,151000,0,2023.08.24
63,Aogg,Kenny Muney,115,-16,131,16,0,163000,-41600,204600,77990,2023.08.24
64,It's Getting Hot,Nle Choppa,113,47,66,27,0,269500,141300,128200,6505744,2023.08.24
65,Summer,Kenya Vaun,111,19,92,16,0,351900,60600,291300,63285,2023.08.24
66,Touchin',Honey Bxby,105,5,100,21,0,202900,45600,157300,2,2023.08.24
67,Good Summer,French Montana,103,85,18,29,0,370700,253900,116800,364395,2023.08.24
68,OH BOY,"Kash Doll & Dj Drama Feat. Skilla Baby, Baby Money, Cash Kidd, Risktaker D-Boy &",99,9,90,1,0,766700,85200,681500,117586,2023.08.24
69,Do It,J. Rose,98,26,72,15,0,123500,2600,120900,0,2023.08.24
70,You,Wiz Khalifa Feat. Ty Dolla $ign,97,39,58,10,0,304800,113800,191000,0,2023.08.24
71,Equal Dirt,Rylo Rodriguez,96,43,53,26,0,402900,208500,194400,4169464,2023.08.24
72,The One,Yo Gotti,95,18,77,22,0,228600,47300,181300,1762638,2023.08.24
73,Fallin',Coco Jones,95,1,94,1,0,0,0,0,0,2023.08.24
74,Love & Bulls**t,Buddy Vonn,92,19,73,12,0,168300,29300,139000,0,2023.08.24
75,Love's Train,"Bruno Mars, Anderson .Paak, Silk Sonic",91,11,80,14,0,434900,49700,385200,603355,2023.08.24
76,Whip It,Bigxthaplug,91,3,88,17,0,163800,28500,135300,2074048,2023.08.24
77,As A Matter Of Fact,Babyface,89,-27,116,10,0,426200,-243800,670000,92454,2023.08.24
78,Johnny Dang,"Drodi, Paul Wall, That Mexican Ot",86,5,81,14,0,469500,-127400,596900,7591528,2023.08.24
79,Changed,Tamar Braxton,80,-2,82,6,0,292400,-16500,308900,91815,2023.08.24
80,Strike (Holster),Lil Yachty,78,16,62,24,0,381700,104300,277400,2108032,2023.08.24
81,Telepatia,Kali Uchis,77,-38,115,4,0,930500,-498700,1429200,3076250,2023.08.24
82,Drift,Teejay,76,-26,102,25,0,483700,-77300,561000,579323,2023.08.24
83,WHO DAT,Backwoods Fam,74,-25,99,7,0,108000,-27500,135500,745,2023.08.24
84,Low Down,Lil Baby,73,-18,91,13,0,172400,-51600,224000,4507544,2023.08.24
85,Pull Out,Tech N9ne Feat. Head Da Don,72,59,13,17,0,124500,95400,29100,24196,2023.08.24
86,Don't Think You Ever Loved Me,Tyrese Feat. Lenny Kravitz,67,2,65,9,0,412400,29500,382900,0,2023.08.24
87,Change (No Cap),Jevon Dewand Feat. The Trap All Starz & Jazze Phe,63,16,47,6,0,68900,-7100,76000,0,2023.08.24
88,Hot Boy,Nardo Wick Feat. Lil Baby,62,14,48,23,0,204000,63600,140400,1178944,2023.08.24
89,Cinderella Girl (Where You Dey,Blaqbonez,62,2,60,6,0,88200,-23400,111600,17738,2023.08.24
90,Bing Bong,Blakeiana,59,3,56,11,0,199400,100,199300,82597,2023.08.24
91,This Is New York,Scar Lip,58,5,53,15,0,219200,-7900,227100,128165,2023.08.24
92,GEEKALEEK,Ohgeesy,57,-17,74,7,0,595400,-148100,743500,2735849,2023.08.24
93,Racks,Famous Kid Brick,56,-12,68,13,0,224900,-14400,239300,3791,2023.08.24
94,We Can't Forget Him,Bobbi Storm,54,,,10,0,240100,,,0,2023.08.24
95,I Like You (A Happier Song),Post Malone Feat. Doja Cat,53,-26,79,10,0,357200,-180400,537600,4639563,2023.08.24
96,Make Up Your Mind,Cordae,52,33,19,5,0,45400,26800,18600,469109,2023.08.24
97,Aquafina,Young Jonn,49,-14,63,9,0,74300,-32000,106300,153796,2023.08.24
98,There It Is,Trap Beckham,48,6,42,13,0,110700,29300,81400,0,2023.08.24
99,Passport Bros (With J. Cole),Bas & J. Cole,43,18,25,12,0,68800,-7200,76000,482124,2023.08.24
100,Ok Cool,Playboy Poppy,43,16,27,15,0,167000,74400,92600,2439,2023.08.24
101,No Bars,City Girls & JT,41,13,28,18,0,202400,75800,126600,1419097,2023.08.24
102,Big Boy Luv,Zaeskee Alazae,40,24,16,8,0,51600,25200,26400,470,2023.08.24
103,Off Top,Rican Da Menace & Lola Brooke,39,-6,45,17,0,159500,-3200,162700,24730,2023.08.24
104,Make Up To Break Up,Tooley,38,2,36,1,0,77300,6600,70700,0,2023.08.24
105,Only Fans (I Don't Wanna Be Friends),Drew Yari Feat. Yung Bleu,38,-2,40,14,0,89000,-7500,96500,0,2023.08.24
106,Wassup,Mahalia & Kojey Radical,37,4,33,1,0,0,0,0,61315,2023.08.24
107,Slide,WayneInDisThang Feat. Super Jay & Si'Yir,37,-2,39,4,0,25200,1100,24100,0,2023.08.24
108,Throw It!,Spiffy The Goat,37,-20,57,18,0,83500,-81600,165100,157537,2023.08.24
109,"Nothing Else Matters (Instead Of Complaining, Praise Him)",Brent Jones,36,13,23,19,0,140100,32900,107200,0,2023.08.24
110,Nah Fr,Big Homie Sho,36,5,31,6,0,93300,-28900,122200,8241,2023.08.24
111,Calm & Patient,Jhene Aiko,36,1,35,1,0,0,0,0,549781,2023.08.24
112,Kamikaze,Lah Pat,35,1,34,11,0,203200,57700,145500,61753,2023.08.24
113,Overdose,Finesse2tymes,35,-1,36,13,0,131900,-1200,133100,650765,2023.08.24
114,Who Told You,J Hus Feat. Drake,35,-7,42,21,0,179000,-56200,235200,1300872,2023.08.24
115,Windows,Pastor Mike Jr.,34,32,2,10,0,68500,63000,5500,26219,2023.08.24
116,Feel Alright (Blessed),Erica Campbell,34,8,26,19,0,179600,58200,121400,198259,2023.08.24
117,Right On,Lil Baby,34,2,32,18,0,76700,-2400,79100,1953729,2023.08.24
118,Bad B*tches,BreezyLyn,34,-3,37,12,0,64100,-12800,76900,2792,2023.08.24
119,Big Steppin',Stunnaman02 & Quakebeatz,33,26,7,1,0,285300,230100,55200,28814,2023.08.24
120,Party People,Tucka,32,19,13,2,0,13300,10300,3000,24776,2023.08.24
121,The Day,After 7,32,-4,36,2,0,71300,-6600,77900,10030,2023.08.24
122,Essence Fest,Curren$y & Jermaine Dupri,32,-8,40,6,0,30900,-100,31000,15929,2023.08.24
123,Don't Give Up On Me,Fridayy,32,-14,46,14,0,110800,-34900,145700,278108,2023.08.24
124,To The Floor,Yella Beezy,32,-17,49,11,0,75900,-72000,147900,13173,2023.08.24
125,Verbalize,Stokley Feat. Snoop Dogg,31,6,25,2,0,85100,14900,70200,0,2023.08.24
126,Cars Bring Me Out,Young Thug Feat. Future,31,-1,32,2,0,58100,-18100,76200,594974,2023.08.24
127,Keep It Going,Kendrick P.,30,2,28,1,0,56100,2200,53900,996,2023.08.24
128,I Know,Kanii,30,0,30,3,0,22900,1300,21600,2120243,2023.08.24
129,I Need A Thug,City Girls,30,-1,31,23,0,95000,-26400,121400,222987,2023.08.24
130,Casamigos (Pour It In My Cup),Sukihana x Afro B,30,-3,33,7,0,50500,-22400,72900,0,2023.08.24
131,Making Love,Treety,30,-11,41,1,0,84000,-29500,113500,227074,2023.08.24
132,Auntie Outside,Mike Clark Jr,30,,,2,0,12000,,,0,2023.08.24
133,Walk It Back,Hollywood 40 fCee Lo Green,28,8,20,1,0,50800,12300,38500,0,2023.08.24
134,Texas,Bigxthaplug,28,6,22,5,0,248600,73400,175200,2491414,2023.08.24
135,Freestyle,Lil Baby,27,12,15,18,0,120200,56500,63700,4713435,2023.08.24
136,DUMB,Rican Da Menace,27,11,16,15,0,108400,39200,69200,0,2023.08.24
137,Beast Mode,Mellow Rackz,27,-12,39,4,0,123300,-40000,163300,0,2023.08.24
138,First Show,Luh Tyler,27,-12,39,12,0,103300,-50300,153600,833146,2023.08.24
139,Just Like You,Slum Village,26,16,10,1,0,59400,36600,22800,25075,2023.08.24
140,Wtf,YoungBoy Never Broke Again Feat. Nicki Minaj,26,2,24,5,0,68000,200,67800,368520,2023.08.24
141,Daily Bread,Otis Kemp,26,2,24,19,0,89100,-12700,101800,95031,2023.08.24
142,Touch Yourself,Sammie,26,1,25,3,0,40600,-1000,41600,27986,2023.08.24
143,Always,Jovonta Patton,26,-4,30,19,0,98000,-27000,125000,170372,2023.08.24
144,All Things,Kirk Franklin,25,4,21,16,0,102400,0,102400,486130,2023.08.24
145,Taste Like Candy,Socandy,25,-5,30,9,0,56600,-900,57500,4870,2023.08.24
146,Bread & Butter,Gunna,24,13,11,17,0,74500,58500,16000,2420847,2023.08.24
147,Money Dance,Taxxman,24,8,16,1,0,43600,13000,30600,0,2023.08.24
148,It's Working,Todd Dulaney & Hezekiah Walker,24,6,18,17,0,101000,23500,77500,28042,2023.08.24
149,Miracles,Kierra Sheard Feat. Pastor Mike Jr.,24,0,24,15,0,106500,7700,98800,297083,2023.08.24
150,Last Night Was Good For My Soul,Shindellas,24,-3,27,1,0,67800,-26100,93900,9646,2023.08.24
151,Butterfly Coupe,KALAN .FrFr (For Real For Real),23,16,7,7,0,173300,80800,92500,0,2023.08.24
152,Motion God,Moneybagg Yo,23,-6,29,11,0,72500,-26900,99400,1539091,2023.08.24
153,Keep It Low,Moneybagg Yo Feat. Future,23,-9,32,11,0,84500,-37400,121900,0,2023.08.24
154,Patty Cake,Quavo & Takeoff,23,,,8,0,131000,,,4133270,2023.08.24
155,Looking For The Hoes (Ain’t My Fault),Sexyy Red,22,10,12,13,0,93900,46400,47500,2849197,2023.08.24
156,California Breeze,Lil Baby,22,-6,28,16,0,119600,-2800,122400,2912221,2023.08.24
157,Oh My,Young Row,21,20,1,3,0,18000,18000,0,0,2023.08.24
158,I Will Rejoice,Isabel Davis,21,6,15,15,0,86900,21500,65400,29982,2023.08.24
159,The Suspect,Fivio Foreign,21,4,17,3,0,25700,-4500,30200,0,2023.08.24
160,Ocean Spray,Moneybagg Yo,21,-2,23,13,0,75500,19600,55900,3050452,2023.08.24
161,Shiesty,Finesse2tymes Feat. Kali & Sexyy Red,21,-12,33,13,0,60100,-44800,104900,503130,2023.08.24
162,WOW (Walk On Water),Lena Byrd Miles,20,-2,22,14,0,61100,-34500,95600,22264,2023.08.24
163,Go Hard,Lil Baby,20,-2,22,14,0,58900,-9700,68600,1828296,2023.08.24
164,Big 7,Burna Boy,19,4,15,11,0,92800,28800,64000,1227469,2023.08.24
165,Sprinter,Dave & Central Cee,19,3,16,8,0,155500,33900,121600,5990189,2023.08.24
166,Spin,Kodak Black,19,-3,22,6,0,53700,600,53100,276726,2023.08.24
167,Come For Me,Alicia Keys Feat. Khalid & Lucky Daye,19,-3,22,4,0,59600,-27500,87100,172219,2023.08.24
168,Midnight Social,Lor Sosa,19,-6,25,7,0,30700,-9100,39800,7618,2023.08.24
169,No Fake Love,Yo Gotti,19,-13,32,9,0,67700,-47400,115100,1642970,2023.08.24
170,Mama,"Rob49, Skilla Baby & Tay B",18,14,4,6,0,59300,48900,10400,2281375,2023.08.24
171,The Better Benediction (Pt 1),Pj Morton,18,10,8,12,0,81600,49200,32400,105099,2023.08.24
172,We Don'T Know That,Ham,18,6,12,3,0,43800,23900,19900,128,2023.08.24
173,Lemon,Smith,18,1,17,1,0,50200,4900,45300,239017,2023.08.24
174,Florida Water,"Danny Towers, Dj Scheme, Ski Mask The Slump God",18,-3,21,9,0,53700,500,53200,0,2023.08.24
175,Great God,Demetrius West & Jesus Promoters Feat. Karen Hoskins,18,-3,21,14,0,80200,-15800,96000,13277,2023.08.24
176,Dusties,Maiya The Don,17,10,7,16,0,62100,9100,53000,139775,2023.08.24
177,Want Her,Mustard,17,6,11,3,0,200600,50200,150400,359357,2023.08.24
178,My Whole Heart,J. Brown,17,0,17,2,0,47300,-2900,50200,75890,2023.08.24
179,Summer Vibes,Tyla Yaweh,17,-2,19,1,0,49100,-9800,58900,140908,2023.08.24
180,Fentanyl,Wavy Baby,17,-2,19,1,0,0,0,0,28,2023.08.24
181,Booty Drop,Doechii,17,,,9,0,51400,,,1585846,2023.08.24
182,Gentle (JeJe),Eddie F Feat. Khiid,16,12,4,5,0,70400,41200,29200,0,2023.08.24
183,Speak,Angel Taylor,16,11,5,14,0,51900,33500,18400,19086,2023.08.24
184,Revival,"Jules Juda Feat. Leek Spence, Tasha & Sarah Jakes Roberts",16,3,13,12,0,76500,7100,69400,10297,2023.08.24
185,Last Time,Ron Isley & The Isley Brothers,16,2,14,2,0,52700,8400,44300,145595,2023.08.24
186,She'Ll Never Be Me,Stefunie,16,1,15,1,0,12000,-400,12400,67,2023.08.24
187,Tent Revival,Travis Greene & Forward City Feat. D'Nar,16,-1,17,10,0,66400,-8200,74600,187293,2023.08.24
188,Jesus,Tim Bowman Jr. And Faith City Music Feat. Le'Andria Johnson,16,-2,18,12,0,77500,3200,74300,47616,2023.08.24
189,Right Foot Creep,Youngboy Never Broke Again,16,-3,19,9,0,34200,-16000,50200,967598,2023.08.24
190,Lil Boo Thang,Paul Russell,16,,,1,0,85000,,,3042803,2023.08.24
191,Shot O'Clock,Saweetie,15,11,4,8,0,36700,19500,17200,0,2023.08.24
192,Slime U Out,Shy Glizzy,15,6,9,7,0,38300,12400,25900,0,2023.08.24
193,Up,Ycmg Franko,15,5,10,1,0,23800,6600,17200,1429,2023.08.24
194,Want Em Hood,Lakeyah,15,4,11,9,0,53500,8600,44900,128343,2023.08.24
195,The Promise,Mississippi Mass Choir,15,4,11,12,0,69500,29700,39800,10806,2023.08.24
196,Right Back In It,Leela James,15,1,14,2,0,47600,12300,35300,198018,2023.08.24
197,Dreaming,KillaBreezy,15,1,14,1,0,8700,-1600,10300,0,2023.08.24
198,One Of A Kind,Starnicole,15,1,14,1,0,7700,1300,6400,27,2023.08.24
199,Bullseye 2,Real Boston Richey Feat. Future,15,-1,16,10,0,31800,-8900,40700,733688,2023.08.24
200,Quickie,Moneybagg Yo,15,-7,22,10,0,37100,-29000,66100,2101025,2023.08.24
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2023.08.24
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.08.31
1,All My Life,Lil Durk Feat. J. Cole,4156,-234,4390,72,0,17952700,-951600,18904300,13125309,2023.08.31
2,Snooze,Sza,4001,169,3832,72,0,18746400,1316700,17429700,18142451,2023.08.31
3,Fukumean,Gunna,3885,733,3152,72,0,15790400,3917700,11872700,27021321,2023.08.31
4,Shake Sumn,DaBaby,3754,401,3353,73,0,13064200,616800,12447400,4698170,2023.08.31
5,Put It On Da Floor,Latto,3706,-871,4577,72,0,14831300,-2247900,17079200,5444262,2023.08.31
6,Good Good,"Usher, Summer Walker, 21 Savage",2796,516,2280,73,0,10133700,1699800,8433900,4875042,2023.08.31
7,Princess Diana,Ice Spice,2775,-138,2913,71,0,11775700,-464700,12240400,4739485,2023.08.31
8,Sittin' On Top Of The World,Burna Boy,2624,172,2452,72,0,9869600,716700,9152900,2897957,2023.08.31
9,Peaches & Eggplants,Young Nudy Feat. 21 Savage,2538,96,2442,70,0,9164100,544500,8619600,7500256,2023.08.31
10,Summer Too Hot,Chris Brown,2473,195,2278,72,0,8879900,579700,8300200,2296185,2023.08.31
11,Area Codes,Kali,2374,114,2260,69,0,8567600,512500,8055100,4875245,2023.08.31
12,Oh U Went,Young Thug,2106,295,1811,70,0,6566000,1046200,5519800,4859360,2023.08.31
13,Fight The Feeling,Rod Wave,2005,-976,2981,65,0,7230200,-3009900,10240100,3933501,2023.08.31
14,Search & Rescue,Drake,1713,-540,2253,71,0,6854500,-1642500,8497000,8381254,2023.08.31
15,Jealousy,Offset Feat. Cardi B,1712,227,1485,70,0,5788000,944300,4843700,4627714,2023.08.31
16,Paint The Town Red,Doja Cat,1683,199,1484,68,0,6124900,906000,5218900,37479032,2023.08.31
17,Calm Down,Rema & Selena Gomez,1677,-1000,2677,69,0,7147600,-2883000,10030600,16535781,2023.08.31
18,Supposed To Be Loved,Dj Khaled,1615,388,1227,71,0,4615900,1497500,3118400,2379241,2023.08.31
19,Talibans,Burna Boy,1566,194,1372,66,0,5316200,705200,4611000,3521266,2023.08.31
20,Point Me 2,FeniDa Rappa Feat. Cardi B,1507,88,1419,64,0,4053800,418400,3635400,2391477,2023.08.31
21,Meltdown,Travis Scott,1438,321,1117,66,0,5164500,877200,4287300,11845062,2023.08.31
22,Endless Fashion,Lil Uzi Vert,1276,51,1225,58,0,4213000,256200,3956800,2554124,2023.08.31
23,On My Mama,Victoria Monet,1176,312,864,55,0,3753200,1230300,2522900,4923874,2023.08.31
24,Skeeyee,Sexyy Red,1160,302,858,55,0,3282300,850800,2431500,6095635,2023.08.31
25,Birthday,Saweetie,1054,53,1001,59,0,2467600,177700,2289900,379658,2023.08.31
26,Chromosomes,Key Glock,978,-120,1098,44,0,2374300,-503700,2878000,730274,2023.08.31
27,West Coast Weekend,"Tyga, YG & Blxst",927,-12,939,56,0,2768400,98000,2670400,593554,2023.08.31
28,Not Luck,Malcolm Mays,922,46,876,34,0,1472600,166600,1306000,17528,2023.08.31
29,How We Roll,Ciara Feat. Chris Brown,916,114,802,57,0,2619000,444700,2174300,2483038,2023.08.31
30,Beach Ball,Busta Rhymes,897,-5,902,54,0,1843400,-195200,2038600,195469,2023.08.31
31,Thang For You (Feat. No Cap),Rylo Rodriguez,859,39,820,47,0,1904800,-200,1905000,5484863,2023.08.31
32,Unavailable,DaVido,782,107,675,60,0,2044500,226800,1817700,1106463,2023.08.31
33,Main One,Mario Feat. Tory Lanez,735,87,648,50,0,2262700,310200,1952500,813280,2023.08.31
34,Yeah Yeah,Juiicy 2xs Feat. Lola Brooke,715,138,577,42,0,1163800,304100,859700,71040,2023.08.31
35,There I Go (Feat. J. Cole & Mi,Gucci Mane,670,,,58,0,3445700,,,4756799,2023.08.31
36,Bluffin',Gucci Mane Feat. Lil Baby,630,-201,831,42,0,1682700,-477000,2159700,1156792,2023.08.31
37,Deli,Ice Spice,594,268,326,53,0,2200800,729700,1471100,10540320,2023.08.31
38,Money,J. Lock Feat. Finesse2Tymes,542,0,542,42,0,1037400,5300,1032100,0,2023.08.31
39,Millions,BIA,511,79,432,47,0,987400,174900,812500,340175,2023.08.31
40,Double Back,Coco Jones,490,-557,1047,39,0,1150800,-1821700,2972500,778570,2023.08.31
41,Barbie World (From Barbie The Album),"Nicki Minaj, Ice Spice & Aqua",459,-57,516,32,0,3259600,-837000,4096600,30331762,2023.08.31
42,Too Fast,Jay Rock Feat. Anderson. Paak & Latto,440,103,337,41,0,836600,139200,697400,271240,2023.08.31
43,Not My N*Gga,Kentheman,423,66,357,32,0,805400,44900,760500,665120,2023.08.31
44,Somebody (Explicit) [feat. Cool & Dre],Yung Pooda,402,33,369,44,0,743700,143800,599900,31301,2023.08.31
45,We Can't Forget Him,Bobbi Storm,350,296,54,34,0,947200,707100,240100,0,2023.08.31
46,Back To Your Place,October London,276,46,230,18,0,1522500,345100,1177400,788004,2023.08.31
47,Popular,"Madonna, Playboi Carti, The Weeknd",253,-56,309,22,0,744500,-75700,820200,4455677,2023.08.31
48,Do It,J. Rose,248,150,98,30,0,290700,167200,123500,0,2023.08.31
49,Equal Dirt,Rylo Rodriguez,233,137,96,40,0,823900,421000,402900,3771168,2023.08.31
50,Turn Yo Clic Up,Quavo & Future,210,-11,221,39,0,737400,-75300,812700,4662810,2023.08.31
51,Fake Shit,Anthony Q,181,54,127,14,0,262300,87500,174800,0,2023.08.31
52,Gorgeous,Tee Grizzley & Skilla Baby,180,-20,200,38,0,806100,96700,709400,2401862,2023.08.31
53,It's Getting Hot,Nle Choppa,176,63,113,20,0,481100,211600,269500,7086062,2023.08.31
54,Pull Out,Tech N9ne Feat. Head Da Don,170,98,72,28,0,271000,146500,124500,64146,2023.08.31
55,Flyest In The City (Feat. A Boogie Wit Da Hoodie & Jeremih),"King Combs, Fabolous",167,38,129,39,0,615800,53100,562700,346017,2023.08.31
56,Get Money,A.T.L.D.V.,166,30,136,10,0,97100,-11400,108500,225,2023.08.31
