Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,week_of
29,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,36,29,57,357,23.1,290,75511,2023.07.06
30,Olivia Newton J(Tgt),Olivia Newton-John,OLIVIA NEWTON JOHN,VCMG,19,28,19,33,321,-34.5,490,12823,2023.07.06
31,Encanto,"Lin-Manuel Miranda, Encanto - Cast",DISNEY,DISN,1,37,31,65,303,5.6,287,79727,2023.07.06
32,Faith In The Future,Louis Tomlinson, BMG DISTRIBUTION,BMG,2,34,32,34,301,-9.6,333,78480,2023.07.06
33,NOW 85,Various Artists,SONY,SONY,4,32,24,22,269,-30.7,388,26492,2023.07.06
34,Ivory,Omar Apollo,Warner Records,WAR,3,51,37,31,265,55.9,170,20830,2023.07.06
35,Yacht On The Rocks,Straight No Chaser,ARTS MUSIC,AMSC,24,24,,2,236,-66.1,696,932,2023.07.06
36,NOW Proud,Various Artists,NOW,NOW ,18,35,28,9,235,-20.9,297,5118,2023.07.06
37,A Beautiful Life (Music From The Netflix,Christopher,INTERNATIONAL R,IRI,23,38,36,5,224,-16.4,268,1467,2023.07.06
38,Crash,Charli XCX,ATLANTIC GROUP,ATLG,1,40,30,68,210,-2.8,216,58125,2023.07.06
39,Everything I Know About Love,Laufey,,AWAL,9,39,43,17,203,-11.4,229,11779,2023.07.06
40,Girl Of My Dreams,Fletcher,CAPITOL MUSIC GROUP,CAP ,2,56,42,42,201,32.2,152,32444,2023.07.06
41,My Soft Machine,Arlo Parks,TRANSGRESSIVE R,TRA9,8,55,35,6,195,21.9,160,3849,2023.07.06
42,Messy,Olivia Dean,ISLAND,ISL,42,,,1,178,,0,178,2023.07.06
43,5sos5,5 Seconds Of Summer, BMG DISTRIBUTION,BMG,1,46,38,41,171,-8.1,186,69465,2023.07.06
44,Grease: Rise Of The Pink Ladies Soundtrack,Soundtrack,CAPITOL RECORDS,CAP,15,15,,2,148,-88.4,1277,1426,2023.07.06
44,High Drama,Adam Lambert, BMG DISTRIBUTION,BMG ,3,41,44,19,148,-30.2,212,18863,2023.07.06
46,Just The Two Of Us: The Duets Collection,Olivia Newton-John,VCMG,VCMG,8,43,49,9,147,-25.8,198,6616,2023.07.06
47,That! Feels Good!,Jessie Ware,INTERSCOPE/GEFFEN/A&M,INT ,6,47,45,10,141,-23.8,185,8616,2023.07.06
48,Love Again (Original Motion Picture Soun,Celine Dion,Columbia Records,COL,11,54,45,8,136,-17.6,165,3860,2023.07.06
49,Gloria,Sam Smith,CAPITOL MUSIC GROUP,CAP ,2,57,48,23,135,-10.6,151,29676,2023.07.06
50,All 4 Nothing,Lauv,CAPITOL MUSIC GROUP,CAP,3,,91,45,133,315.6,32,14689,2023.07.06
51,Emails I Can't Send,Sabrina Carpenter,ISLAND,ISL ,4,59,56,51,131,0.0,131,25169,2023.07.06
51,Charlie,Charlie Puth,ATLANTIC GROUP,ATLG,1,50,54,39,131,-26.4,178,26635,2023.07.06
53,The Loneliest Time,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,2,60,55,37,118,-7.1,127,26797,2023.07.06
54,Live At The Bon Soir,Barbra Streisand,Columbia Records,COL,22,53,22,3,114,-32.1,168,21273,2023.07.06
55,Diamonds & Dancefloors,Ava Max,ATLANTIC GROUP,ATLG,3,67,52,23,109,2.8,106,13504,2023.07.06
56,Gag Order (Acoustic Versi,Kesha,19 Recordings / BNA Records,RCA ,56,,,1,102,,0,102,2023.07.06
57,Last Man Dancing,Jake Shears, MUTE,MTE ,12,58,58,5,100,-24.2,132,2110,2023.07.06
58,Sail On Sailor,Beach Boys,CAPITOL MUSIC GROUP,CAP ,11,,68,30,99,209.4,32,9428,2023.07.06
59,Crazy Life,Anna Of The North,NEW ELEKTRA,NELK,59,,,1,97,999.0,1,253,2023.07.06
59,"PARANOÏA, ANGELS, TRUE LOVE",Christine And The Queens,BECAUSE MUSIC SAS,BECU,9,43,26,4,97,-51.0,198,2305,2023.07.06
61,"Home Again - Live From Central Park, New",Carole King,SME/LEGACY RECORDINGS,LEGC,24,82,40,6,96,41.2,68,1588,2023.07.06
62,Rita Wilson Now & Forever: Duets,Rita Wilson,THE ORCHARD,ORCH,18,64,18,3,90,-23.1,117,2828,2023.07.06
63,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,43,76,72,25,88,8.6,81,2338,2023.07.06
63,NOW Decade 2000s,Various Artists,NOW,NOW ,9,86,65,61,88,41.9,62,30389,2023.07.06
65,Tough Love,Teddy Swims, WARNER Records,WAR ,5,68,67,3,86,-16.5,103,13137,2023.07.06
65,Takin' It Back,Meghan Trainor,EPIC,EPIC,3,68,53,37,86,-16.5,103,44092,2023.07.06
67,Hold The Girl,Rina Sawayama,DIRTY HIT,DRHI,4,42,73,43,85,-57.3,199,14890,2023.07.06
68,The Gods We Can Touch,AURORA,GLASSNOTE,GLSN,11,88,83,61,84,50.0,56,13608,2023.07.06
69,Higher Than Heaven,Ellie Goulding,INTERSCOPE/GEFFEN/A&M,INT ,6,66,60,13,83,-22.4,107,8348,2023.07.06
69,Higher,Michael Buble,WARNER RECORDS,WAR ,1,49,61,67,83,-53.6,179,71163,2023.07.06
71,Time,Simply Red,INTERNATIONAL R,IRI,21,70,51,5,79,-17.7,96,1077,2023.07.06
72,Kellyoke - Ep,Kelly Clarkson,ATLANTIC GROUP,ATLG,8,80,,2,77,2.7,75,8107,2023.07.06
73,Sonder,Dermot Kennedy,INTERSCOPE/GEFFEN/A&M,INT ,5,60,45,34,74,-41.7,127,16968,2023.07.06
73,Bebe,Bebe Rexha,WARNER RECORDS,WAR ,11,71,59,10,74,-19.6,92,4040,2023.07.06
75,Magic Man,Jackson Wang,88 Rising (Invisible),88RM,1,63,74,43,65,-46.7,122,36255,2023.07.06
75,Coco Moon,Owl City, INDEPENDENT LABEL SUBMISSION,INDI,16,62,33,4,65,-48.4,126,1888,2023.07.06
77,Arkhon,Zola Jesus,SACRED BONES RE,SBNZ,13,,,1,64,999.0,5,4657,2023.07.06
77,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,12,83,78,3,64,0.0,64,4381,2023.07.06
79,American Gurl,Kilo Kish, INDEPENDENT LABEL SUBMISSION,INDI,72,,,1,63,999.0,4,321,2023.07.06
80,Ben,Macklemore,BENDO LLC,BN3 ,1,73,68,18,62,-27.1,85,20109,2023.07.06
80,folklore: the long pond studio sessions,Taylor Swift,REPUBLIC RECORDS,R-RR,1,99,,2,62,44.2,43,76237,2023.07.06
82,Now 84,Various Artists,NOW,NOW ,8,77,61,36,60,-25.0,80,25816,2023.07.06
83,Petrol Bloom (Uo Lp),Laurel,REPUBLIC RECORDS,R-RR,83,,,1,59,999.0,1,292,2023.07.06
83,NOW 83,Various Artists,SBME,SBME,5,85,75,48,59,-6.3,63,23558,2023.07.06
85,Lost In Translation,Valley,CAPITOL MUSIC GROUP,CAP ,27,27,,2,56,-90.5,588,644,2023.07.06
86,Janky Star,Grace Ives,GRACE IVES/TRUE PANTHER-HARVEST,HRV,57,,,1,54,237.5,16,1578,2023.07.06
87,About Last Night,Mabel,CAPITOL MUSIC GROUP,CAP ,38,,,1,53,999.0,1,1285,2023.07.06
87,The Hardest Part,Noah Cyrus,Columbia Records,COL,21,88,86,24,53,-5.4,56,4766,2023.07.06
89,Familia,Camila Cabello,EPIC,EPIC,2,,98,64,52,57.6,33,30681,2023.07.06
89,My Mind Wanders And Sometimes Leaves Com,Lola Young,CAPITOL MUSIC GROUP,CAP ,34,93,79,5,52,2.0,51,608,2023.07.06
89,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,8,74,56,4,52,-38.1,84,4591,2023.07.06
92,NOW Pride,Various Artists,NOW,NOW ,10,,98,58,51,30.8,39,15183,2023.07.06
92,Dirt Femme,Tove Lo,MTHEORY,MTY ,7,96,81,38,51,10.9,46,13580,2023.07.06
94,The People's Champ,Quinn XCII,REPUBLIC RECORDS,R-RR,15,83,91,13,50,-21.9,64,3763,2023.07.06
94,Hold On Baby,King Princess,Columbia Records,COL,30,,,2,50,233.3,15,3949,2023.07.06
96,I Used To Think I Could Fly,Tate McRae, RCA,RCA ,5,75,70,25,49,-40.2,82,9880,2023.07.06
97,So Far So Good,Chainsmokers,Columbia Records,COL ,13,,88,3,48,269.2,13,6358,2023.07.06
98,L80s: So Unusual,Various Artists,333 Company,INDI,98,,,1,45,,0,48,2023.07.06
98,The Songs Of Bacharach & Costello,Elvis Costello & Burt Bacharach,ISLAND,ISL ,4,100,50,18,45,7.1,42,7872,2023.07.06
100,Till Next Time,Nic D & Connor Price,,,65,65,,2,43,-61.6,112,155,2023.07.06
1,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,,,1,506608,,0,506608,2023.07.13
2,Midnights,Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,2,38,17533,49.4,11734,2454639,2023.07.13
3,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,1,6,7,16,13473,264.6,3695,209941,2023.07.13
4,folklore,Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,3,154,12613,45.2,8686,1973255,2023.07.13
5,Chemistry,Kelly Clarkson,ATLANTIC GROUP,ATLG,1,4,1,3,4297,-37.9,6925,54329,2023.07.13
6,PORTALS,Melanie Martinez,ATLANTIC GROUP,ATLG,1,5,6,15,4252,0.2,4242,202908,2023.07.13
7,-,Ed Sheeran,ATLANTIC GROUP,ATLG,1,7,10,10,2923,-14.1,3402,138940,2023.07.13
8,The Singles: Echoes from the Edge of Heaven,Wham!,Columbia Records,COL,8,,,1,2792,999.0,19,2815,2023.07.13
9,SOUR,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,10,13,111,2407,-6.9,2585,972223,2023.07.13
10,The Show,Niall Horan,CAPITOL MUSIC GROUP,CAP ,1,8,8,5,2228,-25.5,2990,83963,2023.07.13
11,Harry's House,Harry Styles,Columbia Records,COL ,1,11,11,61,2145,3.8,2066,868649,2023.07.13
12,The Little Mermaid,"Alan Menken, Howard Ashman & Lin-Manuel Miranda",DISNEY,DISN,2,12,12,8,1596,-14.2,1861,29604,2023.07.13
13,Endless Summer Vacation,Miley Cyrus,Columbia Records,COL ,2,13,14,18,1295,-5.3,1368,113311,2023.07.13
14,Diamonds,Elton John,ISLAND,ISL,4,16,18,295,1213,15.7,1048,781104,2023.07.13
15,Good Riddance,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,2,14,16,20,1002,-19.2,1240,25222,2023.07.13
16,Sad Songs In A Hotel Room,Joshua Bassett,WARNER RECORDS,WAR ,16,,,1,992,,0,1439,2023.07.13
17,Trustfall,P!nk, RCA,RCA ,1,15,17,21,971,-11.2,1094,128969,2023.07.13
18,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,19,19,9,839,2.6,818,46969,2023.07.13
19,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,1,17,22,8,773,-12.0,878,27395,2023.07.13
20,Footprints I Found,David Kushner,DAVID KUSHNER,DVK,20,,,1,765,999.0,17,1136,2023.07.13
21,Finally Enough Love (Album),Madonna,Warner Records,WAR,1,9,20,47,692,-75.2,2788,64866,2023.07.13
22,Born Pink,Blackpink,INTERSCOPE/GEFFEN/A&M,INT ,1,20,25,43,596,-15.2,703,190062,2023.07.13
23,SMITHEREENS,Joji,88RISING MUSIC,88RM,2,22,23,36,574,-11.0,645,57049,2023.07.13
24,NOW 86,Various Artists,NOW,NOW ,7,23,26,10,561,-10.1,624,12936,2023.07.13
25,Superache,Conan Gray,REPUBLIC RECORDS,R-RR,1,27,30,55,464,1.3,458,106101,2023.07.13
26,Planet Her,Doja Cat, RCA,RCA ,2,28,29,106,450,20.0,375,133602,2023.07.13
27,Special,Lizzo,ATLANTIC GROUP,ATLG,1,26,21,52,407,-20.4,511,148693,2023.07.13
28,Gag Order,Kesha,KEMOSABE/BECKY,KEMO,3,3,33,8,397,-94.8,7613,14436,2023.07.13
29,Another Life,Big Time Rush, BMG DISTRIBUTION,BMG,17,25,45,6,395,-24.8,525,2311,2023.07.13
30,Mystical Magical Rhythmical Radical Rid,Jason Mraz, BMG DISTRIBUTION,BMG ,5,21,5,3,384,-44.3,689,5368,2023.07.13
31,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,29,36,58,347,-2.8,357,75869,2023.07.13
32,Faith In The Future,Louis Tomlinson, BMG DISTRIBUTION,BMG,2,32,34,35,335,11.3,301,78820,2023.07.13
33,Booktok: The Album,Bryce Savage,,,33,,,1,290,,0,290,2023.07.13
34,Ivory,Omar Apollo,Warner Records,WAR,3,34,51,32,273,3.0,265,21165,2023.07.13
35,Everything I Know About Love,Laufey,,AWAL,9,39,39,18,258,27.1,203,12037,2023.07.13
36,Olivia Newton J(Tgt),Olivia Newton-John,OLIVIA NEWTON JOHN,VCMG,19,30,28,34,247,-23.1,321,13070,2023.07.13
37,Encanto,"Lin-Manuel Miranda, Encanto - Cast",DISNEY,DISN,1,31,37,66,244,-19.5,303,79971,2023.07.13
38,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,9,18,9,3,225,-72.7,823,4373,2023.07.13
39,My Soft Machine,Arlo Parks,TRANSGRESSIVE R,TRA9,8,41,55,7,194,-0.5,195,4049,2023.07.13
40,Feed The Beast,Kim Petras,REPUBLIC RECORDS,R-RR,4,24,4,3,184,-66.6,551,5386,2023.07.13
41,Crash,Charli XCX,ATLANTIC GROUP,ATLG,1,38,40,69,178,-15.2,210,58303,2023.07.13
42,NOW 85,Various Artists,SONY,SONY,4,33,32,23,175,-34.9,269,26667,2023.07.13
43,Pandæmonium - Ep,Hakos Baelz, INDY LABEL,INDY,43,,,1,173,,0,173,2023.07.13
44,Yacht On The Rocks,Straight No Chaser,ARTS MUSIC,AMSC,24,35,24,3,165,-30.1,236,1097,2023.07.13
45,Rita Wilson Now & Forever: Duets,Rita Wilson,THE ORCHARD,ORCH,18,62,64,4,160,77.8,90,2988,2023.07.13
46,5sos5,5 Seconds Of Summer, BMG DISTRIBUTION,BMG,1,43,46,42,159,-7.0,171,69625,2023.07.13
47,The Loneliest Time,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,2,53,60,38,147,24.6,118,26951,2023.07.13
48,Girl Of My Dreams,Fletcher,CAPITOL MUSIC GROUP,CAP ,2,40,56,43,144,-28.4,201,32597,2023.07.13
49,A Beautiful Life (Music From The Netflix,Christopher,INTERNATIONAL R,IRI,23,37,38,6,135,-39.7,224,1602,2023.07.13
50,Love Again (Original Motion Picture Soun,Celine Dion,Columbia Records,COL,11,48,54,9,134,-1.5,136,3994,2023.07.13
51,High Drama,Adam Lambert, BMG DISTRIBUTION,BMG ,3,44,41,20,132,-10.8,148,18995,2023.07.13
52,First Love,Astra King,,,52,,,1,129,,0,129,2023.07.13
52,Emails I Can't Send,Sabrina Carpenter,ISLAND,ISL ,4,51,59,52,129,-1.5,131,25298,2023.07.13
54,Last Man Dancing,Jake Shears, MUTE,MTE ,12,57,58,6,127,27.0,100,2237,2023.07.13
54,Charlie,Charlie Puth,ATLANTIC GROUP,ATLG,1,51,50,40,127,-3.1,131,26762,2023.07.13
56,Sonder,Dermot Kennedy,INTERSCOPE/GEFFEN/A&M,INT ,5,73,60,35,124,67.6,74,17092,2023.07.13
57,Just The Two Of Us: The Duets Collection,Olivia Newton-John,VCMG,VCMG,8,46,43,10,117,-20.4,147,6733,2023.07.13
58,That! Feels Good!,Jessie Ware,INTERSCOPE/GEFFEN/A&M,INT ,6,47,47,11,113,-19.9,141,8729,2023.07.13
59,Gloria,Sam Smith,CAPITOL MUSIC GROUP,CAP ,2,49,57,24,111,-17.8,135,29789,2023.07.13
60,NOW Proud,Various Artists,NOW,NOW ,18,36,35,10,100,-57.4,235,5218,2023.07.13
61,Higher,Michael Buble,WARNER RECORDS,WAR ,1,69,49,68,99,19.3,83,71262,2023.07.13
61,Higher Than Heaven,Ellie Goulding,INTERSCOPE/GEFFEN/A&M,INT ,6,69,66,14,99,19.3,83,8447,2023.07.13
61,Lalalalovesongs,Jason Mraz,ATLANTIC GROUP,ATLG,14,,79,3,99,230.0,30,7841,2023.07.13
64,"PARANOÏA, ANGELS, TRUE LOVE",Christine And The Queens,BECAUSE MUSIC SAS,BECU,9,59,43,5,94,-3.1,97,2399,2023.07.13
65,Hold The Girl,Rina Sawayama,DIRTY HIT,DRHI,4,67,42,44,90,5.9,85,14985,2023.07.13
65,Decades Of Love,Ernie Haase & Signature Sound, SONY MUSIC ENTERTAINMENT INC.,SMEI,35,,81,3,90,999.0,1,3392,2023.07.13
67,Tough Love,Teddy Swims, WARNER Records,WAR ,5,65,68,4,88,2.3,86,13225,2023.07.13
68,NOW Decade 2000s,Various Artists,NOW,NOW ,9,63,86,62,81,-8.0,88,30470,2023.07.13
69,Takin' It Back,Meghan Trainor,EPIC,EPIC,3,65,68,38,80,-7.0,86,44172,2023.07.13
70,I Used To Think I Could Fly,Tate McRae, RCA,RCA ,5,96,75,26,78,59.2,49,9958,2023.07.13
71,Live At The Bon Soir,Barbra Streisand,Columbia Records,COL,22,54,53,4,76,-33.3,114,21349,2023.07.13
72,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,12,77,83,4,75,17.2,64,4456,2023.07.13
72,Diamonds & Dancefloors,Ava Max,ATLANTIC GROUP,ATLG,3,55,67,24,75,-31.2,109,13579,2023.07.13
74,Bebe,Bebe Rexha,WARNER RECORDS,WAR ,11,73,71,11,72,-2.7,74,4112,2023.07.13
75,"Home Again - Live From Central Park, New",Carole King,SME/LEGACY RECORDINGS,LEGC,24,61,82,7,70,-27.1,96,1658,2023.07.13
76,Sail On Sailor,Beach Boys,CAPITOL MUSIC GROUP,CAP ,11,58,,31,69,-30.3,99,9497,2023.07.13
77,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,43,63,76,26,67,-23.9,88,2405,2023.07.13
78,Grease: Rise Of The Pink Ladies Soundtrack,Soundtrack,CAPITOL RECORDS,CAP,15,44,15,3,62,-58.1,148,1488,2023.07.13
78,Coco Moon,Owl City, INDEPENDENT LABEL SUBMISSION,INDI,16,75,62,5,62,-4.6,65,1950,2023.07.13
80,The People's Champ,Quinn XCII,REPUBLIC RECORDS,R-RR,15,94,83,14,61,22.0,50,3825,2023.07.13
81,Zombies 3,"Cast - Zombies, Disney",DISNEY,DISN,11,,95,51,60,46.3,41,14923,2023.07.13
82,Time,Simply Red,INTERNATIONAL R,IRI,21,71,70,6,57,-27.8,79,1134,2023.07.13
82,My Mind Wanders And Sometimes Leaves Com,Lola Young,CAPITOL MUSIC GROUP,CAP ,34,89,93,6,57,9.6,52,665,2023.07.13
84,My 21st Century Blues,Raye,THE ORCHARD,ORCH,12,,91,22,56,47.4,38,6157,2023.07.13
85,Now 84,Various Artists,NOW,NOW ,8,82,77,37,54,-10.0,60,25870,2023.07.13
86,All 4 Nothing,Lauv,CAPITOL MUSIC GROUP,CAP,3,50,,46,52,-60.9,133,14755,2023.07.13
86,Magic Man,Jackson Wang,88 Rising (Invisible),88RM,1,75,63,44,52,-20.0,65,36307,2023.07.13
88,NOW Pride,Various Artists,NOW,NOW ,10,92,,59,50,-2.0,51,15233,2023.07.13
89,The Gods We Can Touch,AURORA,GLASSNOTE,GLSN,11,68,88,62,49,-41.7,84,13659,2023.07.13
90,NOW 83,Various Artists,SBME,SBME,5,83,85,49,48,-18.6,59,23606,2023.07.13
91,Nomad - Ep,Braden Bales,,,91,,,1,47,,0,47,2023.07.13
92,Face The River,Gavin DeGraw, RCA,RCA ,12,,,1,46,206.7,15,4001,2023.07.13
93,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,8,89,74,5,45,-13.5,52,4636,2023.07.13
93,Born For This Moment,Chicago, BMG DISTRIBUTION,BMG,5,,,3,45,36.4,33,13415,2023.07.13
95,Bridges,Calum Scott,CAPITOL MUSIC GROUP,CAP ,13,,97,10,44,15.8,38,7335,2023.07.13
96,Dirt Femme,Tove Lo,MTHEORY,MTY ,7,92,96,39,41,-19.6,51,13626,2023.07.13
97,Drowning,Jessie Murph,Columbia Records,COL ,16,,100,3,40,17.6,34,1508,2023.07.13
98,American Gurl,Kilo Kish, INDEPENDENT LABEL SUBMISSION,INDI,72,79,,2,38,-39.7,63,361,2023.07.13
98,L80s: So Unusual,Various Artists,333 Company,INDI,98,98,,2,38,-15.6,45,86,2023.07.13
98,Lost In Translation,Valley,CAPITOL MUSIC GROUP,CAP ,27,85,27,3,38,-32.1,56,682,2023.07.13
98,folklore: the long pond studio sessions,Taylor Swift,REPUBLIC RECORDS,R-RR,1,80,99,3,38,-38.7,62,76275,2023.07.13
98,Grease: Rise Of The Pink Ladies,Cast Of Grease: Rise Of The Pink La,CAPITOL RECORDS,CAP,52,,52,4,38,2.7,37,450,2023.07.13
1,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,,2,46926,-90.7,506685,553534,2023.07.20
2,Midnights,Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,1,39,12484,-28.8,17534,2467123,2023.07.20
3,folklore,Taylor Swift,REPUBLIC RECORDS,R-RR,1,4,2,155,11072,-12.2,12617,1984327,2023.07.20
4,Mirror,Lauren Spencer-Smith,ISLAND / REPUBLIC RECORDS,R-IS,4,,,1,4766,999.0,3,4769,2023.07.20
5,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,1,3,6,17,4491,-66.7,13477,214432,2023.07.20
6,PORTALS,Melanie Martinez,ATLANTIC GROUP,ATLG,1,6,5,16,4279,0.6,4254,207187,2023.07.20
7,The Feeling Of Falling Upwards,5 Seconds Of Summer, BMG DISTRIBUTION,BMG ,7,,,1,3609,999.0,3,3954,2023.07.20
8,The Show,Niall Horan,CAPITOL MUSIC GROUP,CAP ,1,10,8,6,2595,16.4,2229,86558,2023.07.20
9,Chemistry,Kelly Clarkson,ATLANTIC GROUP,ATLG,1,5,4,4,2569,-40.2,4297,56898,2023.07.20
10,SOUR,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,9,10,112,2547,5.7,2409,974770,2023.07.20
11,Harry's House,Harry Styles,Columbia Records,COL ,1,11,11,62,2230,4.0,2145,870879,2023.07.20
12,-,Ed Sheeran,ATLANTIC GROUP,ATLG,1,7,7,11,2171,-25.8,2924,141111,2023.07.20
13,Spark Of Light,Michael Bolton, INDEPENDENT LABEL SUBMISSION,INDI,13,,,1,1915,,0,1915,2023.07.20
14,The Little Mermaid,"Alan Menken, Howard Ashman & Lin-Manuel Miranda",DISNEY,DISN,2,12,12,9,1263,-20.9,1596,30867,2023.07.20
15,Endless Summer Vacation,Miley Cyrus,Columbia Records,COL ,2,13,13,19,1221,-5.8,1296,114532,2023.07.20
16,Diamonds,Elton John,ISLAND,ISL,4,14,16,296,1100,-9.4,1214,782204,2023.07.20
17,The Singles: Echoes from the Edge of Heaven,Wham!,Columbia Records,COL,8,8,,2,1038,-62.9,2795,3853,2023.07.20
18,Trustfall,P!nk, RCA,RCA ,1,17,15,22,989,1.7,972,129958,2023.07.20
19,Good Riddance,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,2,15,14,21,943,-5.9,1002,26165,2023.07.20
20,You & I,Rita Ora, BMG DISTRIBUTION,BMG ,20,,,1,907,,0,907,2023.07.20
21,Born Pink,Blackpink,INTERSCOPE/GEFFEN/A&M,INT ,1,22,20,44,806,35.2,596,190868,2023.07.20
22,SMITHEREENS,Joji,88RISING MUSIC,88RM,2,23,22,37,728,26.8,574,57777,2023.07.20
23,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,18,19,10,692,-17.5,839,47661,2023.07.20
24,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,1,19,17,9,598,-22.6,773,27993,2023.07.20
25,Faith In The Future,Louis Tomlinson, BMG DISTRIBUTION,BMG,2,32,32,36,520,55.2,335,79340,2023.07.20
26,Gag Order,Kesha,KEMOSABE/BECKY,KEMO,3,28,3,9,471,18.3,398,14907,2023.07.20
27,Superache,Conan Gray,REPUBLIC RECORDS,R-RR,1,25,27,56,444,-4.3,464,106545,2023.07.20
28,Planet Her,Doja Cat, RCA,RCA ,2,26,28,107,436,-3.3,451,134038,2023.07.20
29,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,31,29,59,431,24.2,347,76300,2023.07.20
30,NOW 86,Various Artists,NOW,NOW ,7,24,23,11,424,-24.4,561,13360,2023.07.20
31,Another Life,Big Time Rush, BMG DISTRIBUTION,BMG,17,29,25,7,404,2.3,395,2715,2023.07.20
32,Special,Lizzo,ATLANTIC GROUP,ATLG,1,27,26,53,371,-8.8,407,149064,2023.07.20
33,5sos5,5 Seconds Of Summer, BMG DISTRIBUTION,BMG,1,46,43,43,356,123.9,159,69981,2023.07.20
34,Finally Enough Love (Album),Madonna,Warner Records,WAR,1,21,9,48,352,-49.1,692,65218,2023.07.20
35,Everything I Know About Love,Laufey,,AWAL,9,35,39,19,321,24.4,258,12358,2023.07.20
36,Mystical Magical Rhythmical Radical Rid,Jason Mraz, BMG DISTRIBUTION,BMG ,5,30,21,4,317,-17.7,385,5685,2023.07.20
37,Crash,Charli XCX,ATLANTIC GROUP,ATLG,1,41,38,70,300,68.5,178,58603,2023.07.20
38,Encanto,"Lin-Manuel Miranda, Encanto - Cast",DISNEY,DISN,1,37,31,67,280,14.8,244,80251,2023.07.20
39,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,9,38,18,4,271,20.4,225,4644,2023.07.20
40,Ivory,Omar Apollo,Warner Records,WAR,3,34,34,33,252,-7.7,273,21417,2023.07.20
41,Booktok: The Album,Bryce Savage,,,33,33,,2,228,-21.4,290,518,2023.07.20
42,NOW 85,Various Artists,SONY,SONY,4,42,33,24,191,9.1,175,26858,2023.07.20
43,High Drama,Adam Lambert, BMG DISTRIBUTION,BMG ,3,51,44,21,181,37.1,132,19176,2023.07.20
44,My God!,Tessa Violet,THE ORCHARD,ORCH,44,,,1,174,,0,174,2023.07.20
45,My Soft Machine,Arlo Parks,TRANSGRESSIVE R,TRA9,8,39,41,8,171,-11.9,194,4220,2023.07.20
46,Feed The Beast,Kim Petras,REPUBLIC RECORDS,R-RR,4,40,24,4,161,-12.5,184,5547,2023.07.20
47,Love Again (Original Motion Picture Soun,Celine Dion,Columbia Records,COL,11,50,48,10,154,14.9,134,4148,2023.07.20
48,When We Were Younger,grentperez,THE ORCHARD,ORCH,48,,,1,149,999.0,4,170,2023.07.20
49,The Loneliest Time,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,2,47,53,39,148,0.7,147,27099,2023.07.20
50,Drift Back,Phillip Phillips, INDEPENDENT LABEL SUBMISSION,INDI,34,,,4,144,336.4,33,800,2023.07.20
51,Emails I Can't Send,Sabrina Carpenter,ISLAND,ISL ,4,52,51,53,142,10.1,129,25440,2023.07.20
52,That! Feels Good!,Jessie Ware,INTERSCOPE/GEFFEN/A&M,INT ,6,58,47,12,131,14.9,114,8860,2023.07.20
53,Footprints I Found,David Kushner,DAVID KUSHNER,DVK,20,20,,2,129,-83.1,765,1265,2023.07.20
54,Hell Is A Teenage Girl,Nessa Barrett,WARNER RECORDS,WAR ,54,,,1,128,999.0,4,132,2023.07.20
