US_Chart - Pop On-Demand Overall Streaming (weekly),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2023.06.22
160,E.T.,Katy Perry Feat. Kanye West,CAPITOL MUSIC GROUP,CAP ,48,174,163,75,2657240,2.6,2590131,1184436,1472804,76290327,569643921,2023.06.22
161,I Gotta Feeling,Black Eyed Peas,INTERSCOPE/GEFFEN/A&M,INT ,82,131,122,74,2649594,-9.9,2941928,2310230,339364,63638390,644749790,2023.06.22
162,Wildest Dreams,Taylor Swift,BIG MACHINE,BGMA,18,160,150,101,2645902,-2.2,2705453,2500639,145263,61038826,652604146,2023.06.22
163,Waffle House,Jonas Brothers,REPUBLIC RECORDS,R-RR,56,135,117,11,2644790,-7.7,2866799,2357801,286989,35551166,35551166,2023.06.22
164,Dancing Queen,ABBA,CAPITOL MUSIC GROUP,CAP ,21,183,189,108,2632938,4.1,2528852,2202224,430714,61264791,651239443,2023.06.22
165,Paper Rings,Taylor Swift,,,10,177,176,16,2622495,1.7,2579545,2552244,70251,51456358,257969299,2023.06.22
166,Maroon,Taylor Swift,REPUBLIC RECORDS,R-RR,3,143,123,35,2620851,-6.2,2794322,2561241,59610,78058881,198842404,2023.06.22
167,Stay,Rihanna Feat. Mikky Ekko,DEF JAM RECORDINGS,DEF ,25,141,153,364,2614803,-7.2,2816168,2181311,433492,81503233,871720595,2023.06.22
168,Baby,Justin Bieber Feat. Ludacris,DEF JAM RECORDINGS,DEF ,39,176,181,286,2595152,0.3,2587689,1699291,895861,64245073,848239683,2023.06.22
169,Kings & Queens,Ava Max,ARTIST PARTNERS,APG1,20,134,165,127,2590140,-10.0,2878061,1453497,1136643,58566017,478900785,2023.06.22
170,Married Life,Piano Fruits Music & Magnus Er,,,170,,,1,2589003,1124.3,211470,2071,2586932,4837948,5544054,2023.06.22
171,COOLER THAN ME,Mike Posner, RCA,RCA,103,188,0,56,2582115,3.7,2490644,1770929,811186,55124267,514925143,2023.06.22
172,Rich Girl,Daryl Hall & John Oates, RCA,RCA,24,190,191,40,2560396,3.1,2483817,2533392,27004,51977068,536668728,2023.06.22
173,When The Party's Over,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,4,168,168,240,2553961,-2.7,2626174,2024213,529748,78682672,1239607943,2023.06.22
174,California Dreamin',The Mamas & The Papas,INTERSCOPE/GEFFEN/A&M,INT ,144,153,173,27,2551343,-6.8,2738869,2189749,361594,63722549,454230310,2023.06.22
175,Royals,Lorde,REPUBLIC RECORDS,R-RR,98,179,174,31,2551314,0.0,2550244,2389721,161593,66341099,794716505,2023.06.22
176,Say You Won't Let Go,James Arthur,Columbia Records,COL ,4,182,166,351,2545135,0.5,2531903,2199695,345440,74746223,1674199574,2023.06.22
177,Radio,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,177,,,1,2544579,40.7,1809118,2141881,402698,20259245,151056656,2023.06.22
178,Payphone,Maroon 5 Feat. Wiz Khalifa,INTERSCOPE/GEFFEN/A&M,INT,17,181,188,172,2540756,0.1,2537526,1877189,663567,60888170,727956088,2023.06.22
179,Havana,Camila Cabello Feat. Young Thug,EPIC,EPIC,1,186,178,287,2538167,1.5,2501083,2026077,512090,58719003,1911442486,2023.06.22
180,How Do I Say Goodbye,Dean Lewis,,,46,61,186,36,2516677,-40.5,4226394,1762138,754539,78702490,129932617,2023.06.22
181,Wildest Dreams (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,13,197,185,40,2514487,3.4,2430735,2345991,168496,55748916,210519397,2023.06.22
182,Just Dance,Lady Gaga Feat. Colby O'Donis,INTERSCOPE/GEFFEN/A&M,INT ,40,151,139,46,2510468,-8.5,2744374,2057740,452728,75215157,564564756,2023.06.22
183,Snap,Rosa Linn,THE ORCHARD,ORCH,19,196,131,49,2500553,-0.1,2503356,1650145,850408,88875137,211665142,2023.06.22
184,Need To Know,Doja Cat, RCA,RCA,2,0,0,103,2498060,4.3,2394092,2215317,282743,69742588,729137065,2023.06.22
185,Gimme! Gimme! Gimme!,ABBA,CAPITOL MUSIC GROUP,CAP ,6,142,0,32,2493782,-10.8,2794597,988642,1505140,55847108,379159001,2023.06.22
186,Dumb Dumb,Mazie,,,9,72,190,38,2482553,-35.2,3830514,580095,1902458,89210130,183906407,2023.06.22
187,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,THE ORCHARD,ORCH,5,163,0,61,2477218,-8.1,2694960,1310887,1166331,47005968,449480198,2023.06.22
188,Padam Padam,Kylie Minogue, BMG DISTRIBUTION,BMG ,188,,,1,2464013,14.4,2154792,2188640,275373,9629237,9629237,2023.06.22
189,Mood,24kgoldn Feat. Iann Dior,Columbia Records,COL ,1,0,0,142,2451774,9.9,2230185,1932401,519373,61764897,1070861596,2023.06.22
190,Void,Melanie Martinez,ATLANTIC GROUP,ATLG,16,167,0,10,2444255,-7.9,2652557,1721051,723204,48786589,48786589,2023.06.22
191,I Took A Pill In Ibiza,Mike Posner,ISLAND,ISL ,3,0,0,181,2434250,53.4,1586492,1380688,1053562,40137002,1011614064,2023.06.22
192,Talking To The Moon,Bruno Mars,NEW ELEKTRA,NELK,15,192,172,144,2421904,-1.3,2454987,1917470,504434,87634131,835807856,2023.06.22
193,champagne problems,Taylor Swift,REPUBLIC RECORDS,R-RR,2,191,180,36,2413466,-1.7,2455501,2352451,61015,51517612,251142529,2023.06.22
194,Middle Of The Night,Elley Duhe, RCA,RCA,4,157,142,74,2408120,-11.5,2720924,1080307,1327813,84261441,387565711,2023.06.22
195,Beauty and a Beat,Justin Bieber,DEF JAM RECORDINGS,DEF ,53,137,144,38,2406842,-15.2,2839394,1343451,1063391,56010877,434203045,2023.06.22
196,Jaded,Miley Cyrus,COLUMBIA,COL,16,193,171,11,2401048,-1.8,2444982,2158162,242886,48452835,48452835,2023.06.22
197,There's Nothing Holdin' Me Back,Shawn Mendes,ISLAND,ISL ,5,0,193,269,2398629,4.3,2299274,2116093,282536,71487883,1155276447,2023.06.22
198,S&M,Rihanna,DEF JAM RECORDINGS,DEF ,36,0,0,8,2398005,18.4,2026077,1857131,540874,60397434,445415415,2023.06.22
199,Bumpy Ride,Mohombi,INTERSCOPE/GEFFEN/A&M,INT ,199,,,1,2397489,1.0,2373304,192204,2205285,14416301,62905202,2023.06.22
200,Can't Feel My Face,Weeknd,REPUBLIC RECORDS,R-RR,6,0,0,293,2394176,2.4,2337157,2214571,179605,61217367,1189884423,2023.06.22
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2023.06.22
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2023.06.29
1,Makeba,Jain, RCA,RCA,1,18,132,4,23759199,196.7,8008923,3163213,20595986,39897092,85331112,2023.06.29
2,Daylight,David Kushner,DAVID KUSHNER,DVK,2,8,7,11,16182074,45.4,11127683,7093785,9088289,116112984,116112984,2023.06.29
3,Funny Song,Cavendish Music,ole media management L.P.,OLE,3,3,5,28,15831388,21.7,13009160,11415,15819973,226069940,261411140,2023.06.29
4,Give It To Me,Timbaland,INTERSCOPE/GEFFEN/A&M,INT ,1,2,1,25,14694478,2.0,14411644,649741,14044737,173356231,246738053,2023.06.29
5,Cruel Summer,Taylor Swift,REPUBLIC RECORDS,R-RR,4,4,12,48,14189862,10.8,12810973,12681950,1507912,149495505,427075025,2023.06.29
6,Another Love,Tom Odell, RCA,RCA,3,11,6,39,13901903,32.9,10456545,2694053,11207850,300349284,850680905,2023.06.29
7,Flowers,Miley Cyrus,COLUMBIA,COL,1,1,2,24,13875751,-3.9,14442320,10276193,3599558,750701169,750701169,2023.06.29
8,If We Ever Broke Up,Mae Stephens,Universal Music Enterprises,UME ,8,9,26,18,13255961,22.3,10840583,1827503,11428458,93496077,93496077,2023.06.29
9,Boy's A Liar,Pinkpantheress,NEW ELEKTRA,NELK,1,5,3,30,11556734,-5.4,12210765,7781759,3774975,580722354,601148695,2023.06.29
10,Unstoppable,Sia, RCA,RCA,9,13,16,83,11210554,14.5,9792102,2998918,8211636,231439716,740587771,2023.06.29
11,Anti-Hero,Taylor Swift,REPUBLIC RECORDS,R-RR,1,7,13,36,10645622,-6.1,11338511,9234580,1411042,343376025,608749941,2023.06.29
12,Golden Hour,Jvke,AWAL,AWAL,4,6,11,45,10012635,-11.7,11339415,6985148,3027487,337832691,553132348,2023.06.29
13,As It Was,Harry Styles,Columbia Records,COL ,1,14,10,66,9885185,4.4,9468919,7507900,2377285,285127122,1048572568,2023.06.29
14,Karma,Taylor Swift,REPUBLIC RECORDS,R-RR,1,10,4,36,9759849,-9.1,10735797,8722375,1037474,165913961,279085692,2023.06.29
15,Bloody Mary,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,1,15,9,38,9485765,0.5,9434638,1746051,7739714,531668773,754729252,2023.06.29
16,Stand By Me,Lil Durk Feat. Morgan Wallen,Alamo Records,ALAM,12,12,0,2,8431396,-14.5,9860278,8169463,261933,55716308,55716308,2023.06.29
17,Counting Stars,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,4,16,8,396,8071044,-6.1,8592921,3231352,4839692,239214586,1635423379,2023.06.29
18,Unholy,Sam Smith & Kim Petras,CAPITOL RECORDS,CAP,1,17,18,41,7835534,-3.8,8148806,5020285,2815249,350945860,729109550,2023.06.29
19,Levitating,Dua Lipa Feat. Dababy,WARNER RECORDS,WAR ,1,26,25,151,7736559,16.5,6643236,5071059,2665500,164658404,1540772566,2023.06.29
20,Sunroof,Nicky Youre & Dazy,SONY/COLUMBIA,COL,7,20,14,67,7288151,-7.1,7843105,4281798,3006353,193264408,500474764,2023.06.29
21,I Ain't Worried,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,3,22,23,57,6921338,2.2,6772594,6322777,598561,194542165,469065989,2023.06.29
22,Stay,The Kid LAROI & Justin Bieber,Columbia Records,COL ,1,19,28,103,6763194,-13.9,7852988,4012168,2751026,202008112,1504373774,2023.06.29
23,Get You The Moon,Kina Feat. Snow,Columbia Records,COL ,14,23,21,222,6655192,-0.6,6698322,1018264,5636928,97807876,801569652,2023.06.29
24,Burn The House Down,AJR, BMG DISTRIBUTION,BMG,8,21,31,130,6529889,-9.6,7222465,1000042,5529847,124810179,731655313,2023.06.29
25,World's Smallest Violin,AJR,S-CURVE RECORDS,SCRV,1,27,20,53,6505137,-0.3,6521777,1315075,5190062,279132924,719296077,2023.06.29
26,Blank Space,Taylor Swift,BIG MACHINE,BGMA,21,28,24,332,6465555,0.3,6444293,5553388,912167,144117495,1205838870,2023.06.29
27,Made You Look,Meghan Trainor,EPIC,EPIC,3,34,17,36,6400417,8.7,5890560,2640673,3759744,235304902,386645663,2023.06.29
28,Someone You Loved,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP,2,25,36,229,6358816,-4.4,6653412,4419954,1938862,137828825,1764823367,2023.06.29
29,Shake It Off,Taylor Swift,BIG MACHINE,BGMA,13,35,37,396,6303710,8.7,5800985,5035846,1267864,133982691,1562771780,2023.06.29
30,Perfect,Ed Sheeran,ATLANTIC GROUP,ATLG,1,33,34,330,6137491,4.0,5903690,4142189,1995302,149102990,2576005461,2023.06.29
31,Chemical,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,3,36,35,11,5936777,3.5,5734261,5533509,403268,86187331,86187331,2023.06.29
32,Lovely,Billie Eilish w/ Khalid,INTERSCOPE/GEFFEN/A&M,INT ,7,29,19,271,5928013,-4.0,6172274,3066173,2861840,159871908,1797835177,2023.06.29
33,Cardigan,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,1,30,22,89,5884594,-3.1,6069736,4672065,1212529,124779733,468411040,2023.06.29
34,Style,Taylor Swift,BIG MACHINE,BGMA,34,41,41,76,5722202,8.9,5252599,4961472,760730,102821061,576228821,2023.06.29
35,Dandelions,Ruth B.,Columbia Records,COL ,7,31,38,81,5689480,-5.4,6013409,2580202,3109278,171201366,600462598,2023.06.29
36,Save Your Tears,Weeknd,REPUBLIC RECORDS,R-RR,2,32,32,148,5635767,-4.6,5910199,4731265,904502,171583661,1330012306,2023.06.29
37,Lavender Haze,Taylor Swift,REPUBLIC RECORDS,R-RR,2,37,30,36,5460740,-3.7,5669477,5218115,242625,193955885,332542197,2023.06.29
38,Poker Face,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,20,45,33,369,5446168,10.1,4948742,2696552,2749616,131077146,955352694,2023.06.29
39,Don't Blame Me,Taylor Swift,BIG MACHINE,BGMA,34,44,44,64,5445784,6.6,5109243,4650873,794911,104496667,337317426,2023.06.29
40,Let Me Down Slowly,Alec Benjamin,ARTIST PARTNERS,APG1,17,53,49,218,5380781,16.8,4607185,1888446,3492335,92711460,855821220,2023.06.29
41,Misery,Maroon 5,INTERSCOPE/GEFFEN/A&M,INT,6,24,15,24,5142805,-22.9,6670729,483756,4659049,112231617,379839005,2023.06.29
42,Shivers,Ed Sheeran,ATLANTIC GROUP,ATLG,3,46,48,94,5037874,2.5,4915443,4536710,501164,132584876,657695663,2023.06.29
43,Circles,Post Malone,REPUBLIC RECORDS,R-RR,1,40,52,200,5025208,-5.5,5317729,4354445,670763,119097771,1591342718,2023.06.29
44,Lover,Taylor Swift Feat. Shawn Mendes,REPUBLIC RECORDS,R-RR,3,47,46,198,4993953,1.7,4910309,4738483,255470,104097023,746626251,2023.06.29
45,Party In The U.S.A.,Miley Cyrus,HOLLYWOOD RECORDS,HOL ,20,49,50,375,4972469,4.4,4761722,4392063,580406,118927516,995118267,2023.06.29
46,Escapism,Raye,THE ORCHARD,ORCH,3,39,29,31,4891930,-10.5,5467319,3780886,1111044,272171826,314842843,2023.06.29
47,Arcade,Duncan Laurence,CAPITOL MUSIC GROUP,CAP ,4,38,27,135,4874485,-11.3,5494106,1178075,3696410,147247682,974086202,2023.06.29
48,A Thousand Years,Christina Perri,ATLANTIC GROUP,ATLG,28,43,43,395,4873583,-5.1,5136864,1564913,3308670,86767754,1301818300,2023.06.29
49,Set Fire To The Rain,Adele,Columbia Records,COL ,15,50,68,159,4809098,1.6,4734947,2496911,2312187,104978520,752069312,2023.06.29
50,Happier Than Ever,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,2,48,45,100,4632090,-4.2,4833909,2900645,1731445,127398185,748877991,2023.06.29
51,Bad Blood,Taylor Swift,BIG MACHINE,BGMA,39,51,55,126,4411019,-6.7,4725400,3149080,1261939,83599597,788764945,2023.06.29
52,Rasputin,Boney M., SONY MUSIC ENTERTAINMENT INC.,SMEI,35,126,0,54,4351476,46.1,2978724,673994,3677482,46495353,467182448,2023.06.29
53,Want U Back,Cher Lloyd,EPIC,EPIC,13,42,40,84,4287702,-16.9,5161911,429780,3857922,97575899,562469195,2023.06.29
54,Bad Habits,Ed Sheeran,ATLANTIC GROUP,ATLG,4,69,74,105,4185633,6.7,3922034,3859784,325849,106573784,739717219,2023.06.29
55,Take On Me,A-Ha,HIP-O RECORDS,HIPD,18,58,65,396,4174033,-1.8,4250746,3200045,973988,100234028,1187293559,2023.06.29
56,good 4 u,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,70,76,111,4077486,5.5,3863829,3431270,646216,109685855,1149161795,2023.06.29
57,Heather,Conan Gray,REPUBLIC RECORDS,R-RR,2,122,97,147,4057176,34.6,3014010,1613240,2443936,67254517,631264432,2023.06.29
58,Without Me,Halsey,ASTRALWERKS,ASTW,1,63,57,247,4040732,0.2,4033739,3233284,807448,114262593,2020505560,2023.06.29
59,Mona Lisa (Spider-Man: Across The Spider-Verse),Dominic Fike,SONY/COLUMBIA,COL,56,57,56,4,4037449,-7.2,4349750,3911256,126193,16284061,16284061,2023.06.29
60,Death Bed,Powfu Feat. Beabadoobee,Columbia Records,COL ,4,84,136,172,4026315,11.1,3625255,1579414,2446901,87596711,1001010199,2023.06.29
61,I Like You (A Happier Song),Post Malone Feat. Doja Cat,MERCURY / REPUBLIC RECORDS,R-MR,2,55,59,56,4024566,-9.0,4424739,3441529,583036,139843969,433540438,2023.06.29
62,AFTER DARK,Mr.Kitty,THE ORCHARD,ORCH,31,66,70,41,4020888,0.4,4005959,1980842,2040046,115269746,322514196,2023.06.29
63,Sweet Dreams (Are Made Of This),Eurythmics, RCA,RCA,9,59,58,275,4013362,-5.3,4237335,1989144,2024218,113280580,941497391,2023.06.29
64,Hits Different,Taylor Swift,REPUBLIC RECORDS,R-RR,9,52,42,5,3976578,-15.3,4695751,3902085,74493,32544370,32593893,2023.06.29
65,Mourning,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,10,60,53,6,3928839,-4.4,4111234,3822862,105977,33432353,33432353,2023.06.29
66,Say Yes To Heaven,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,14,64,54,6,3925849,-2.5,4027486,3565519,360330,39432778,41347408,2023.06.29
67,August,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,7,75,67,43,3918088,2.7,3814155,3710014,208074,68372982,301610077,2023.06.29
68,Watermelon Sugar,Harry Styles,Columbia Records,COL ,2,76,78,189,3881379,2.2,3797935,3319696,561683,86632277,1040118449,2023.06.29
69,Burn,Ellie Goulding,INTERSCOPE/GEFFEN/A&M,INT ,46,104,0,93,3836577,16.5,3294165,748300,3088277,47715161,504836478,2023.06.29
70,Bejeweled,Taylor Swift,REPUBLIC RECORDS,R-RR,5,71,66,36,3829426,-0.6,3853362,3444347,385079,114567631,243943843,2023.06.29
71,I Knew You Were Trouble (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,5,54,90,51,3809096,-16.5,4560115,1698294,2110802,87610150,226039922,2023.06.29
72,Uptown Funk!,Mark Ronson Feat. Bruno Mars, RCA,RCA,7,80,77,396,3805667,3.6,3674862,2836234,969433,92306305,2407326236,2023.06.29
73,Easy On Me,Adele,SONY/COLUMBIA,COL,1,90,81,90,3796407,6.5,3566303,2863543,932864,122102134,765677392,2023.06.29
74,Stayin' Alive,Bee Gees,CAPITOL MUSIC GROUP,CAP ,16,73,63,375,3786214,-1.3,3836106,2533774,1252440,105328411,1056227599,2023.06.29
75,Cold Heart,Elton John & Dua Lipa,INTERSCOPE/GEFFEN/A&M,INT ,5,78,86,98,3777143,1.4,3724472,3391552,385591,101528061,572501727,2023.06.29
76,everything i wanted,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,1,96,102,190,3762596,10.4,3407189,1969649,1792947,80467802,919644159,2023.06.29
77,Save Me,Jelly Roll, INDEPENDENT LABEL SUBMISSION,INDI,76,82,87,150,3759252,3.2,3642160,2601595,1157657,73476457,364652824,2023.06.29
78,My Ordinary Life,Living Tombstone,,,69,103,69,31,3738511,13.1,3306279,993952,2744559,53486940,230136314,2023.06.29
79,Moves Like Jagger,Maroon 5 Feat. Christina Aguilera,INTERSCOPE/GEFFEN/A&M,INT,45,117,75,164,3735814,21.5,3075272,2130007,1605807,66304297,706122934,2023.06.29
80,Call Me Maybe,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,37,136,147,255,3711874,31.5,2823620,2076035,1635839,71401369,891752952,2023.06.29
81,Snow On The Beach,Taylor Swift Feat. Lana Del Rey,REPUBLIC RECORDS,R-RR,4,56,47,35,3695451,-15.3,4360964,3625520,69931,87317014,201658424,2023.06.29
82,Dance Monkey,Tones And I,NEW ELEKTRA,NELK,1,81,91,203,3675414,0.5,3658089,2945697,729717,95634264,1438806251,2023.06.29
83,7 YEARS,Lukas Graham,WARNER RECORDS,WAR ,1,151,185,394,3663217,34.3,2726639,2836290,826927,74342461,1545745327,2023.06.29
84,When I Was Your Man,Bruno Mars,ATLANTIC GROUP,ATLG,24,99,105,396,3661424,8.6,3370238,3272329,389095,114570090,1189146597,2023.06.29
85,Getaway Car,Taylor Swift,BIG MACHINE,BGMA,54,93,88,18,3650166,3.7,3519415,3472556,177610,61774332,242530466,2023.06.29
86,Rich Girl,Gwen Stefani,INTERSCOPE/GEFFEN/A&M,INT ,42,0,0,20,3628401,96.3,1848435,563574,3064827,51458961,267930247,2023.06.29
87,Before You Go,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,9,100,106,188,3626089,7.8,3363736,2302597,1323492,103948745,961814366,2023.06.29
88,You Make My Dreams,Hall & Oates, RCA,RCA,21,121,171,208,3613770,19.2,3032928,2617936,995834,65174154,858706913,2023.06.29
89,Look What You Made Me Do,Taylor Swift,BIG MACHINE,BGMA,1,98,96,158,3597298,6.2,3388533,3572343,24955,63994644,1108906806,2023.06.29
90,Shape Of You,Ed Sheeran,ATLANTIC GROUP,ATLG,1,88,84,338,3597104,0.2,3591115,2928876,668228,88316526,2377800326,2023.06.29
91,Little Girl Gone,Chinchilla,,,58,67,82,10,3596680,-9.6,3980018,1582063,2014617,36630958,36630958,2023.06.29
92,Promiscuous,Nelly Furtado,INTERSCOPE/GEFFEN/A&M,INT ,13,85,79,152,3592301,-0.4,3607704,3000254,592047,87522505,746866620,2023.06.29
93,Dark Horse,Katy Perry Feat. Juicy J,CAPITOL MUSIC GROUP,CAP ,4,74,95,387,3586668,-6.0,3815285,2104199,1482469,94598939,1369380103,2023.06.29
94,Africa,Toto,EAGLE ROCK ENT.,EGRO,26,83,99,386,3583164,-1.3,3629978,3178468,404696,85052159,1180878713,2023.06.29
95,Deja Vu,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,2,72,51,118,3554902,-7.5,3841323,2362301,1192601,90710603,760466001,2023.06.29
96,Meant To Be,Bebe Rexha & Florida Georgia Line,NOW,NOW ,1,87,94,306,3533213,-1.8,3598298,3149003,384210,87890954,1930732181,2023.06.29
97,Glimpse Of Us,Joji,88RISING       ,8RR ,1,89,71,55,3527532,-1.1,3566962,2426747,1100785,119094448,453190327,2023.06.29
98,Ghost,Justin Bieber,DEF JAM RECORDINGS,DEF ,8,79,62,99,3514589,-4.6,3682679,2925103,589486,102644350,530616340,2023.06.29
99,this is what heartbreak feels like (pretty little liar),Jvke,,,28,92,187,20,3510366,-0.5,3528340,1191529,2318837,73075394,137344912,2023.06.29
100,Gimme! Gimme! Gimme!,ABBA,CAPITOL MUSIC GROUP,CAP ,6,185,142,33,3501618,40.4,2493826,1001254,2500364,59348770,382660663,2023.06.29
101,That's What I Like,Bruno Mars,NOW,NOW ,1,97,100,345,3470089,2.2,3395006,2957865,512224,82179253,1904237781,2023.06.29
102,bad guy,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,1,108,107,222,3454684,6.8,3233670,2754408,700276,108574235,2169885837,2023.06.29
103,Delicate,Taylor Swift,BIG MACHINE,BGMA,13,101,93,107,3451749,2.7,3360441,3434985,16764,67872336,743284993,2023.06.29
104,You Need To Calm Down,Taylor Swift,REPUBLIC RECORDS,R-RR,2,109,109,156,3422086,6.9,3201913,3086308,335778,69938727,802311495,2023.06.29
105,Eyes Closed,Ed Sheeran,ATLANTIC GROUP,ATLG,18,65,64,14,3416470,-14.9,4014991,3197976,218494,70162513,70162513,2023.06.29
106,Nonsense,Sabrina Carpenter,ISLAND,ISL,17,91,80,33,3412301,-3.5,3535057,3016127,396174,119845297,156086121,2023.06.29
107,traitor,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,3,110,123,110,3405337,7.6,3164332,2563680,841657,86424465,748911837,2023.06.29
108,Can't Stop The Feeling!,Justin Timberlake, RCA,RCA,2,118,114,370,3377920,10.5,3056451,2967688,410232,81344925,1767092717,2023.06.29
109,Classic,MKTO,SONY/COLUMBIA,COL,28,111,124,173,3350405,6.8,3136360,1924212,1426193,88041571,788620873,2023.06.29
110,Cheap Thrills,Sia, RCA,RCA,1,102,144,362,3330243,-0.3,3338828,2158323,1171920,70526273,1268616704,2023.06.29
111,Radio,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,111,177,0,2,3316284,30.3,2544596,2540033,776251,23575546,154372957,2023.06.29
112,Locked out of Heaven,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,52,106,89,256,3307678,1.0,3273442,2704468,603210,94774000,812872315,2023.06.29
113,STARSHIPS,Nicki Minaj,CASH MONEY,R-CM,71,86,73,32,3247998,-9.9,3603553,2541305,706693,69063735,587364444,2023.06.29
114,Kiss Me More,Doja Cat Feat. Sza, RCA,RCA,1,107,108,116,3231456,-0.4,3243762,2925025,306431,90666808,961932037,2023.06.29
115,The Man,Taylor Swift,REPUBLIC RECORDS,R-RR,5,112,116,50,3226127,3.1,3128687,3071961,154166,62948988,354380685,2023.06.29
116,Careless Whisper,Wham!,EPIC,EPIC,4,116,140,317,3220314,4.3,3087195,1674224,1546090,84831019,1001219002,2023.06.29
117,abcdefu,Gayle,ATLANTIC GROUP,ATLG,1,129,152,85,3210098,8.7,2951932,2130045,1080053,105333293,653839844,2023.06.29
118,Hummingbird,"Metro Boomin, James Blake",REPUBLIC RECORDS,R-RR,39,62,39,4,3174431,-21.5,4043349,2972751,201680,18173396,18173396,2023.06.29
119,Thinking Out Loud,Ed Sheeran,NEW ELEKTRA,NELK,17,119,112,392,3146122,2.9,3056064,2632998,513124,78494892,1847876345,2023.06.29
120,drivers license,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,133,148,129,3135921,9.4,2865344,2368153,767768,79273593,1069609104,2023.06.29
121,Just The Way You Are,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,50,115,126,382,3106283,0.6,3088795,2811216,295067,85025631,1137869796,2023.06.29
122,Can'T Take My Eyes Off You,Boys Town Gang, SONY MUSIC ENTERTAINMENT INC.,SMEI,122,,,1,3098408,123.1,1389095,151605,2946803,13171202,21164643,2023.06.29
123,Midnight Rain,Taylor Swift,REPUBLIC RECORDS,R-RR,4,114,103,36,3097610,-0.1,3100546,3011104,86506,97553429,224955899,2023.06.29
124,Hips Don't Lie,Shakira Feat. Wyclef Jean,EPIC,EPIC,28,95,115,379,3087851,-11.1,3473765,2374185,713666,83009236,902176238,2023.06.29
125,Don't Start Now,Dua Lipa,WARNER RECORDS,WAR ,1,127,104,184,3070237,3.2,2974919,2838648,231589,74786809,1036997009,2023.06.29
126,High Hopes,Panic! At The Disco,FUELED BY RAMEN,FUER,113,125,128,49,3070151,2.5,2994987,2844029,226122,72924375,1214960070,2023.06.29
127,Shallow,Lady Gaga & Bradley Cooper,INTERSCOPE/GEFFEN/A&M,INT ,2,123,129,248,3059711,1.9,3003766,2604151,455560,86405488,1235577801,2023.06.29
128,Stereo Hearts,Gym Class Heroes,Universal Music Enterprises,UME ,28,134,120,134,3039366,6.3,2858466,1594225,1445141,79318151,729777377,2023.06.29
129,Late Night Talking,Harry Styles,COLUMBIA,COL,2,131,139,58,2966181,2.3,2900388,2839485,126696,94342484,338924781,2023.06.29
130,Runaway,Aurora,THE ORCHARD,ORCH,10,139,170,90,2960862,5.5,2807173,1148242,1812620,66701318,435901834,2023.06.29
131,Last Friday Night,Katy Perry,CAPITOL MUSIC GROUP,CAP ,71,128,98,177,2957859,0.0,2957674,2324931,632928,78447064,707415996,2023.06.29
132,Only Love Can Hurt Like This,Paloma Faith,EPIC,EPIC,12,94,60,62,2955409,-15.3,3488666,1244193,1711216,115616317,317088868,2023.06.29
