US_Chart - Current R&B/Hip-Hop Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
6,Renaissance,Beyonce,Columbia Records,COL ,1,5,5,76,728,-47.2,1379,430560,2024.01.11
7,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,1,13,12,76,467,7.4,435,42491,2024.01.11
8,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,6,6,7,24,410,-28.4,573,18332,2024.01.11
9,Hope,NF,NF REAL MUSIC,NFRM,1,15,23,40,329,-13.0,378,112010,2024.01.11
10,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,10,18,58,323,-31.0,468,61755,2024.01.11
11,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,3,17,15,8,320,3.2,310,14292,2024.01.11
12,Red Moon In Venus,Kali Uchis,INTERSCOPE/GEFFEN/A&M,INT ,1,7,9,45,302,-46.4,563,91795,2024.01.11
13,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,3,11,6,295,292,-34.8,448,218811,2024.01.11
14,On Top Of The Covers (Live Fro,T-Pain,Empire,EMPR,14,31,33,3,288,61.8,178,823,2024.01.11
15,Never Enough,Daniel Caesar,REPUBLIC RECORDS,R-RR,2,14,19,41,265,-34.7,406,36068,2024.01.11
16,Jaguar Ii,Victoria Monet, RCA,RCA ,3,16,45,20,260,-26.3,353,11619,2024.01.11
17,On Top Of The Covers,T-Pain, EMPIRE DISTRIBUTION,EMPI,11,24,38,8,248,0.4,247,4952,2024.01.11
18,And Then You Pray For Me,Westside Gunn,Empire,EMPR,2,166,34,11,238,999.0,17,11355,2024.01.11
19,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,22,11,28,237,-18.0,289,31337,2024.01.11
20,Scarlet,Doja Cat, RCA,RCA ,2,19,26,16,228,-23.2,297,14925,2024.01.11
21,Paisley Dreams,"Game, Big Hit", INDEPENDENT LABEL SUBMISSION,INDI,21,21,,2,201,-30.4,289,490,2024.01.11
22,NOW Hip Hop At 50,Various Artists,NOW,NOW,12,18,14,14,193,-37.1,307,5916,2024.01.11
23,Quaranta,Danny Brown,WARP RECORDS,WARP,18,145,144,7,175,775.0,20,983,2024.01.11
23,Welcome 2 Collegrove,2 Chainz Feat. Lil Wayne,DEF JAM/DEF SOUL,DEF,2,27,40,8,175,-21.2,222,8941,2024.01.11
25,The Age Of Pleasure,Janelle Monae,ATLANTIC GROUP,ATLG,1,26,20,31,166,-25.6,223,46771,2024.01.11
26,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,28,30,30,164,-24.8,218,22027,2024.01.11
27,Hall & Nash 2,"Westside Gunn, The Alchemist, Conway The Machine",Empire,EMPR,12,12,,2,163,-63.4,445,608,2024.01.11
28,Burning Desire,Mike,WARP RECORDS,WARP,28,189,119,6,161,999.0,14,1491,2024.01.11
29,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,25,16,37,159,-35.4,246,14444,2024.01.11
30,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,5,20,34,56,157,-45.9,290,40253,2024.01.11
31,The Color Purple (Music From And Inspired By),Various Artists,WTM,WTM,8,8,13,4,156,-71.5,547,2331,2024.01.11
32,Microdose,Stinje,,,29,29,,2,152,-17.8,185,337,2024.01.11
33,Sick Boi,REN,THE ORCHARD,ORCH,3,41,66,13,142,14.5,124,10203,2024.01.11
34,NOW Disco,Various Artists,NOW,NOW ,3,35,25,36,141,-12.4,161,15197,2024.01.11
35,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,4,30,22,25,139,-22.8,180,10106,2024.01.11
36,Maps,Billy Woods,THE ORCHARD,ORCH,1,70,99,19,137,101.5,68,9644,2024.01.11
37,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,47,62,9,132,25.7,105,10285,2024.01.11
38,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,8,33,17,20,127,-22.6,164,6232,2024.01.11
39,Thee Sacred Souls,Thee Sacred Souls, INDEPENDENT LABEL SUBMISSION,INDI,6,43,46,72,115,-0.9,116,29888,2024.01.11
40,Entergalactic,Kid Cudi,REPUBLIC RECORDS,R-RR,2,37,21,67,112,-21.1,142,28908,2024.01.11
41,Lahai,Sampha,Young Turks Rec,YT,2,57,32,12,110,31.0,84,8683,2024.01.11
42,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,2,61,86,7,107,32.1,81,8031,2024.01.11
43,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,6,50,28,58,104,7.2,97,20745,2024.01.11
44,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,4,32,27,51,102,-42.4,177,13396,2024.01.11
44,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,6,43,37,27,102,-12.1,116,9678,2024.01.11
46,Set It Off,Offset,MOTOWN/QUALITY CONTROL,MOT,1,96,121,13,97,136.6,41,31647,2024.01.11
47,For All The Dogs,Drake,OVO / REPUBLIC RECORDS,R-RR,1,36,53,14,96,-32.9,143,14925,2024.01.11
48,11:11,Chris Brown, RCA,RCA ,2,42,57,9,95,-18.8,117,7626,2024.01.11
48,NOW Hip-Hop Party,Various Artists,NOW,NOW,3,39,24,49,95,-26.9,130,17182,2024.01.11
50,Gasms,Smokey Robinson, INDEPENDENT LABEL SUBMISSION,INDI,6,38,84,37,94,-29.9,134,5863,2024.01.11
51,No Thank You,Little Simz, AWAL,AWAL,6,45,52,30,93,-13.9,108,8946,2024.01.11
52,Now Playing,Spinners,ATLANTIC GROUP,ATLG,27,49,51,20,92,-6.1,98,2532,2024.01.11
53,LEGEND,John Legend,REPUBLIC RECORDS,R-RR,4,66,56,70,86,16.2,74,24309,2024.01.11
54,Special Occasion,Emily King,"ATO RECORDS, L.L.C.",ATO ,15,98,172,7,85,117.9,39,2979,2024.01.11
55,Poison - Ep,Ann Marie,,,55,112,113,3,84,162.5,32,164,2024.01.11
56,What Is Life?,Dax,Columbia Records,COL ,26,68,96,21,81,17.4,69,2504,2024.01.11
56,The Rebirth Of Marvin,October London,,,29,55,72,48,81,-9.0,89,7030,2024.01.11
58,Trillstatik 3,"Statik Selektah, Bun B",,,58,111,90,3,77,133.3,33,181,2024.01.11
59,Changing Light,Ironsides,Colemine Records,COLR,38,173,,2,74,362.5,16,1010,2024.01.11
60,Sports & Leisure DELUXE,Jeff Markey, INDEPENDENT LABEL SUBMISSION,INDI,60,,,1,72,,0,72,2024.01.11
61,Rule of Thumb,E-40,HEAVY ON THE GRIND ENT.6 (HT6),HT5,11,112,105,8,71,121.9,32,1373,2024.01.11
62,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,63,59,75,66,-14.3,77,52073,2024.01.11
62,Czartificial Intelligence,Czarface,INGROOVES,INGV,3,52,49,7,66,-29.8,94,9166,2024.01.11
64,The Color Purple (Original Motion Picture Soundtrack),Various Artists,,,39,39,69,3,65,-50.0,130,339,2024.01.11
64,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,56,58,74,65,-26.1,88,47510,2024.01.11
66,Penthouse,Preme,,,66,,,1,62,,0,62,2024.01.11
67,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,4,48,42,62,61,-40.2,102,20741,2024.01.11
68,Flawless Like Me,Lucki,Empire,EMPR,30,64,80,36,60,-21.1,76,3358,2024.01.11
68,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,4,68,99,51,60,-13.0,69,8495,2024.01.11
70,Silver,Say She She,Colemine Records,CLMN,12,73,90,15,59,-7.8,64,2793,2024.01.11
70,Father's Day,Kirk Franklin, RCA,RCA ,2,54,73,14,59,-35.9,92,9060,2024.01.11
72,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,46,63,62,57,-46.7,107,37992,2024.01.11
72,The Best Of Milli Vanilli (35th Annivers,Milli Vanilli, RCA,RCA ,21,82,144,8,57,3.6,55,1089,2024.01.11
72,Yin Yang Tapes: Spring Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,28,110,134,15,57,67.6,34,1337,2024.01.11
75,The Great Escape,Larry June & The Alchemist,Empire,EMPR,3,23,41,13,56,-78.2,257,11902,2024.01.11
75,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,70,55,27,56,-17.6,68,9414,2024.01.11
77,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,3,73,39,49,54,-15.6,64,17850,2024.01.11
78,Raven,Kelela,WARP RECORDS,WARP,3,86,111,48,52,4.0,50,9468,2024.01.11
79,Grow Up,Lid,,,79,,,1,51,292.3,13,556,2024.01.11
79,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,3,64,76,31,51,-32.9,76,6314,2024.01.11
79,College Park,Logic, BMG DISTRIBUTION,BMG ,1,53,59,47,51,-45.2,93,20928,2024.01.11
82,Come Around And Love Me,Jalen Ngonda,DAPTONE RECORDS,DAPT,12,117,109,18,50,66.7,30,2495,2024.01.11
82,Nostalgia,Rod Wave,Alamo Records,ALAM,7,62,67,17,50,-35.9,78,3922,2024.01.11
84,Written In Their Soul: The Stax Songwrit,Various Artists,CRAFT RECORDINGS,CRFT,16,79,130,23,49,-15.5,58,2748,2024.01.11
85,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,14,79,70,6,47,-19.0,58,2806,2024.01.11
86,Blockbusta,Busta Rhymes,EPIC,EPIC,1,75,83,7,46,-27.0,63,15959,2024.01.11
87,Thought U Knew,Leela James, BMG DISTRIBUTION,BMG ,17,78,44,11,45,-23.7,59,2387,2024.01.11
87,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,22,103,125,47,45,25.0,36,2382,2024.01.11
87,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,58,67,45,45,-45.8,83,5920,2024.01.11
87,Now Playing,En Vogue,ELEKTRA,EEG ,18,51,47,20,45,-52.6,95,2967,2024.01.11
91,Truth Be Told,AZ,QUIET MONEY RECORDS,QTMY,20,140,105,6,43,104.8,21,841,2024.01.11
92,Now Playing,Gerald Levert,ELEKTRA,EEG ,37,60,54,20,42,-48.8,82,1578,2024.01.11
93,Climate Control,Yung Naz,,,93,116,,2,41,32.3,31,79,2024.01.11
94,We Buy Diabetic Test Strips,Armand Hammer,Fat Possum Records,FTPM,3,83,80,15,40,-25.9,54,5700,2024.01.11
95,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,85,89,59,39,-25.0,52,20536,2024.01.11
96,Water Made Us,Jamila Woods,Jagjaguwar,JAG,14,117,134,13,37,23.3,30,1862,2024.01.11
96,Black Rainbows,Corinne Bailey Rae,THE ORCHARD,ORCH,6,87,119,17,37,-21.3,47,3268,2024.01.11
96,Choppers & Bricks,"Gucci Mane, B.G.",ATLANTIC GROUP,ATLG,60,67,61,4,37,-48.6,72,462,2024.01.11
96,The Brave Ii,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,94,116,16,37,-11.9,42,11692,2024.01.11
100,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,4,90,88,39,35,-22.2,45,10367,2024.01.11
100,Christmas With Brandy,Brandy,MOTOWN/QUALITY CONTROL,MOT,5,34,31,9,35,-78.4,162,6331,2024.01.11
102,Yin Yang Tapes: Winter Season (1989-1990,$uicideBoy$,G59 Records,G59,19,,,1,32,-999.0,-2,1331,2024.01.11
102,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,11,94,48,200,32,-23.8,42,72364,2024.01.11
104,I Might Forgive... But I Don'T Forget,Jeezy, INDEPENDENT LABEL SUBMISSION,INDI,1,122,118,10,31,14.8,27,5680,2024.01.11
104,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,13,90,71,33,31,-31.1,45,3022,2024.01.11
104,Anniversary – The Live Album,Kem,MOTOWN,MOT,24,88,65,27,31,-32.6,46,2882,2024.01.11
107,"Make Me Say It Again, Girl","Isley Brothers, Ronald Isley",RI TOP TEN LLC,RI10,31,106,98,24,30,-14.3,35,4851,2024.01.11
107,Louie,Kenny Beats,Merok,XL,1,93,125,50,30,-30.2,43,13192,2024.01.11
107,Stax Christmas,Various Artists,CRAFT RECORDINGS,CRFT,20,72,29,13,30,-54.5,66,4032,2024.01.11
110,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,20,106,130,26,29,-17.1,35,2546,2024.01.11
110,Detour,Boney James,CONCORD MUSIC GROUP,CNCO,5,112,102,68,29,-9.4,32,21341,2024.01.11
110,Struggler,Genesis Owusu,THE ORCHARD,ORCH,11,92,121,21,29,-34.1,44,2040,2024.01.11
113,Christopher Season 3,Don Trip,,,81,81,,2,28,-50.9,57,85,2024.01.11
114,Falling Or Flying,Jorja Smith,THE ORCHARD,ORCH,10,99,109,15,24,-36.8,38,2726,2024.01.11
114,Lost A Friend,Saint Harison,Platoon,PLTN,76,,,1,24,300.0,6,500,2024.01.11
114,The Night Shift,Larry June,Empire,EMPR,8,103,134,9,24,-33.3,36,1870,2024.01.11
114,Breath Of Fresh Air,Gucci Mane,ATLANTIC GROUP,ATLG,9,112,150,13,24,-25.0,32,2444,2024.01.11
118,A New Thing,Madison Ryann Ward,,,116,,,1,23,130.0,10,465,2024.01.11
118,The Patience,Mick Jenkins, RBC RECORDS,RBC,7,106,105,9,23,-34.3,35,2758,2024.01.11
120,Sentimental Fool,Lee Fields,DADSTACHERECORDS,DADS,18,158,155,54,22,22.2,18,5173,2024.01.11
120,Saturday Night,Carrtoons,WICHITA RECORDINGS,WCTA,44,,177,3,22,69.2,13,579,2024.01.11
120,Teddybears And Roses,Lil Dallas,,,120,,,1,22,,0,22,2024.01.11
120,Beloved! Paradise! Jazz!?,McKinley Dixon,,,61,128,166,27,22,-15.4,26,1305,2024.01.11
120,For All Time,Mayer Hawthorne,ADA,ADA,8,140,143,11,22,4.8,21,1388,2024.01.11
125,Gold,Cleo Sol, INDEPENDENT LABEL SUBMISSION,INDI,31,145,172,3,21,5.0,20,716,2024.01.11
125,Horse,Prof, INDEPENDENT LABEL SUBMISSION,INDI,2,152,,2,21,10.5,19,10918,2024.01.11
125,Coi,Coi Leray,UPTOWN / REPUBLIC RECORDS,R-RR,6,122,166,3,21,-22.2,27,2429,2024.01.11
125,Hydeout Productions: 2nd Colle,Various Artists,,,51,99,150,5,21,-44.7,38,1307,2024.01.11
125,Spaceships On The Blade,Larry June,Empire,EMPR,4,97,94,70,21,-47.5,40,10205,2024.01.11
125,Beware Of The Monkey,Mike,WARP RECORDS,WARP,27,,101,15,21,133.3,9,1516,2024.01.11
125,Yessie,Jessie Reyez,ISLAND,ISL ,7,122,108,64,21,-22.2,27,8943,2024.01.11
125,Voice Notes,Yazmin Lacey,,,79,,198,3,21,110.0,10,652,2024.01.11
125,Iron Dove (Act Ii) [1919 The War],Emcee N.I.C.E.,,,125,,,1,21,,0,21,2024.01.11
134,Yin Yang Tapes: Summer Season (1989-1990,$uicideBoy$,G59 Records,G59,16,,,1,20,999.0,1,1314,2024.01.11
134,Talk Talk,Atmosphere,Rhymesayers Entertainment,RSE,7,158,111,6,20,11.1,18,1993,2024.01.11
134,Me Vs. Myself,A Boogie Wit Da Hoodie,ATLANTIC GROUP,ATLG,10,134,73,7,20,-13.0,23,5649,2024.01.11
134,Paper Route Frank,Young Dolph,Empire,EMPR,9,134,,20,20,-13.0,23,6601,2024.01.11
134,Ain't No Price On Happiness: The Thom Bell Studio,Spinners,,,65,,,1,20,66.7,12,343,2024.01.11
134,age/sex/location,Ari Lennox,INTERSCOPE/GEFFEN/A&M,INT ,10,106,102,68,20,-42.9,35,12023,2024.01.11
134,Rise Of The Silverback,Nems & Scram Jones,GOLIATH ARTISTS,GOLH,62,,,1,20,900.0,2,231,2024.01.11
134,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,2,158,148,36,20,11.1,18,6828,2024.01.11
134,Regardless It's Still Timeless - Ep,Big K.R.I.T.,,,49,145,92,4,20,0.0,20,379,2024.01.11
134,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,2,158,84,66,20,11.1,18,19551,2024.01.11
134,When I Hear Your Name,MAETA,ROC NATION,R0CN,14,122,124,11,20,-25.9,27,1644,2024.01.11
145,Public Displays Of Affection: The Album,Muni Long,DEF JAM,DEF,39,128,134,3,19,-26.9,26,3021,2024.01.11
145,Larger Than Life,Brent Faiyaz, INDEPENDENT LABEL SUBMISSION,INDI,12,152,144,10,19,0.0,19,974,2024.01.11
145,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,7,120,150,57,19,-32.1,28,13740,2024.01.11
145,Tee's Coney Island,Tee Grizzley,300 ENTERTAINME,300E,105,,,1,19,171.4,7,980,2024.01.11
149,Godtwang 3: The Next Chapter,Rare Of Breed,,,49,189,,2,18,28.6,14,539,2024.01.11
149,Jet Life: The Pilot Talk Collection,Curren$y,Empire,EMPR,9,77,,5,18,-70.0,60,1815,2024.01.11
149,The Complete Atlantic Singles—the Thom Bell Productions 1972-1979,Spinners,REAL GONE MUSIC LLC,RGM,62,173,,2,18,12.5,16,383,2024.01.11
149,Grandson,King Von,Empire,EMPR,2,132,92,24,18,-25.0,24,3274,2024.01.11
149,Since I Have A Lover,6Lack,INTERSCOPE/GEFFEN/A&M,INT ,2,84,96,41,18,-66.0,53,7958,2024.01.11
149,Bach To The Future,Levi.Sct,,,132,132,160,3,18,-25.0,24,93,2024.01.11
149,Next Chapter,Da Young Disciples,,,149,,,1,18,,0,18,2024.01.11
149,K.O.B. 4 (Deluxe),Maino,,,149,,,1,18,,0,18,2024.01.11
157,Lonestar Luchador,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,42,166,183,3,17,0.0,17,1494,2024.01.11
157,Won'T He Do It,Conway The Machine,Empire,EMPR,11,189,198,27,17,21.4,14,2769,2024.01.11
157,Greatest Hits Live in '76,Marvin Gaye,MERCURY STUDIOS,EGRO,15,122,82,48,17,-37.0,27,5498,2024.01.11
157,Too Good To Be True,"Rick Ross, Meek Mill", INDEPENDENT LABEL SUBMISSION,INDI,3,128,155,9,17,-34.6,26,6928,2024.01.11
157,Baby Gravy 3,"Yung Gravy, Bbno$, Baby Gravy",Imperial,R-RR,47,88,87,6,17,-63.0,46,1019,2024.01.11
157,Heaven,Cleo Sol, INDEPENDENT LABEL SUBMISSION,INDI,21,152,172,3,17,-10.5,19,1018,2024.01.11
157,We Only Talk About Real Shit When We'Re,Bas,INTERSCOPE/GEFFEN/A&M,INT ,51,102,116,4,17,-54.1,37,362,2024.01.11
157,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,6,173,127,38,17,6.2,16,3301,2024.01.11
157,The Old Way,Coast Contra,,,142,189,,3,17,21.4,14,95,2024.01.11
166,Marvelous,Yung Gravy,REPUBLIC RECORDS,R-RR,15,139,144,26,16,-27.3,22,5073,2024.01.11
166,Magic 3,Nas,Mass Appeal,MAPU,2,134,166,16,16,-30.4,23,4970,2024.01.11
166,Rich At Heart,Hittz,,,166,,,1,16,,0,16,2024.01.11
166,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,2,120,78,65,16,-42.9,28,15414,2024.01.11
166,Dreamer,Nabihah Iqbal,,,58,,177,3,16,220.0,5,853,2024.01.11
166,Round Trip,Statik Selektah,MASS APPEAL RECORDS,MSAP,43,,,1,16,433.3,3,352,2024.01.11
166,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,67,166,,2,16,-5.9,17,1417,2024.01.11
173,His Glory Alone Ii,KB,RCAI,RCAI,13,,166,2,15,87.5,8,1436,2024.01.11
173,Karpeh,Cautious Clay,BLUE NOTE,BNTE,30,,138,17,15,25.0,12,1385,2024.01.11
173,Traumazine,Megan Thee Stallion	,300 ENTERTAINME,300E,2,173,,3,15,-6.2,16,14330,2024.01.11
173,The Epilogue,Trip Lee, INDEPENDENT LABEL SUBMISSION,INDI,33,,,1,15,36.4,11,446,2024.01.11
173,The Sugarhill Records Story,Sugar Hill Records Story, RHINO,RHI ,35,,113,14,15,25.0,12,713,2024.01.11
173,For Her,Hunxho,300 ENTERTAINME,300E,132,,186,2,15,200.0,5,140,2024.01.11
179,Obsidian,Naomi Sharon,OVO SOUND,OVO ,87,189,,2,14,0.0,14,304,2024.01.11
179,Fridayy,Fridayy,DEF JAM/DEF SOUL,DEF,58,131,,4,14,-44.0,25,616,2024.01.11
179,Traveler's Soul,Blues Traveler,THE ORCHARD,ORCH,14,,172,11,14,16.7,12,1207,2024.01.11
179,Hard To Love,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,3,,,1,14,133.3,6,3411,2024.01.11
179,Motion,"Link+up, Larussell",,,179,,,1,14,16.7,12,42,2024.01.11
179,7,Vedo,Empire,EMPR,27,173,,2,14,-12.5,16,447,2024.01.11
179,What Them Dogs Don'T Know They Know,"G's Us, Steel Tipped Dove Feat. R.A.P. F",,,79,173,79,3,14,-12.5,16,129,2024.01.11
179,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,21,152,132,29,14,-26.3,19,2982,2024.01.11
187,Christ Bop: Volume 1,Chris Chris,,,70,173,164,6,13,-18.8,16,260,2024.01.11
187,Freddie's Inferno,Freddie Dredd, RCA,RCA ,46,184,191,7,13,-13.3,15,1021,2024.01.11
187,Enigmatic Society,Dinner Party,Empire,EMPR,25,184,,25,13,-13.3,15,2571,2024.01.11
187,Palermo,"Conway The Machine, Wun Two",,,75,103,75,3,13,-63.9,36,155,2024.01.11
187,Hadja Bangoura (Urban Outfitters Exclusive),Hawa,BEGGARS GROUP USA,BEGG,76,76,,2,13,-78.7,61,127,2024.01.11
187,Through And Through,Baby Rose,Secretly Canadian,SC,42,189,186,3,13,-7.1,14,885,2024.01.11
187,4 Such A Time,Reece Lache',,,187,,,1,13,,0,13,2024.01.11
187,Highway 600,"Trauma Tone, Curren$y", INDEPENDENT LABEL SUBMISSION,INDI,69,166,138,4,13,-23.5,17,239,2024.01.11
187,Overdue - Ep,Larryhalloffame,,,187,,,1,13,550.0,2,15,2024.01.11
196,Wait Til I Get Over,Durand Jones,DEAD OCEANS,DOC ,9,122,177,35,12,-55.6,27,4333,2024.01.11
196,The Great Wall,Paul Wall,,,57,,132,3,12,-7.7,13,281,2024.01.11
196,Some Of Us Are Brave,Danielle Ponder,FUTURE CLASSIC,FTCL,15,,,3,12,50.0,8,5175,2024.01.11
196,E3,Midwxst,INTERSCOPE/A&M/GEFFEN,INT,18,140,,5,12,-42.9,21,751,2024.01.11
196,Kaytraminé,"Kaytranada, Kaytraminé, Aminé",Venice Music,VEN,25,,,1,12,200.0,4,1411,2024.01.11
196,Love You Anyway,Devon Gilfillian,FANTASY RECORDS,FAN ,24,189,198,7,12,-14.3,14,2498,2024.01.11
196,Grudges,Kiana Lede,REPUBLIC RECORDS,R-RR,28,173,183,16,12,-25.0,16,1549,2024.01.11
196,Church Clothes 4,Lecrae, INDEPENDENT LABEL SUBMISSION,INDI,10,,155,5,12,9.1,11,3559,2024.01.11
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.01.11
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.01.18
1,Insano,Kid Cudi,REPUBLIC RECORDS,R-RR,1,,,1,7879,,0,7879,2024.01.18
2,American Dream,21 Savage,Slaughter Gang/Epic Records,SGEP,2,,,1,3920,,0,3920,2024.01.18
3,Sos,SZA, RCA,RCA ,1,2,2,58,2488,8.9,2285,215989,2024.01.18
4,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,3,3,25,2297,13.6,2022,582493,2024.01.18
5,Pink Friday 2,Nicki Minaj,REPUBLIC RECORDS,R-RR,1,1,1,6,2179,-56.3,4981,125256,2024.01.18
6,Quaranta,Danny Brown,WARP RECORDS,WARP,6,23,145,8,929,430.9,175,1912,2024.01.18
7,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,4,4,33,846,-31.2,1230,42525,2024.01.18
8,Magic 3,Nas,Mass Appeal,MAPU,2,166,134,17,535,999.0,16,5505,2024.01.18
9,Renaissance,Beyonce,Columbia Records,COL ,1,6,5,77,505,-30.6,728,431065,2024.01.18
10,And Then You Pray For Me,Westside Gunn,Empire,EMPR,2,18,166,12,474,99.2,238,11829,2024.01.18
11,Chronicles Of A Diamond,Black Pumas,"ATO RECORDS, L.L.C.",ATO ,1,5,9,12,456,-47.3,866,27613,2024.01.18
12,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,6,8,6,25,419,2.2,410,18751,2024.01.18
13,Megatron 2,BabyTron,Empire,EMPR,13,,,1,381,,0,388,2024.01.18
14,Burning Desire,Mike,WARP RECORDS,WARP,14,28,189,7,367,128.0,161,1858,2024.01.18
15,Hope,NF,NF REAL MUSIC,NFRM,1,9,15,41,362,10.0,329,112372,2024.01.18
16,Red Moon In Venus,Kali Uchis,INTERSCOPE/GEFFEN/A&M,INT ,1,12,7,46,354,17.2,302,92149,2024.01.18
17,On Top Of The Covers,T-Pain, EMPIRE DISTRIBUTION,EMPI,11,17,24,9,302,21.8,248,5254,2024.01.18
18,College Park,Logic, BMG DISTRIBUTION,BMG ,1,79,53,48,250,390.2,51,21178,2024.01.18
19,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,1,7,13,77,245,-47.5,467,42736,2024.01.18
20,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,3,11,17,9,232,-27.5,320,14524,2024.01.18
21,On Top Of The Covers (Live Fro,T-Pain,Empire,EMPR,14,14,31,4,226,-21.5,288,1049,2024.01.18
22,Changing Light,Ironsides,Colemine Records,COLR,22,59,173,3,214,189.2,74,1224,2024.01.18
23,NOW Disco,Various Artists,NOW,NOW ,3,34,35,37,209,48.2,141,15406,2024.01.18
24,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,10,10,59,203,-37.2,323,61958,2024.01.18
25,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,3,13,11,296,189,-35.3,292,219000,2024.01.18
26,The Book Of Clarence,Jeymes Samuel,ROC NATION,R0CN,26,,,1,177,,0,177,2024.01.18
27,Entergalactic,Kid Cudi,REPUBLIC RECORDS,R-RR,2,40,37,68,167,49.1,112,29075,2024.01.18
27,The Age Of Pleasure,Janelle Monae,ATLANTIC GROUP,ATLG,1,25,26,32,167,0.6,166,46938,2024.01.18
29,Penalty Of Leadership,"Nicholas Craven, Boldy James",,,29,,,1,165,,0,165,2024.01.18
30,Thee Sacred Souls,Thee Sacred Souls, INDEPENDENT LABEL SUBMISSION,INDI,6,39,43,73,159,38.3,115,30047,2024.01.18
31,Never Enough,Daniel Caesar,REPUBLIC RECORDS,R-RR,2,15,14,42,158,-40.4,265,36226,2024.01.18
32,Funeral,DC The Don,"ROSTRUM RECORDS, LLC",RTUM,32,,,1,151,,0,151,2024.01.18
33,Lahai,Sampha,Young Turks Rec,YT,2,41,57,13,150,36.4,110,8833,2024.01.18
