US_Chart - Heatseekers Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2023.06.22
54,Self Inflicted Scars,Bryan Martin,DOUG KAYE,AJE ,34,,,58,1667,,,17,191,2327743,,2023.06.29
55,Jamie,Montell Fish,"LORD'S CHILD, INC. ",LCH,16,46,47,49,1654,-2.1,1689,0,37,2462677,,2023.06.29
56,Lost In Translation,Valley,CAPITOL MUSIC GROUP,CAP ,56,,,1,1640,,,589,89,1333494,,2023.06.29
57,The Beggar,Swans, INDEPENDENT LABEL SUBMISSION,INDI,57,,,1,1628,,,1443,29,234990,,2023.06.29
58,Texas Boy,Mike Dimes,EPIC,EPIC,21,21,,2,1627,-43.0,2854,2,48,2169112,,2023.06.29
59,Egg In The Backseat,Em Beihold,REPUBLIC RECORDS,R-RR,7,57,68,49,1603,6.1,1511,18,161,2162666,,2023.06.29
60,Police Deranged For Orchestra,Stewart Copeland, BMG DISTRIBUTION,BMG ,60,,,1,1596,,,1575,34,23382,,2023.06.29
61,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,26,48,53,17,1584,-3.9,1649,27,208,2166687,,2023.06.29
62,Nonsense And Mexican Shit,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,49,49,55,8,1575,-4.0,1640,9,65,2206793,,2023.06.29
63,It Was Fun While It Lasted,Sueco The Child,ATLANTIC GROUP,ATLG,1,55,57,69,1571,-0.8,1584,3,68,2127706,,2023.06.29
64,No Love,Byron Messia,INTERSCOPE/GEFFEN/A&M,INT ,50,50,54,5,1561,-4.8,1639,7,194,2202823,,2023.06.29
65,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,1,56,58,51,1550,1.9,1521,115,21,2110885,,2023.06.29
66,The Hutson Sessions,Wyatt Flores,Empire,EMPR,53,58,66,21,1541,2.3,1506,10,43,2069922,,2023.06.29
67,I've IVE,IVE,THE ORCHARD,ORCH,8,63,61,12,1483,3.5,1433,116,170,1991535,,2023.06.29
68,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,39,62,64,24,1459,0.2,1456,81,529,1930596,,2023.06.29
69,Lay Your Hands Upon My Heart,Rosa Linn,Columbia Records,COL ,69,,,1,1455,,,23,310,1997522,,2023.06.29
70,Seven,Brooke Ligertwood,SPARROW RECORDS,SPAR,16,59,63,66,1453,-1.2,1471,24,270,1881520,,2023.06.29
71,4god Ii,Rob49,INTERSCOPE/GEFFEN/A&M,INT ,15,32,15,3,1442,-27.2,1982,4,20,2026485,,2023.06.29
72,P.S.,Kylie Morgan,EMI NASHVILLE,ENAS,31,47,65,46,1393,-16.9,1676,12,114,1951375,,2023.06.29
73,Kx5,Kx5,AWAL,AWAL,11,64,62,15,1391,-0.1,1393,18,421,1733939,,2023.06.29
74,Mundo,Santa Fe Klan,THE ORCHARD,ORCH,5,65,74,45,1367,-1.9,1393,3,47,2208695,,2023.06.29
75,Intermission,Mariah The Scientist, RCA,RCA ,17,73,72,42,1364,5.2,1297,1,21,1999492,,2023.06.29
76,Twenty Something: Messing It Up,Alana Springsteen,Columbia Records,COL ,52,52,76,11,1361,-15.5,1611,15,225,1782370,,2023.06.29
77,Suicide & Sunshine,Trophy Eyes,HOPELESS RECORDS,HPL,77,,,1,1345,,,865,73,596207,,2023.06.29
78,Blood Shore Season 3,Xavier Wulf, EMPIRE DISTRIBUTION,EMPI,30,70,71,37,1330,0.8,1320,0,5,1875891,,2023.06.29
79,Melodies On Hiatus,Albert Hammond Jr,RED BULL RECORDS,RDBL,79,,,1,1262,,,1017,240,282231,,2023.06.29
80,Thee Sacred Souls,Thee Sacred Souls,PELOTONRECORDS,PEDS,4,85,107,44,1259,12.6,1118,410,90,1125721,,2023.06.29
81,Breathe,Chad Lawson,DECCA,DECU,44,76,73,26,1249,-0.2,1251,6,12,1565741,,2023.06.29
82,Only Built 4 Diamond Links,Peezy,Empire,EMPR,1,75,75,46,1241,-2.7,1276,2,36,1923799,,2023.06.29
83,Welcome To The Block Party,Priscilla Block,UMG NASHVILLE,UMGN,4,80,77,72,1237,5.5,1172,27,201,1610157,,2023.06.29
84,This Far South,Tommy Prine,RED INK,RDIK,84,,,1,1218,,,1089,55,158885,,2023.06.29
85,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,11,74,79,33,1206,-5.5,1276,84,47,1460612,,2023.06.29
86,Life Upside Down - Ep,Morgan Evans,Warner Music Nashville,WNS,22,60,60,10,1196,-18.2,1462,5,159,1626358,,2023.06.29
87,Underwater,Ludovico Einaudi,DECCA INTERNATIONAL,DECC,10,83,90,75,1194,5.3,1134,9,9,1502470,,2023.06.29
88,God Is Good!,Cody Carnes,SPARROW RECORDS,SPAR,69,82,82,32,1176,2.3,1149,27,315,1446910,,2023.06.29
89,Perfect Storm,Yatta Bandz,Empire,EMPR,40,84,84,60,1176,5.1,1119,0,31,1826698,,2023.06.29
90,Linger Awhile,Samara Joy,VERVE,VERV,1,79,81,30,1173,-3.7,1218,783,105,488249,,2023.06.29
91,Safe House,Danny Towers,Empire,EMPR,91,,,1,1138,,,7,30,1693815,,2023.06.29
92,Her Love Still Haunts Me Like A Ghost,Montell Fish,"LORD'S CHILD, INC. ",LCH,11,98,106,35,1138,14.6,993,1,24,1614086,,2023.06.29
93,Bohunk,Ghostluvme, INDEPENDENT LABEL SUBMISSION,INDI,24,24,,2,1104,-55.4,2474,630,23,662897,,2023.06.29
94,Every Little Detail,Forest Blakk,ATLANTIC GROUP,ATLG,45,90,88,35,1095,2.6,1067,11,226,1455221,,2023.06.29
95,Go West!: The Contemporary Records Album,Sonny Rollins,CRAFT RECORDINGS,CRFT,95,,,1,1087,,,1072,4,19332,,2023.06.29
96,Too Late To Die Young - Ep,Sonder, INDEPENDENT LABEL SUBMISSION,INDI,2,86,91,36,1087,0.7,1079,2,3,1497511,,2023.06.29
97,Sembrando,Peso Pluma,THE ORCHARD,ORCH,25,71,69,14,1080,-17.1,1303,7,29,1746587,,2023.06.29
98,De Mi Para Ti,Jay Wheeler,Empire,EMPR,7,,,35,1071,,,0,12,1626584,,2023.06.29
99,Chronicles Of The Kid,Ayron Jones,BIG MACHINE,BGMA,99,,,1,1062,,,727,402,387307,,2023.06.29
100,Retrovision,Honey Revenge,THE ORCHARD,ORCH,100,,,1,1048,,,450,64,765066,,2023.06.29
101,Who Hurt You?,Ali Gatie,Warner Records,WAR,10,77,148,39,1039,-15.5,1230,0,57,1493976,,2023.06.29
102,Fountain Baby,Amaarae,INTERSCOPE/GEFFEN/A&M,INT ,33,69,33,3,1028,-22.1,1320,20,94,1298382,,2023.06.29
103,Preacher’s Daughter,Ethel Cain,,AWAL,60,97,101,31,1026,2.7,999,32,51,1291180,,2023.06.29
104,Cupido,Tini,5020 Records,5020,31,89,87,19,1024,-4.0,1067,1,51,1585044,,2023.06.29
105,Tekkno,Electric Callboy,THE ORCHARD,ORCH,16,118,126,20,1018,24.4,818,170,250,1150560,,2023.06.29
106,Blonde,Tigirlily Gold,MONU,MONU,106,,,1,1017,,,216,356,1046601,,2023.06.29
107,Down To Earth,Taeyang,INTERSCOPE/GEFFEN/A&M,INT ,32,81,59,10,1006,-12.5,1150,208,89,1162786,,2023.06.29
108,Mood Swings,Avery Anna,Warner Music Nashville,WNS,51,115,129,38,997,18.0,845,13,81,1286744,,2023.06.29
109,Muna,Muna,Dead Oceans,DOC,2,87,96,33,993,-7.3,1071,254,85,939068,,2023.06.29
110,No Thank You,Little Simz, AWAL,AWAL,37,37,,6,987,-46.7,1852,678,133,425428,,2023.06.29
111,Milk Teeth,Suki Waterhouse, SUB POP,SUBP,67,95,100,34,976,-2.6,1002,49,20,1347568,,2023.06.29
112,Onnafriday,Charlieonnafriday,ISLAND,ISL ,15,101,104,50,964,-0.8,972,1,39,1381835,,2023.06.29
113,3d Country,Geese,INSTINCT,PTK,113,,,1,958,,,689,84,332158,,2023.06.29
114,Walk Down World,Lil Double 0,Vydia,VYD,1,99,94,34,957,-1.7,974,1,8,1374713,,2023.06.29
115,Bloom,Kimberly Perry,Columbia Records,COL ,22,78,22,3,953,-22.5,1229,59,258,1125231,,2023.06.29
116,Megatron,BabyTron, EMPIRE DISTRIBUTION,EMPI,4,100,95,69,946,-2.9,974,1,5,1368015,,2023.06.29
117,Born For This,Chase Matthew, INDEPENDENT LABEL SUBMISSION,INDI,2,103,108,72,945,0.1,944,3,38,1323766,,2023.06.29
118,Teenage Dixie,Muscadine Bloodline,STANCASTER MUSI,STCR,14,94,103,18,939,-6.4,1003,23,72,1196522,,2023.06.29
119,Live In Seattle,Power Trip,SOUTHERN LORD,STHL,119,,,1,928,,,865,14,78791,,2023.06.29
120,Fortune Favors The Bold,49 Winchester,"NEWWESTRECORDS,LLC",NELC,26,108,114,31,910,-0.8,917,34,52,1168732,,2023.06.29
121,Dark Sun,Dayseeker,SpineFarm,SFMU,13,104,102,34,898,-4.8,943,53,116,1114829,,2023.06.29
122,Dolls Ep,Bella Poarch,WARNER RECORDS,WAR ,8,107,105,46,889,-3.2,918,9,73,1390896,,2023.06.29
123,Thrive,SLANDER, INDEPENDENT LABEL SUBMISSION,INDI,54,111,116,40,879,1.3,868,2,128,1233331,,2023.06.29
124,Versions Of Me,Anitta,WARNER RECORDS,WAR ,2,110,111,64,869,-1.5,882,1,65,1256181,,2023.06.29
125,Proof Of Life,Joy Oladokun,VERVE,VERV,19,93,92,9,865,-15.2,1020,111,180,952482,,2023.06.29
126,22,Hunxho,300 ENTERTAINME,300E,12,105,99,14,863,-6.5,923,0,2,1319876,,2023.06.29
127,The Man From Waco,Charley Crockett,RED INK,RDIK,3,92,97,42,852,-19.0,1052,266,124,752041,,2023.06.29
128,Why Would I Watch,Hot Mulligan, INDEPENDENT LABEL SUBMISSION,INDI,2,96,86,7,825,-17.5,1000,222,33,767154,,2023.06.29
129,I Can'T Wait,TiaCorine,SOUTH COAST MUSIC GROUP,SCG,49,114,110,32,816,-3.5,846,0,39,1195587,,2023.06.29
130,Alma,Nicki Nicole,SONY MUSIC LATIN,SML ,114,130,122,6,815,6.3,767,0,21,1250365,,2023.06.29
131,Pulse,Benson Boone,Warner Records,WAR,29,112,113,8,814,-4.8,855,78,44,992886,,2023.06.29
132,Hdtv,Tai Verdes,Arista,ARIS,19,,,40,806,,,6,22,1076611,,2023.06.29
133,To Love In The 21st Century,Lyn Lapid,MERCURY / REPUBLIC RECORDS,R-MR,133,,,1,796,,,11,37,1123484,,2023.06.29
134,Amelia,Mimi Webb,EPIC,EPIC,14,113,120,17,796,-6.7,853,20,76,1041073,,2023.06.29
135,Orange Blood,Mt. Joy,ISLAND,ISL ,2,120,125,51,790,-2.3,809,88,27,897622,,2023.06.29
136,When Everything Went Dark,Bishop Briggs,Arista,ARIS,136,,,1,785,,,423,166,455900,,2023.06.29
137,Waiting To Spill,Backseat Lovers,CAPITOL MUSIC GROUP,CAP ,2,129,123,35,785,1.9,770,181,16,786578,,2023.06.29
138,Usb - Ep,Fred Again..,ATLANTIC GROUP,ATLG,35,131,132,20,783,4.5,749,7,327,974405,,2023.06.29
139,First Things First,Consumed By Fire,Red Street Records,RDST,76,128,136,14,764,-0.8,770,42,560,896718,,2023.06.29
140,Actual Life 3 (January 1 - September 9,Fred Again..,ATLANTIC GROUP,ATLG,1,119,149,35,760,-7.0,817,152,158,763840,,2023.06.29
141,When I Hear Your Name,MAETA,ROC NATION,R0CN,29,102,29,3,750,-21.9,960,19,212,939971,,2023.06.29
142,Masego,Masego,CAPITOL RECORDS,CAP,9,124,128,17,745,-4.6,781,9,41,963832,,2023.06.29
143,4th Wall,Ruel, RCA,RCA ,22,134,135,11,739,2.1,724,11,17,963044,,2023.06.29
144,Girls Like Me Don'T Cry,Thuy, INDY LABEL,INDY,144,,,1,726,,,2,99,1020345,,2023.06.29
145,Symphonic,Cody Fry,CODY FRY DECCA,DECU,45,,,10,724,,,29,73,998883,,2023.06.29
146,Ryan Ellis,Ryan Ellis,PROVIDENT/RED,PROV,80,140,143,40,720,1.7,708,21,295,898178,,2023.06.29
147,Dreams 2 Reality,Realestk,Columbia Records,COL ,29,147,146,35,716,4.1,688,1,9,1048112,,2023.06.29
148,Playboy,Fireboy Dml,Empire,EMPR,1,,,30,715,,,20,70,1011698,,2023.06.29
149,A Beautiful Life (Music From The Netflix,Christopher,INTERNATIONAL R,IRI,83,125,83,4,714,-7.8,774,268,1106,457309,,2023.06.29
150,Trench Baby 3,Lil Zay Osama,WARNER RECORDS,WAR ,3,132,137,46,706,-5.0,743,0,8,1224284,,2023.06.29
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2023.06.29
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2023.07.06
1,Hood Hottest Princess,Sexyy Red, INDEPENDENT LABEL SUBMISSION,INDI,1,7,5,4,7582,26.7,5984,22,594,10933264,,2023.07.06
2,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,1,3,2,21,6804,-2.2,6958,27,428,9883311,,2023.07.06
3,Petals To Thorns,D4vd,INTERSCOPE/GEFFEN/A&M,INT,1,2,1,6,6593,-8.2,7182,12,181,10089446,,2023.07.06
4,Blacktop,Corey Kent,RCA NASHVILLE,RCNA,2,6,3,5,6394,3.3,6190,40,690,8339400,,2023.07.06
5,Toxic Chocolate,Kali,ATLANTIC GROUP,ATLG,5,,,14,6140,,,37,694,8883363,,2023.07.06
6,The Death Of Peace Of Mind,Bad Omens, SUMERIAN RECORDS,SUME,1,5,4,71,6095,-6.4,6515,385,1769,7524491,,2023.07.06
7,Newjeans 1st Ep 'New Jeans',Newjeans,INTERSCOPE/GEFFEN/A&M,INT ,7,39,36,49,5318,173.6,1944,3416,89,2833500,,2023.07.06
8,In The End It Always,Japanese House,DIRTY HIT,DRHI,8,,,1,4827,,,2300,321,3157353,,2023.07.06
9,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,3,10,7,40,4366,-2.8,4491,109,600,5563596,,2023.07.06
10,Easy On My Eyes,Stephen Sanchez,MERCURY / REPUBLIC RECORDS,R-MR,1,9,6,46,4306,-5.1,4537,89,921,6029244,,2023.07.06
11,The Beggar,Swans, INDEPENDENT LABEL SUBMISSION,INDI,11,57,,2,4018,146.8,1628,3950,2,86638,,2023.07.06
12,Dead Club City,Nothing But Thieves,AWAL,AWAL,12,,,1,3908,,,1963,1077,2372808,,2023.07.06
13,Split Decision,"Dave, Central Cee",UMGRI INTERSCOPE,INT,6,12,9,5,3607,-8.1,3925,17,101,4922891,,2023.07.06
14,FLOWER SHOPS (THE ALBUM),Ernest,Big Loud,BGL,1,15,12,69,3525,-1.8,3590,30,198,4762728,,2023.07.06
15,What I Didn't Tell You,Coco Jones,DEF JAM/DEF SOUL,DEF,6,14,18,35,3431,-4.7,3601,73,772,4865128,,2023.07.06
16,Cross Country,Breland,ATLANTIC GROUP,ATLG,1,18,17,43,3345,0.6,3326,22,250,4191663,,2023.07.06
17,Five Seconds Flat,Lizzy McAlpine,,AWAL,2,17,10,65,3252,-4.7,3411,81,141,4250696,,2023.07.06
18,Boy Alone,Omah Lay,SIRE,SIR,8,13,8,51,3179,-15.8,3777,7,177,4310681,,2023.07.06
19,Drowning,Jessie Murph,Columbia Records,COL ,1,16,13,21,3149,-10.5,3519,34,207,4402536,,2023.07.06
20,"Half Man, Half Vamp",Lil Poppa,INTERSCOPE/GEFFEN/A&M,INT ,8,8,,2,3115,-44.4,5599,5,26,4630780,,2023.07.06
21,Come Get Your Memory,Chase Matthew, WARNER Records,WAR ,8,19,14,4,2906,-10.1,3232,75,433,3749942,,2023.07.06
22,Pecos & The Rooftops,Pecos & The Rooftops,WARNER RECORDS,WAR ,11,11,,2,2883,-34.8,4419,54,216,3899144,,2023.07.06
23,We Were Cowboys,Kameron Marlowe,CLNV,CLNV,1,21,15,45,2878,-5.2,3037,48,237,3805655,,2023.07.06
24,Exiit,Kanii, WARNER Records,WAR,11,20,11,3,2829,-10.8,3173,1,52,4923551,,2023.07.06
25,Greenbroke,Jackson Dean,BIG MACHINE,BGMA,8,24,44,58,2728,-1.3,2765,94,754,3352781,,2023.07.06
26,Geezyworld 2,Ohgeesy,ATLANTIC GROUP,ATLG,2,23,20,9,2530,-8.6,2768,3,220,3619581,,2023.07.06
27,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,4,4,,2,2472,-62.4,6580,823,156,2114710,,2023.07.06
28,Pretty Little Poison (Sampler),Warren Zeiders,WARNER RECORDS,WAR ,21,30,29,10,2459,3.7,2372,2,678,3244542,,2023.07.06
29,Where The Shooters Be,Sleazyworld Go,ISLAND,ISL ,1,26,23,34,2448,-9.1,2693,0,28,3938259,,2023.07.06
30,Poets & Old Souls,Bryan Martin,AVERAGE JOES ENTERTAINMENT,AVJE,17,28,,12,2417,-2.6,2482,26,373,3357331,,2023.07.06
31,Raised,Hailey Whitters,Big Loud,BGL,9,34,27,68,2383,8.9,2189,39,506,3045704,,2023.07.06
32,Public Displays Of Affection: The Album,Muni Long,DEF JAM,DEF,5,27,35,40,2267,-13.3,2614,38,199,3228741,,2023.07.06
33,We Eat The Most,Skilla Baby,INTERSCOPE/GEFFEN/A&M,INT ,16,29,16,3,2247,-8.4,2454,3,16,3475250,,2023.07.06
34,Junkie Mode,Deebaby,CREATE MUSIC GROUP,CTMG,13,31,25,12,2145,-8.3,2338,1,36,3350906,,2023.07.06
35,"Live From Union Transfer (Indie Exclusive, Tangerine Vinyl)",Alex G,DOMINORECORDCO.,DOO.,35,,,1,1992,,,1992,0,0,,2023.07.06
36,Walk Me Home...,Benson Boone,WARNER RECORDS,WAR ,3,33,30,49,1972,-10.0,2191,16,271,2777709,,2023.07.06
37,Pineapple Sunrise,Beach Weather,Arista,ARIS,20,38,33,16,1888,-3.5,1956,6,186,2765756,,2023.07.06
38,My Vision,Luh Tyler,ATLANTIC GROUP,ATLG,2,36,31,14,1825,-11.6,2065,0,16,2844779,,2023.07.06
39,Beatopia (Cd),Beabadoobee,DIRTY HIT,DRHI,2,43,40,51,1796,-1.3,1819,311,66,2157664,,2023.07.06
40,Sleez,ThxSoMch,ATLANTIC GROUP,ATLG,15,40,34,7,1750,-8.2,1906,2,37,2725964,,2023.07.06
41,Self Inflicted Scars,Bryan Martin,DOUG KAYE,AJE ,34,54,,59,1732,3.9,1667,20,188,2409302,,2023.07.06
42,Freddie's Inferno,Freddie Dredd, RCA,RCA ,6,37,38,47,1724,-14.6,2019,72,48,2573780,,2023.07.06
43,Everything I Know About Love,Laufey,,AWAL,14,44,43,44,1632,-9.0,1794,203,52,2123105,,2023.07.06
44,A Study Of The Human Experience Volume One,Gayle,ATLANTIC GROUP,ATLG,1,49,45,68,1632,-4.2,1703,6,223,2190866,,2023.07.06
45,Footprints I Found,David Kushner,DAVID KUSHNER,DVK,18,42,41,42,1619,-12.5,1850,17,75,2261346,,2023.07.06
46,No Love,Byron Messia,INTERSCOPE/GEFFEN/A&M,INT ,46,64,50,6,1614,3.4,1561,8,236,2255689,,2023.07.06
47,Road To Casablanco.,Armani White,DEF JAM,DEF,20,53,53,9,1595,-4.4,1668,4,171,2167191,,2023.07.06
48,Donde Quiero Estar,Quevedo, WARNER Records,WAR,4,52,51,24,1576,-5.9,1675,0,17,2361515,,2023.07.06
49,Excuse The Mess,Ella Langley,Columbia Records,COL ,19,46,54,7,1555,-10.4,1736,30,446,1940466,,2023.07.06
50,Jamie,Montell Fish,"LORD'S CHILD, INC. ",LCH,16,55,46,50,1549,-6.3,1654,0,22,2298331,,2023.07.06
51,5lbs Of Pressure - Ep,Superstar Pride, INDEPENDENT LABEL SUBMISSION,INDI,3,48,39,18,1529,-10.8,1715,1,90,2237687,,2023.07.06
52,"Live From Oxford, Ms",Jameson Rodgers,CLNV,CLNV,51,,,2,1525,,,0,94,2020109,,2023.07.06
53,Egg In The Backseat,Em Beihold,REPUBLIC RECORDS,R-RR,7,59,57,50,1496,-6.7,1603,13,129,2031035,,2023.07.06
54,Middle Of God Knows Where,Noah Thompson,WHEELHOUSE RECO,WR2 ,51,51,68,4,1480,-12.4,1689,12,159,1960950,,2023.07.06
55,It Was Fun While It Lasted,Sueco The Child,ATLANTIC GROUP,ATLG,1,63,55,70,1473,-6.2,1571,5,50,1994750,,2023.07.06
56,Nonsense And Mexican Shit,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,49,62,49,9,1463,-7.1,1575,11,54,2049813,,2023.07.06
57,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,26,61,48,18,1462,-7.7,1584,14,226,2011871,,2023.07.06
58,Me And A Fiddle,Ian Munsick, WARNER Records,WAR ,58,,,1,1459,,,77,266,1794975,,2023.07.06
59,The Hutson Sessions,Wyatt Flores,Empire,EMPR,53,66,58,22,1449,-6.0,1541,8,39,1957148,,2023.07.06
60,I've IVE,IVE,THE ORCHARD,ORCH,8,67,63,13,1436,-3.2,1483,159,96,1875688,,2023.07.06
61,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,39,68,62,25,1418,-2.8,1459,88,583,1852874,,2023.07.06
62,Rumble Of Thunder,Hu,Better Noise Records,NOIZ,31,,,4,1413,,,897,535,608395,,2023.07.06
63,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,1,65,56,52,1413,-8.8,1550,124,9,1901514,,2023.07.06
64,P.S.,Kylie Morgan,EMI NASHVILLE,ENAS,31,72,47,47,1391,-0.1,1393,13,123,1945482,,2023.07.06
65,Twenty Something: Messing It Up,Alana Springsteen,Columbia Records,COL ,52,76,52,12,1368,0.5,1361,13,283,1783998,,2023.07.06
66,Try Again,Walters,WARNER RECORDS,WAR ,11,,,26,1362,,,1,24,2157022,,2023.07.06
67,Beezy,Doe Boy,EPIC,EPIC,5,45,22,4,1358,-23.9,1784,5,20,1808963,,2023.07.06
68,Ynos 2,Baby Money,QUALITY CONTROL MUSIC (CAROLINE),QLC ,25,25,,2,1329,-50.7,2697,0,7,1811178,,2023.07.06
69,Seven,Brooke Ligertwood,SPARROW RECORDS,SPAR,16,70,59,67,1328,-8.6,1453,22,246,1714663,,2023.07.06
70,Mundo,Santa Fe Klan,THE ORCHARD,ORCH,5,74,65,46,1312,-4.0,1367,5,36,2131086,,2023.07.06
71,Kx5,Kx5,AWAL,AWAL,11,73,64,16,1301,-6.5,1391,18,332,1628104,,2023.07.06
72,Lay Your Hands Upon My Heart,Rosa Linn,Columbia Records,COL ,69,69,,2,1293,-11.1,1455,28,281,1778345,,2023.07.06
73,Messy,Olivia Dean,ISLAND,ISL,73,,,1,1270,,,178,583,1335212,,2023.07.06
74,Welcome To The Block Party,Priscilla Block,UMG NASHVILLE,UMGN,4,83,80,73,1252,1.2,1237,35,213,1610174,,2023.07.06
75,Intermission,Mariah The Scientist, RCA,RCA ,17,75,73,43,1241,-9.0,1364,2,20,1808056,,2023.07.06
76,4god Ii,Rob49,INTERSCOPE/GEFFEN/A&M,INT ,15,71,32,4,1238,-14.1,1442,3,25,1763594,,2023.07.06
77,Hard - The 8th Album,Shinee,SM ENTERTAINMENT,SMET,41,41,,2,1198,-36.6,1891,214,545,1310124,,2023.07.06
78,Her Love Still Haunts Me Like A Ghost,Montell Fish,"LORD'S CHILD, INC. ",LCH,11,92,98,36,1189,4.5,1138,0,22,1691018,,2023.07.06
79,Blood Shore Season 3,Xavier Wulf, EMPIRE DISTRIBUTION,EMPI,30,78,70,38,1189,-10.6,1330,2,6,1679469,,2023.07.06
80,Only Built 4 Diamond Links,Peezy,Empire,EMPR,1,82,75,47,1184,-4.6,1241,1,39,1845881,,2023.07.06
81,Perfect Storm,Yatta Bandz,Empire,EMPR,40,89,84,61,1176,0.0,1176,2,25,1815035,,2023.07.06
82,Life Upside Down - Ep,Morgan Evans,Warner Music Nashville,WNS,22,86,60,11,1168,-2.3,1196,5,110,1589623,,2023.07.06
83,Texas Boy,Mike Dimes,EPIC,EPIC,21,58,21,3,1143,-29.7,1627,8,42,1527939,,2023.07.06
84,Who Hurt You?,Ali Gatie,Warner Records,WAR,10,101,77,40,1122,8.0,1039,1,64,1627315,,2023.07.06
85,Underwater,Ludovico Einaudi,DECCA INTERNATIONAL,DECC,10,87,83,76,1119,-6.3,1194,13,29,1399073,,2023.07.06
86,Muna,Muna,Dead Oceans,DOC,2,109,87,34,1109,11.7,993,298,92,1030454,,2023.07.06
87,Breathe,Chad Lawson,DECCA,DECU,44,81,76,27,1099,-12.0,1249,5,6,1378624,,2023.07.06
88,Thee Sacred Souls,Thee Sacred Souls,PELOTONRECORDS,PEDS,4,80,85,45,1072,-14.9,1259,295,56,1035023,,2023.07.06
89,Every Little Detail,Forest Blakk,ATLANTIC GROUP,ATLG,45,94,90,36,1059,-3.3,1095,17,444,1368500,,2023.07.06
90,White Buffalo,Ian Munsick, WARNER Records,WAR ,5,32,28,13,1056,-52.3,2212,73,126,1276360,,2023.07.06
91,God Is Good!,Cody Carnes,SPARROW RECORDS,SPAR,69,88,82,33,1055,-10.3,1176,20,206,1315400,,2023.07.06
92,Sembrando,Peso Pluma,THE ORCHARD,ORCH,25,97,71,15,1045,-3.2,1080,9,16,1692296,,2023.07.06
93,Antes De Ameri,Duki,THE ORCHARD,ORCH,50,50,,2,1023,-39.7,1697,1,20,1455489,,2023.07.06
94,Chaos For The Fly,Grian Chatten,PARTISAN RECORD,PIS ,94,,,1,1023,,,883,56,170113,,2023.07.06
95,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,11,85,74,34,1000,-17.1,1206,52,44,1240134,,2023.07.06
96,Too Late To Die Young - Ep,Sonder, INDEPENDENT LABEL SUBMISSION,INDI,2,96,86,37,992,-8.7,1087,2,3,1364548,,2023.07.06
97,Cupido,Tini,5020 Records,5020,31,104,89,20,964,-5.9,1024,2,41,1477407,,2023.07.06
98,Teenage Dixie,Muscadine Bloodline,STANCASTER MUSI,STCR,14,118,94,19,962,2.4,939,35,82,1213897,,2023.07.06
99,Mood Swings,Avery Anna,Warner Music Nashville,WNS,51,108,115,39,957,-4.0,997,19,75,1222388,,2023.07.06
100,Fortune Favors The Bold,49 Winchester,"NEWWESTRECORDS,LLC",NELC,26,120,108,32,957,5.2,910,30,48,1235081,,2023.07.06
101,Onnafriday,Charlieonnafriday,ISLAND,ISL ,15,112,101,51,944,-2.1,964,1,54,1342414,,2023.07.06
102,Linger Awhile,Samara Joy,VERVE,VERV,1,90,79,31,934,-20.4,1173,549,62,486333,,2023.07.06
103,Safe House,Danny Towers,Empire,EMPR,91,91,,2,932,-18.1,1138,1,18,1412451,,2023.07.06
104,Preacher’s Daughter,Ethel Cain,,AWAL,60,103,97,32,920,-10.3,1026,13,52,1176438,,2023.07.06
105,Born For This,Chase Matthew, INDEPENDENT LABEL SUBMISSION,INDI,2,117,103,73,920,-2.6,945,15,113,1251691,,2023.07.06
106,No Thank You,Little Simz, AWAL,AWAL,37,110,37,7,892,-9.6,987,599,140,382728,,2023.07.06
107,Down To Earth,Taeyang,INTERSCOPE/GEFFEN/A&M,INT ,32,107,81,11,889,-11.6,1006,127,84,1149597,,2023.07.06
