Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,week_of
172,Speechless,Dan + Shay, WARNER Records,WAR ,1,173,199,257,2020937,0.6,2008741,1907285,113652,45074632,1012843311,2023.06.22
173,Last Night Lonely,Jon Pardi,CAPITOL NASHVILLE,CAPN,8,156,164,69,2020287,-6.3,2157231,1972810,47477,57177647,192084695,2023.06.22
174,The Bones,Maren Morris,COLUMBIA NASHVILLE,CLNV,1,187,190,226,2008439,5.1,1911007,2002973,5466,52106456,939571989,2023.06.22
175,Good Directions,Billy Currington,MERCURY NASHVILLE,MERN,159,179,193,85,2001382,0.8,1985278,1947399,53983,42199086,374381214,2023.06.22
176,One Number Away,Luke Combs,COLUMBIA NASHVILLE,CLNV,6,176,191,311,1994428,0.1,1992419,1870283,124145,46388066,760690384,2023.06.22
177,Sleeping On The Blacktop,Colter Wall,THIRTY TIGERS,THTG,117,175,0,58,1971707,-1.1,1993824,1852271,119436,43389729,268071628,2023.06.22
178,Millionaire,Chris Stapleton,MERCURY NASHVILLE,MERN,21,196,0,259,1954492,4.7,1867122,1837444,117048,41980064,446530835,2023.06.22
179,From Austin,Zach Bryan,Warner Records,WAR,20,178,169,69,1952635,-1.8,1989367,1917634,35001,48728226,143404945,2023.06.22
180,If I Didn't Love You,Jason Aldean & Carrie Underwood,BROKEN BOW RECO,BB2 ,2,168,172,100,1946497,-5.3,2055946,1714661,231836,53598185,394047619,2023.06.22
181,Toes,Zac Brown Band,ATLANTIC GROUP,ATLG,69,0,178,331,1944027,5.5,1841901,1870705,73322,37009478,497200051,2023.06.22
182,Fearless (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,4,184,168,10,1941691,0.5,1931915,1850695,90996,29526697,77309796,2023.06.22
183,Don't Come Lookin',Jackson Dean,BIG MACHINE,BGMA,15,192,167,45,1939545,2.6,1889791,1884518,55027,56483506,134841682,2023.06.22
184,Me + All Your Reasons,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,24,177,171,16,1932125,-2.9,1990004,1827124,105001,59950712,59950712,2023.06.22
185,Drinkin' Problem,Midland,BIG MACHINE,BGMA,14,194,0,324,1930931,2.8,1878313,1663544,267387,45278502,606974539,2023.06.22
186,Fire Away,Chris Stapleton,MERCURY NASHVILLE,MERN,8,193,196,393,1927290,2.6,1878055,1776179,151111,47860671,566811854,2023.06.22
187,Follow You to Virgie,Tyler Childers, INDEPENDENT LABEL SUBMISSION,INDI,167,183,197,10,1926666,-0.4,1934995,1874769,51897,40839656,158786168,2023.06.22
188,180 (Lifestyle),Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,31,172,174,16,1919266,-4.6,2011500,1822186,97080,54642121,54642121,2023.06.22
189,She Likes It,Russell Dickerson & Jake Scott,THE ORCHARD,ORCH,8,0,177,74,1915624,15.0,1665901,1850593,65031,55155507,255982194,2023.06.22
190,I'M Not Pretty,Megan Moroney,COLUMBIA,COL,96,169,194,19,1909056,-6.8,2048410,1889690,19366,40555464,40555464,2023.06.22
191,One Margarita,Luke Bryan,CAPITOL NASHVILLE,CAPN,2,199,182,133,1897657,2.5,1851568,1711529,186128,37786134,386923071,2023.06.22
192,Where It Ends,Bailey Zimmerman,Warner Music Nashville,WNS,4,0,181,43,1877891,3.3,1817074,1825400,52491,54877581,136726948,2023.06.22
193,Born With A Beer In My Hand,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,13,189,175,16,1853127,-2.4,1897835,1817746,35381,63497761,63497761,2023.06.22
194,Red (Feat. Morgan Wallen),Hardy,,,17,0,0,20,1852557,1.0,1834476,1827298,25259,52683544,52683548,2023.06.22
195,Over For You,Morgan Evans,Warner Music Nashville,WNS,130,191,165,15,1851572,-2.1,1891095,1834902,16670,43596247,50561504,2023.06.22
196,9 to 5,Dolly Parton,RCA LABEL GROUP SMG,RLSG,50,0,0,126,1850791,3.8,1783836,1472124,378667,43163159,349318846,2023.06.22
197,Back to December,Taylor Swift,BIG MACHINE,BGMA,97,180,187,61,1848080,-5.9,1964295,1761637,86443,42589703,297347138,2023.06.22
198,Standing Room Only,Tim McGraw,BIG MACHINE,BGMA,148,0,0,2,1848029,9.4,1688944,1779276,68753,19870301,19870301,2023.06.22
199,betty,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,1,200,0,39,1842487,-0.3,1848349,1802933,39554,32588655,192374294,2023.06.22
200,Check Yes Or No,George Strait,MCA NASHVILLE,MCAN,147,0,0,247,1837619,4.9,1752290,1713561,124058,40175802,408008626,2023.06.22
1,Last Night,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,1,1,22,26211063,-1.0,26489181,23857452,2353611,642847536,642847536,2023.06.29
2,Fast Car,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,2,2,14,18418840,2.0,18063097,17166038,1252802,213789525,213789525,2023.06.29
3,Something In The Orange,Zach Bryan,Warner Records,WAR,1,3,3,62,14462614,3.4,13992071,13545192,917422,355758796,787824981,2023.06.29
4,Thinkin' Bout Me,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,4,4,17,12729549,3.4,12312818,11981192,748357,241982700,241982700,2023.06.29
5,You Proof,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,5,5,59,11407544,1.5,11238934,10876794,530750,323940400,710176721,2023.06.29
6,Wasted On You,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,6,6,129,10542600,2.5,10283858,9524012,1018588,257342578,1017144791,2023.06.29
7,Need A Favor,Jelly Roll,BROKEN BOW RECO,BB2 ,7,7,7,27,9513842,3.2,9214434,8878030,635812,115735988,119571599,2023.06.29
8,Religiously,Bailey Zimmerman, WARNER Records,WAR ,8,10,10,15,8911792,9.1,8168309,8657946,253846,85946053,85946053,2023.06.29
9,Rock And A Hard Place,Bailey Zimmerman,Warner Music Nashville,WNS,1,8,8,55,8530133,0.3,8502678,7825525,704608,290701752,569058622,2023.06.29
10,Thought You Should Know,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,9,9,60,8306732,-0.0,8308195,7628148,678584,257924621,458345485,2023.06.29
11,Tennessee Whiskey,Chris Stapleton,MERCURY NASHVILLE,MERN,1,12,12,396,7746584,3.8,7465245,6593452,1153132,186075811,2160377795,2023.06.29
12,Memory Lane,Old Dominion,,,12,19,18,25,7522193,25.0,6016690,7438396,83797,93936624,93943212,2023.06.29
13,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,11,11,30,7513891,0.0,7511895,7244684,269207,234640777,265676629,2023.06.29
14,The Kind Of Love We Make,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,13,13,54,7197586,-0.3,7221665,6799998,397588,201662847,474748457,2023.06.29
15,Next Thing You Know,Jordan Davis,MCA NASHVILLE,MCAN,11,14,14,46,7138262,5.9,6739004,6698127,440135,158888400,215126185,2023.06.29
16,Whiskey Glasses,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,1,15,16,252,6961925,3.7,6716209,6499642,462283,164648984,1468490311,2023.06.29
17,Chasin' You,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,2,16,15,207,6905780,2.8,6714560,6448035,457745,158056967,1019856935,2023.06.29
18,Tennessee Orange,Megan Moroney,ARISTA NASHVILLE,ARNV,10,17,21,43,6733239,9.0,6176368,6351296,381943,157887009,233326377,2023.06.29
19,Cowgirls,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,14,18,17,17,6089746,0.2,6077130,5688979,400767,125117308,125117308,2023.06.29
20,Thank God,Kane Brown w/ Katelyn Brown,RCA NASHVILLE,RCNA,3,24,26,42,5968560,6.5,5605679,5430001,538559,194418449,320482759,2023.06.29
21,Bury Me In Georgia,Kane Brown,RCA NASHVILLE,RCNA,21,51,54,13,5908695,43.6,4114972,5756136,152559,46371542,50224318,2023.06.29
22,Beautiful Crazy,Luke Combs,CLNV,CLNV,1,20,19,269,5864017,0.9,5813493,5362860,501157,143831407,1595051325,2023.06.29
23,Dancin' In The Country,Tyler Hubbard,MCA NASHVILLE,MCAN,10,25,25,28,5808549,3.9,5593060,5603949,204600,121631929,139658956,2023.06.29
24,She Had Me At Heads Carolina,Cole Swindell,Warner Music Nashville,WNS,3,22,24,63,5789463,1.3,5713579,5540470,248993,146092356,384440592,2023.06.29
25,Love You Anyway,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,21,20,20,5729263,-1.4,5809810,5410867,318396,167763143,167763143,2023.06.29
26,Ain't That Some,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,4,26,22,17,5712438,3.1,5540876,5439524,272914,138131705,138131705,2023.06.29
27,Fall In Love,Bailey Zimmerman,Warner Music Nashville,WNS,4,23,27,72,5665546,0.5,5636375,5241452,424094,166869702,456386634,2023.06.29
28,Heartless,Diplo & Julia Michaels Feat. Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,27,23,202,5589930,2.2,5470501,5285133,304797,130005348,1091007151,2023.06.29
29,Buy Dirt,Jordan Davis Feat. Luke Bryan,MCA NASHVILLE,MCAN,1,34,41,110,5371471,13.6,4730372,5225805,145666,109795037,540085652,2023.06.29
30,Enchanted,Taylor Swift,BIG MACHINE,BGMA,4,32,31,87,5278127,6.5,4957493,4640513,637614,109768928,372213168,2023.06.29
31,wait in the truck,Hardy Feat. Lainey Wilson,Big Loud Records,BLR,3,31,30,44,5216945,4.8,4976122,4532247,684698,172814111,277220117,2023.06.29
32,When It Rains It Pours,Luke Combs,SME/LEGACY RECORDINGS,LEGC,2,29,29,317,5189620,0.1,5185961,4707481,482139,110528870,1246465298,2023.06.29
33,Heart Like A Truck,Lainey Wilson,BROKEN BOW RECO,BB2 ,6,28,32,46,5185841,-1.6,5269877,4678120,507721,172938576,246442873,2023.06.29
34,Truck Bed,Hardy,Big Loud Records,"BLR
",30,30,33,36,5028222,-0.1,5031965,4862109,166113,75157356,94400858,2023.06.29
35,You Should Probably Leave,Chris Stapleton,MERCURY NASHVILLE,MERN,6,36,34,137,4916150,5.6,4653370,4696117,220033,116129578,547604272,2023.06.29
36,More Than My Hometown,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,2,35,35,167,4759391,2.0,4664522,4528754,230637,113636163,796516296,2023.06.29
37,7 Summers,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,43,42,150,4750812,9.6,4333729,4528148,222664,93862817,646525298,2023.06.29
38,Save Me (With Lainey Wilson),Jelly Roll,,,33,33,56,5,4596473,-4.2,4795799,4430688,165785,23952708,23952708,2023.06.29
39,Oklahoma Smokeshow,Zach Bryan,Warner Records,WAR,13,39,37,50,4442890,0.6,4418521,4184957,257933,98746611,185452757,2023.06.29
40,Everything I Love,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,6,40,38,22,4431406,1.4,4368475,4327514,103892,157379830,157379830,2023.06.29
41,Heading South,Zach Bryan, WARNER Records,WAR ,24,47,45,27,4415529,6.0,4164858,4267306,148223,101896867,341929000,2023.06.29
42,Wild As Her,Corey Kent,RCA NASHVILLE,RCNA,11,37,47,68,4409297,-1.9,4494648,4183478,225819,116479886,283782269,2023.06.29
43,Sand In My Boots,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,44,48,129,4391421,3.0,4263987,4213718,177703,110831100,639696297,2023.06.29
44,All Your'N,Tyler Childers, RCA,RCA,21,46,46,177,4347971,4.3,4169223,4171216,176755,96631474,379493719,2023.06.29
45,I Wrote The Book,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,6,42,36,22,4337023,0.1,4334381,4147073,189950,159117469,159117469,2023.06.29
46,"Burn, Burn, Burn",Zach Bryan,Warner Records,WAR,14,58,55,42,4329114,8.8,3980115,4173213,155901,89047396,143562874,2023.06.29
47,Fancy Like,Walker Hayes,MONU,MONU,1,56,64,106,4309327,7.3,4016398,3914639,394688,97573353,739959579,2023.06.29
48,All Too Well (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,52,49,85,4280444,4.1,4110512,3999883,280561,96875305,444220243,2023.06.29
49,Cover Me Up,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,7,53,52,214,4275377,4.0,4109077,3939673,335704,109737209,805348278,2023.06.29
50,Watermelon Moonshine,Lainey Wilson,BROKEN BOW RECO,BB2 ,50,83,96,7,4215019,39.3,3026689,4108087,106932,39944354,47297407,2023.06.29
51,Feathered Indians,Tyler Childers,HICKMAN HOLLER RECORDS,HICK,31,49,51,205,4192989,1.3,4139127,4055148,137841,95721231,563983330,2023.06.29
52,"Going, Going, Gone",Luke Combs,COLUMBIA NASHVILLE,CLNV,7,54,53,39,4186276,2.6,4081325,4038992,147284,159520855,220377692,2023.06.29
53,Wagon Wheel,Darius Rucker,CAPITOL NASHVILLE,CAPN,20,67,60,396,4174598,15.3,3620188,3734717,439881,89851548,1053882090,2023.06.29
54,She Got the Best of Me,Luke Combs,COLUMBIA NASHVILLE,CLNV,3,50,50,265,4153608,0.5,4134290,3965519,188089,93862840,1041425577,2023.06.29
55,Forever After All,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,45,39,140,4148754,-1.0,4189500,3818792,329962,105635573,825069655,2023.06.29
56,Man Made A Bar,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,8,48,43,17,4130482,-0.6,4155070,4018121,112361,116930728,116930728,2023.06.29
57,Chicken Fried,Zac Brown Band,Universal Music Enterprises,UME ,14,55,57,396,4043352,-0.1,4046550,3795991,247361,82342006,923487134,2023.06.29
58,Til You Can't,Cody Johnson,Warner Music Nashville,WNS,1,57,59,104,4033174,0.7,4006674,3746068,287106,101726752,448249706,2023.06.29
59,Body Like A Back Road,Sam Hunt,MCA NASHVILLE,MCAN,1,61,68,335,4001086,4.0,3845991,3840523,160563,88240663,1477184071,2023.06.29
60,Our Song,Taylor Swift,BIG MACHINE,BGMA,24,38,28,36,3958467,-10.5,4421471,2791777,1166690,63066168,333192369,2023.06.29
61,Before I Knew It,Mason Ramsey,ATLANTIC GROUP,ATLG,38,0,0,9,3953463,298.4,992251,115537,3837926,13251563,54152579,2023.06.29
62,Sunrise,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,12,59,44,17,3894813,-1.8,3964553,3650190,244623,104098585,104098585,2023.06.29
63,'98 Braves,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,10,66,61,17,3874827,5.4,3676648,3756154,118673,97718719,97718719,2023.06.29
64,5 Foot 9,Tyler Hubbard,MCA NASHVILLE,MCAN,6,62,71,58,3862035,3.8,3722190,3699908,162127,109444309,291857286,2023.06.29
65,Hurricane,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,63,62,374,3836003,3.5,3707429,3556895,279108,85571707,1297278629,2023.06.29
66,What My World Spins Around,Jordan Davis,MCA NASHVILLE,MCAN,9,64,63,57,3808272,2.7,3707368,3629362,178910,112739566,250016112,2023.06.29
67,Sun To Me,Zach Bryan,Warner Records,WAR,45,70,67,44,3760615,7.8,3488609,3681605,79010,77817946,132449433,2023.06.29
68,One Of Them Girls,Lee Brice,CURB,CURB,2,60,58,168,3602036,-8.8,3951600,3345626,256410,82590469,643648912,2023.06.29
69,You Make It Easy,Jason Aldean,BROKEN BOW RECORDS,BB2,3,65,66,283,3599691,-2.5,3691792,3526480,73211,87000433,1025642099,2023.06.29
70,Starting Over,Chris Stapleton,MERCURY NASHVILLE,MERN,1,68,65,148,3598134,1.5,3546085,3338045,260089,85459945,597192340,2023.06.29
71,Your Heart Or Mine,Jon Pardi,CAPITOL NASHVILLE,CAPN,69,71,69,34,3556133,3.0,3452253,3444781,111352,68476386,88711357,2023.06.29
72,Beer Never Broke My Heart,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,69,72,217,3464361,-1.5,3517000,3320773,143588,78896653,887016548,2023.06.29
73,Whiskey On You,Nate Smith,RCA NASHVILLE,RCNA,10,72,76,60,3406574,0.7,3383297,3335774,70800,107068193,272070367,2023.06.29
74,One Man Band,Old Dominion,RCA NASHVILLE,RCNA,2,80,82,232,3335863,7.1,3116167,3113034,222829,75354183,905794414,2023.06.29
75,Handle On You,Parker Mccollum,MCA NASHVILLE,MCAN,20,73,75,47,3329180,-0.9,3360798,3178617,150563,115429487,165038640,2023.06.29
76,Love Story (Taylor’s Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,74,77,101,3327206,1.1,3290468,2882739,444467,66910764,254681621,2023.06.29
77,Before He Cheats,Carrie Underwood,RCA LABEL GROUP SMG,RLSG,45,75,79,396,3321015,3.3,3215039,3040920,280095,80473411,675577038,2023.06.29
78,Flower Shops,Ernest Feat. Morgan Wallen,Big Loud Records,BLR,6,77,81,78,3302980,4.1,3173067,3182866,120114,90144316,302693812,2023.06.29
79,Lady May,Tyler Childers,,,25,76,78,155,3235501,1.1,3199295,3127292,108209,81315824,448894901,2023.06.29
80,Country Girl (Shake It For Me),Luke Bryan,CAPITOL NASHVILLE,CAPN,30,79,73,396,3164544,0.9,3136141,2929090,235454,72914615,642156977,2023.06.29
81,You Belong With Me,Taylor Swift,BIG MACHINE,BGMA,18,86,86,372,3159562,5.8,2986766,2732454,427108,70910956,744652177,2023.06.29
82,Outskirts,Sam Hunt,MCA NASHVILLE,MCAN,82,82,116,11,3134372,2.7,3051399,3091995,42377,35740135,35740135,2023.06.29
83,Thinking 'Bout You,Dustin Lynch Feat. Mackenzie Porter,BROKEN BOW RECO,BB2 ,4,78,83,134,3099170,-1.5,3146714,3056347,42823,73462305,446944240,2023.06.29
84,World On Fire,Nate Smith,RCA NASHVILLE,RCNA,62,0,174,7,3060654,75.0,1748663,3022672,37982,21426185,21426185,2023.06.29
85,Neon Moon,Brooks & Dunn,RCA LABEL GROUP SMG,RLSG,21,84,85,349,3055738,1.6,3006152,2618751,436987,75769308,658197901,2023.06.29
86,In Case You Didn't Know,Brett Young,BMX,BMX ,2,85,90,345,2977454,-0.6,2995626,2341186,636268,79329192,1366914565,2023.06.29
87,Life Is A Highway,Rascal Flatts,DISNEY,DISN,41,112,124,390,2976306,15.3,2581707,2123546,852760,68378107,551667658,2023.06.29
88,Heaven,Kane Brown,SME/LEGACY RECORDINGS,LEGC,1,89,88,299,2962356,1.6,2915206,2556560,405796,77134705,1440615654,2023.06.29
89,Something's Gonna Kill Me,Corey Kent,RCA NASHVILLE,RCNA,66,87,70,4,2945610,-0.7,2966622,2918984,26626,18664153,18664153,2023.06.29
90,You Belong With Me (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,5,90,92,31,2908497,0.3,2899550,2358781,549716,52868191,156923712,2023.06.29
91,Broken Halos,Chris Stapleton,MERCURY NASHVILLE,MERN,15,99,98,324,2898660,6.0,2735324,2779160,119500,65658767,696778723,2023.06.29
92,Straight And Narrow,Sam Barber,ATLANTIC       ,ATL,92,,,1,2891257,2.6,2817426,2725142,166115,44086434,44383783,2023.06.29
93,"Take Me Home, Country Roads",John Denver,LEG,LEG,17,92,102,368,2882010,1.9,2827687,2554115,327895,72070117,803160874,2023.06.29
94,Head Over Boots,Jon Pardi,CAPITOL NASHVILLE,CAPN,2,100,100,396,2864698,5.1,2725983,2798285,66413,65969280,711721032,2023.06.29
95,PLAY IT AGAIN,Luke Bryan,CAPITOL NASHVILLE,CAPN,12,94,101,396,2852176,1.5,2810224,2647394,204782,58560718,848484528,2023.06.29
96,Dirt On My Boots,Jon Pardi,CAPITOL NASHVILLE,CAPN,2,98,103,354,2832401,3.2,2744618,2716941,115460,62707163,779801301,2023.06.29
97,Human,Cody Johnson, WARNER Records,WAR ,48,81,74,44,2831164,-7.4,3056459,2665123,166041,82714772,150696181,2023.06.29
98,Somebody's Problem,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,91,87,136,2829781,-0.2,2836778,2706181,123600,72495704,469120202,2023.06.29
99,God's Country,Blake Shelton, WARNER Records,WAR ,1,107,117,222,2825807,6.6,2651808,2562051,263756,69656761,834545406,2023.06.29
100,What He Didn't Do,Carly Pearce,BIG MACHINE,BGMA,25,88,94,66,2814462,-3.7,2923524,2641582,172880,99406112,229999095,2023.06.29
101,The Way I Talk,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,72,101,107,260,2792984,3.3,2704367,2677226,115758,61554699,488608162,2023.06.29
102,"You, Me, And Whiskey",Justin Moore & Priscilla Block,VALORY,VALO,66,109,80,31,2771493,5.8,2620016,2679175,92318,71249067,84501566,2023.06.29
103,Dirt Road Anthem,Jason Aldean,NOW,NOW ,31,97,104,396,2724975,-0.9,2750224,2513998,210977,61499237,754551271,2023.06.29
104,Springsteen,Eric Church,EMI NASHVILLE,ENAS,46,103,106,396,2687705,0.3,2678525,2617041,70664,54463233,611516108,2023.06.29
105,Revival,Zach Bryan,,,105,163,157,5,2681002,27.6,2100692,2631131,49871,39209270,90138902,2023.06.29
106,Good Time,Niko Moon,RCA NASHVILLE,RCNA,2,159,182,187,2666166,25.7,2120818,2466634,199532,49863163,535767454,2023.06.29
107,Die A Happy Man,Thomas Rhett,ELI YOUNG,VALO,1,108,109,396,2632066,0.1,2629324,2484574,147492,70691825,1210963204,2023.06.29
108,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,108,124,119,10,2630200,7.2,2452926,2513109,117091,31166355,31166355,2023.06.29
109,Out Of That Truck,Carrie Underwood,CAPITOL NASHVILLE,CAPN,93,132,93,14,2623884,10.6,2373043,2606674,17210,35520759,35520759,2023.06.29
110,We Ride,Bryan Martin,,,99,111,105,26,2620335,0.6,2604415,2382902,237433,52724278,60552499,2023.06.29
111,Love Story,Taylor Swift,BIG MACHINE,BGMA,25,126,120,396,2607604,7.7,2421371,2470066,137538,59823050,686075450,2023.06.29
112,Everything She Ain't,Hailey Whitters,Big Loud Records,BLR,32,110,99,58,2590239,-1.0,2615214,2524652,65587,69947276,162454052,2023.06.29
113,Burn It Down,Parker Mccollum,MCA NASHVILLE,MCAN,104,104,164,3,2586124,-3.4,2677053,2543311,42813,14052460,14052460,2023.06.29
114,I Hope,Gabby Barrett,WARNER RECORDS,WAR ,1,113,122,225,2584157,0.5,2571169,2323055,261102,65109432,1021138633,2023.06.29
115,Cruise,Florida Georgia Line,BMX,BMX ,12,114,108,396,2567072,0.3,2559322,2408757,158315,55847722,817685933,2023.06.29
116,This Damn Song,Pecos & The Rooftops,Warner Records,WAR,60,96,91,119,2558710,-8.0,2780801,2215917,342793,63535716,293426838,2023.06.29
117,This Bar,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,25,120,112,182,2556025,2.5,2494045,2501907,54118,68058273,407103117,2023.06.29
118,Fishin' in the Dark,Nitty Gritty Dirt Band,CAPITOL NASHVILLE,CAPN,98,116,121,256,2549535,0.8,2528157,2356827,192708,57113358,437445195,2023.06.29
119,Can'T Have Mine,Dylan Scott,CURB,CURB,63,125,137,51,2539494,3.8,2446954,2491032,48462,45737547,118708713,2023.06.29
120,Lil Bit,Nelly & Florida Georgia Line,Columbia Records,COL ,1,138,142,140,2523009,8.6,2322530,2397076,125933,61411001,521608295,2023.06.29
121,White House Road,Tyler Childers & The Highwall,HICKMAN HOLLER RECORDS,HICK,89,119,111,25,2519561,0.2,2513921,2432326,87235,60771185,407843130,2023.06.29
122,Drunk (And I Don'T Wanna Go Home),Elle King & Miranda Lambert, RCA,RCA,7,122,143,107,2513074,2.2,2460151,2397628,115446,61844630,413102466,2023.06.29
123,Give Heaven Some Hell,Hardy,Big Loud,BGL,42,123,113,144,2495874,1.5,2460109,2350268,145606,60792593,303987180,2023.06.29
124,Rumor,Lee Brice,CURB,CURB,4,127,130,259,2459007,1.6,2420033,2262428,196579,59799284,764842849,2023.06.29
125,Standing Room Only,Tim McGraw,BIG MACHINE,BGMA,125,198,0,3,2439190,31.9,1849179,2364932,74258,22310641,22310641,2023.06.29
126,Got What I Got,Jason Aldean,BROKEN BOW RECO,BB2 ,1,131,145,194,2431148,2.4,2374618,2185525,245623,59955743,620362686,2023.06.29
127,I Deserve A Drink,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,25,129,128,17,2418574,0.9,2396400,2303749,114825,65950952,65950952,2023.06.29
128,Up Down,Morgan Wallen Feat. Florida Georgia Line,"BIG LOUD RECORDS, LLC",BGL ,9,130,126,298,2416543,0.9,2395832,2202201,214342,52205387,757109589,2023.06.29
129,If You Go Down (I'M Going Down Too),Kelsea Ballerini,,,89,133,89,17,2412686,2.2,2361040,2340387,72299,47714371,57373322,2023.06.29
130,What Ifs,Kane Brown Feat. Lauren Alaina,RCA NASHVILLE,RCNA,1,145,148,343,2402442,5.3,2281460,2263012,139430,58023487,1184624042,2023.06.29
131,Hell's Comin' With Me,Poor Mans Poison,,,10,118,110,57,2369204,-5.8,2514317,629877,1739327,121029354,197197702,2023.06.29
132,It Matters To Her,Scotty McCreery,THE ORCHARD,ORCH,34,41,40,29,2364640,-45.5,4340865,2318649,45991,63072867,76437547,2023.06.29
