Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,week_of
122,She's Gotta Know,Conner Sweet,34,17,17,17,0,24600,12700,11900,1020,2024.01.11
123,Quittin' Time,Zach Bryan,3,2,1,1,0,23300,8200,15100,856706,2024.01.11
124,Goodbye Looks Good On You,Alana Springsteen Feat. Mitchell Tenpenny,16,2,14,1,0,22900,-5800,28700,1266375,2024.01.11
125,I'll Be Here,Colbie Caillat,17,0,17,1,0,22600,-5500,28100,534572,2024.01.11
126,Must Be The Whiskey,Cody Jinks,6,-4,10,2,0,22600,3200,19400,1270295,2024.01.11
127,The Star-Spangled Banner,Carly Pearce,3,1,2,3,0,21800,2400,19400,0,2024.01.11
128,Ain'T She,Adam Doleac,4,4,0,1,0,21600,21600,0,459786,2024.01.11
129,Heart Attack,Boy Named Banjo,15,-2,17,1,0,21500,-8800,30300,3302,2024.01.11
130,I'M Not Blonde,Meredith Foster,13,4,9,1,0,20300,8900,11400,28,2024.01.11
131,I Found You,Nate Smith,6,6,0,6,0,18400,18400,0,291458,2024.01.11
131,When Will I Be Loved,"Ashley McBryde, Caylee Hammack & Pillbox Patti",6,6,0,6,0,18400,18400,0,26881,2024.01.11
131,Outrunnin' Your Memory,Luke Combs & Miranda Lambert,6,6,0,6,0,18400,18400,0,387453,2024.01.11
131,House On Fire,Bailey Zimmerman,6,6,0,6,0,18400,18400,0,995797,2024.01.11
135,Life With You,Kelsey Hart,46,28,18,10,0,18300,6400,11900,1460713,2024.01.11
136,I Tried A Ring On,Tigirlily Gold,5,5,0,3,0,18300,18300,0,524697,2024.01.11
137,Loud and Heavy,Cody Jinks,10,2,8,2,0,17800,4300,13500,1466171,2024.01.11
138,Star Spangled Banner,Abby Anderson,3,-3,6,2,0,17700,-7500,25200,0,2024.01.11
139,Sun To Me,Zach Bryan,14,-7,21,3,0,17700,-11100,28800,4411542,2024.01.11
140,That's Why We Fight,Ella Langley & Koe Wetzel,13,4,9,1,0,17600,3900,13700,568978,2024.01.11
141,Loser,Mike Ryan,2,2,0,2,0,17600,17600,0,18518,2024.01.11
142,A Little Bit Closer,Braxton Keith,5,1,4,1,0,17500,13900,3600,59089,2024.01.11
143,Way Back When,Wayland,24,-12,36,12,0,17200,-8200,25400,659,2024.01.11
144,Any Old Iron,Sherlocks,5,5,0,1,0,16900,16900,0,0,2024.01.11
145,Long Haul,Ian Munsick,3,2,1,3,0,16900,11500,5400,374232,2024.01.11
146,Last Rodeo,Restless Road,2,1,1,2,0,16400,12700,3700,1784302,2024.01.11
147,Codigo,George Strait,1,0,1,1,0,16400,16400,0,24478,2024.01.11
148,Any Given Friday Night,Luke Combs,2,0,2,1,0,15200,1800,13400,175768,2024.01.11
149,Me On You,Muscadine Bloodline,1,1,0,1,0,15100,15100,0,730536,2024.01.11
149,Baby Do,Randall King,1,1,0,1,0,15100,15100,0,22058,2024.01.11
149,Damn This Heart Of Mine,William Beckmann,1,1,0,1,0,15100,15100,0,5527,2024.01.11
149,Little Rain,Morgan Wallen,1,1,0,1,0,15100,15100,0,469144,2024.01.11
153,"Houston, We Got A Problem",Luke Combs,7,1,6,1,0,14500,1900,12600,1020476,2024.01.11
154,Playboys,Midland,1,1,0,1,0,14300,14300,0,63598,2024.01.11
155,Cowboy Forever,Carter Faith,8,1,7,1,0,13900,5700,8200,30562,2024.01.11
156,Nothing Compares To You,Mickey Guyton Feat. Kane Brown,26,-19,45,7,0,13800,-66200,80000,407561,2024.01.11
157,'98 Braves,Morgan Wallen,4,0,4,4,0,13700,900,12800,2086960,2024.01.11
158,National Anthem From Battle At Bristol,Jennifer Nettles,3,1,2,3,0,13600,-300,13900,0,2024.01.11
159,I GOT AWAY WITH YOU,Luke Combs,6,6,0,1,0,13400,13400,0,297493,2024.01.11
160,Star Spangled Banner,Mickey Guyton,2,0,2,2,0,13300,-4900,18200,0,2024.01.11
161,Sayin' What I'm Thinkin',Lainey Wilson,7,6,1,1,0,12800,9800,3000,164303,2024.01.11
162,"Thankful, So Thankful",Triumphant Quartet,2,1,1,2,0,12700,12300,400,0,2024.01.11
163,Think About There,Greater Vision,2,0,2,2,0,12700,4700,8000,18274,2024.01.11
164,No Yesterday,Jeremy McComb,6,0,6,1,0,12200,1500,10700,263,2024.01.11
165,Wild as You,Cody Johnson,5,2,3,1,0,11900,-10400,22300,1501091,2024.01.11
166,Fake Id,Sydney Mack,7,2,5,1,0,11100,2000,9100,649,2024.01.11
167,What Are You Listening To?,Megan Moroney,2,2,0,2,0,10800,10800,0,0,2024.01.11
168,Honky Tonk Heartbreaker,Dustin Lynch,2,1,1,1,0,10800,5400,5400,51419,2024.01.11
169,Longneck Way To Go,Midland Feat. Jon Pardi,2,0,2,1,0,10800,-11000,21800,125777,2024.01.11
170,Holy Roller,Zach Bryan,9,1,8,1,0,10600,1700,8900,1302667,2024.01.11
171,Raise The Roof,Christian Beck,7,1,6,1,0,9800,1200,8600,129,2024.01.11
172,The Weight Of The Badge,George Strait,2,1,1,2,0,9600,-6800,16400,44340,2024.01.11
173,The Great Divide,Luke Combs & Billy Strings,5,0,5,1,0,9500,-7500,17000,196392,2024.01.11
174,Days That End In Why,Morgan Wallen,5,-2,7,1,0,9500,-500,10000,915210,2024.01.11
175,Wild,Carter Faith,6,-3,9,1,0,9400,-800,10200,118274,2024.01.11
176,Holy Smoke,Frank Vieira,10,0,10,1,0,9300,2200,7100,160,2024.01.11
177,Saltwater Gospel,Eli Young Band & Jimmy Buffett,4,1,3,1,0,8800,3800,5000,81532,2024.01.11
178,Decoration,Jillian Riscoe,5,-1,6,1,0,8800,6400,2400,12,2024.01.11
179,Whatever Gets You Through It,Morgan Gruber,6,-4,10,1,0,8800,-6400,15200,276,2024.01.11
180,Whatcha Looking At,Curves,12,12,0,12,0,8600,8600,0,267,2024.01.11
181,Oklahoma Smokeshow,Zach Bryan,7,-1,8,1,0,8500,500,8000,6051414,2024.01.11
182,I Know It’ll Never End,Castellows,1,1,0,1,0,8300,8300,0,832652,2024.01.11
182,Ain'T The One,Josh Ross,1,1,0,1,0,8300,8300,0,106122,2024.01.11
184,That Ain'T Country,Aaron Lewis,7,-2,9,1,0,8300,-2100,10400,100132,2024.01.11
185,Heart To Break,Ryan Griffin,19,0,19,1,0,8000,-200,8200,109294,2024.01.11
186,"Jesus, Won't You Come By Here",Hank Williams Jr.,1,1,0,1,0,7800,7800,0,4776,2024.01.11
186,Still,Riley Harrison Clark,1,1,0,1,0,7800,7800,0,23,2024.01.11
186,I Surrender All,Carrie Underwood,1,1,0,1,0,7800,7800,0,29404,2024.01.11
186,Way Home,Tyler Hubbard,1,1,0,1,0,7800,7800,0,61733,2024.01.11
190,Star Spangled Banner,Demi Lovato,1,0,1,1,0,7800,-1600,9400,76,2024.01.11
191,My Bar,Priscilla Block,2,-1,3,2,0,7800,-8700,16500,149248,2024.01.11
192,Take You With Me,Luke Combs,1,1,0,1,0,7700,7700,0,341889,2024.01.11
193,I'Ve Seen Me Do It,Joe Peters,1,0,1,1,0,7700,1500,6200,286,2024.01.11
194,Giving You Up,Kameron Marlowe,4,4,0,2,0,7600,7600,0,804964,2024.01.11
195,I'M Not For Everyone,Brothers Osborne,3,-3,6,3,0,7600,-23700,31300,423368,2024.01.11
196,I Deserve A Drink,Morgan Wallen,2,1,1,2,0,7300,1900,5400,1453724,2024.01.11
197,Wild Ones,Jessie Murph & Jelly Roll,3,-16,19,1,0,7300,-48500,55800,11201919,2024.01.11
198,Raised Up,Nate Smith,2,2,0,1,0,7100,7100,0,52041,2024.01.11
199,Heartbreak On The Map,Dan + Shay,2,-6,8,1,0,7100,-21300,28400,72045,2024.01.11
200,Don'T Close Your Eyes,Dylan Scott,1,1,0,1,0,7000,7000,0,22761,2024.01.11
1,World On Fire,Nate Smith,8631,-71,8702,142,0,35502400,-421500,35923900,6570818,2024.01.18
2,Save Me,Jelly Roll & Lainey Wilson,6553,-188,6741,140,0,26901800,-903000,27804800,6936339,2024.01.18
3,White Horse,Chris Stapleton,7045,506,6539,142,0,26576400,2298900,24277500,9808120,2024.01.18
4,Thinkin' Bout Me,Morgan Wallen,5226,-65,5291,138,0,23365400,-316600,23682000,13363051,2024.01.18
5,Different 'Round Here,Riley Green,6275,380,5895,142,0,22778400,1373900,21404500,2975330,2024.01.18
6,Save Me The Trouble,Dan + Shay,5011,-1656,6667,139,0,22450000,-5155500,27605500,2319016,2024.01.18
7,Where The Wild Things Are,Luke Combs,5807,308,5499,142,0,21646600,954500,20692100,5954305,2024.01.18
8,The Painter,Cody Johnson,5257,555,4702,142,0,20652600,1801900,18850700,5564614,2024.01.18
9,Pretty Little Poison,Warren Zeiders,5793,446,5347,139,0,20591200,1606200,18985000,8778686,2024.01.18
10,All I Need Is You,Chris Janson,5452,109,5343,142,0,19814800,699000,19115800,544118,2024.01.18
11,I Can Feel It,Kane Brown,4929,172,4757,142,0,18579700,505200,18074500,3310457,2024.01.18
12,Truck Bed,Hardy,4982,256,4726,141,0,18381700,1267900,17113800,7290414,2024.01.18
13,23,Chayce Beckham,4060,134,3926,142,0,13855700,727700,13128000,4031272,2024.01.18
14,Burn It Down,Parker Mccollum,3821,179,3642,140,0,13672800,820900,12851900,6167279,2024.01.18
15,Creek Will Rise,Conner Smith,3949,-47,3996,142,0,13214000,415800,12798200,1033462,2024.01.18
16,Mamaw's House,Thomas Rhett,3149,436,2713,138,0,11860900,2114400,9746500,3082458,2024.01.18
17,Man Made A Bar,Morgan Wallen,2422,285,2137,140,0,9277700,1250700,8027000,5390496,2024.01.18
18,Cab In A Solo,Scotty McCreery,2938,172,2766,142,0,9035800,936100,8099700,558991,2024.01.18
19,Wildflowers And Wild Horses,Lainey Wilson,2687,258,2429,141,0,8750800,1045900,7704900,2723799,2024.01.18
20,Tucson Too Late,Jordan Davis,2677,186,2491,140,0,8310100,466700,7843400,1739059,2024.01.18
21,We Don'T Fight Anymore,Carly Pearce,2606,96,2510,140,0,8203600,307900,7895700,4521245,2024.01.18
22,Fearless,Jackson Dean,2989,9,2980,140,0,8123600,29900,8093700,1854861,2024.01.18
23,Glory Days,Gabby Barrett,2739,153,2586,140,0,7644300,444000,7200300,1555350,2024.01.18
24,Back Then Right Now,Tyler Hubbard,2269,82,2187,139,0,6673300,657600,6015700,1599728,2024.01.18
25,Take Her Home,Kenny Chesney,2086,192,1894,142,0,6315900,576700,5739200,858817,2024.01.18
26,I Remember Everything,Zach Bryan Feat. Kacey Musgraves,1855,184,1671,133,0,6018900,508900,5510000,20876184,2024.01.18
27,Your Place,Ashley Cooke,1547,134,1413,118,0,5721700,361300,5360400,1353984,2024.01.18
28,Out Of That Truck,Carrie Underwood,1957,25,1932,131,0,5522500,30200,5492300,1135812,2024.01.18
29,Let Your Boys Be Country,Jason Aldean,1255,66,1189,101,0,4920900,280800,4640100,1511839,2024.01.18
30,I'M Not Pretty,Megan Moroney,1714,14,1700,136,0,4828700,136100,4692600,2437967,2024.01.18
31,Outskirts,Sam Hunt,1498,-16,1514,128,0,4394600,388000,4006600,2016531,2024.01.18
32,Can't Break Up Now,Old Dominion,1629,15,1614,138,0,4141600,-163200,4304800,1399611,2024.01.18
33,Love You Again,Chase Matthew,1505,-141,1646,127,0,3683100,-369200,4052300,1933784,2024.01.18
34,Where It Ends,Bailey Zimmerman,1106,53,1053,95,0,3485600,361900,3123700,3858657,2024.01.18
35,Young Love & Saturday Nights,Chris Young,997,47,950,83,0,3334800,113400,3221400,997068,2024.01.18
36,We Ride,Bryan Martin,986,41,945,72,0,3221700,212800,3008900,3419603,2024.01.18
37,Drinkin' Problems,Dillon Carmichael,1195,-26,1221,128,0,2480700,-184400,2665100,70060,2024.01.18
38,Cowboys And Plowboys,Jon Pardi Feat. Luke Bryan,915,64,851,98,0,2467200,89700,2377500,398827,2024.01.18
39,Spirits And Demons,Michael Ray With Meghan Patrick,956,-29,985,100,0,2346100,260500,2085600,179270,2024.01.18
40,Something's Gonna Kill Me,Corey Kent,834,-14,848,71,0,2311800,-162900,2474700,1945096,2024.01.18
41,Gonna Love You,Parmalee,855,-23,878,76,0,2116400,-72500,2188900,279169,2024.01.18
42,Rodeo Man,Garth Brooks & Ronnie Dunn,1053,28,1025,135,0,2102300,-48400,2150700,1218667,2024.01.18
43,Dance With You,Brett Young,802,29,773,79,0,1737200,104000,1633200,1756956,2024.01.18
44,Pickup Man (Feat. Post Malone),Hixtape & Joe Diffie,333,-53,386,64,0,1314100,-38600,1352700,563353,2024.01.18
45,This Is My Dirt,Justin Moore,681,20,661,92,0,1311200,140300,1170900,320701,2024.01.18
46,Sounds Like The Radio,Zach Top,503,228,275,77,0,1310800,595700,715100,249048,2024.01.18
47,Love You Back,Lady A,615,15,600,87,0,1157500,116200,1041300,238070,2024.01.18
48,Find Another Bar,Chris Lane,567,2,565,65,0,1149100,61300,1087800,205469,2024.01.18
49,Chevrolet,Dustin Lynch Feat. Jelly Roll,532,23,509,59,0,1148100,57200,1090900,2283793,2024.01.18
50,In Your Love,Tyler Childers,576,1,575,62,0,1078300,121800,956500,3673422,2024.01.18
51,Halfway To Hell,Jelly Roll,268,146,122,40,0,900000,433200,466800,2471800,2024.01.18
52,I'm In Love,Hailey Whitters,425,-6,431,58,0,872500,-10700,883200,849853,2024.01.18
53,Brokenhearted,Joe Nichols,558,-21,579,63,0,852100,-124900,977000,8117,2024.01.18
54,She's Somebody's Daughter,Drew Baldridge,467,-26,493,65,0,714800,-81900,796700,403719,2024.01.18
55,Ain'T About You,Huntergirl,462,22,440,69,0,654600,104600,550000,19324,2024.01.18
56,Long Live Cowgirls,Ian Munsick & Cody Johnson,305,-5,310,35,0,635000,-110700,745700,817343,2024.01.18
57,Breakin' In Boots,Matt Stell,416,63,353,59,0,632700,177500,455200,561745,2024.01.18
58,Dirt Cheap,Cody Johnson,81,38,43,15,0,600400,177700,422700,2375888,2024.01.18
59,Boys Back Home,Dylan Marlowe Feat. Dylan Scott,332,67,265,50,0,570600,95600,475000,2836030,2024.01.18
60,King Of Country Music,Ryan Larkins,300,-19,319,47,0,478400,-125500,603900,34602,2024.01.18
61,Make Me Wanna Smoke,Runaway June,308,1,307,36,0,440500,2700,437800,13196,2024.01.18
62,Ok Cowboy,Catie Offerman,68,55,13,55,0,397600,317200,80400,22458,2024.01.18
63,This Side Of The Dirt,Neon Union,306,7,299,40,0,347400,-8500,355900,24455,2024.01.18
64,Thicc As Thieves,Lauren Alaina,233,-34,267,38,0,313900,-89700,403600,882478,2024.01.18
65,Cancel,Randy Houser,297,-32,329,41,0,311300,-46500,357800,66071,2024.01.18
66,Heart They Didn'T Break,Maddie & Tae,215,-30,245,28,0,306100,-52800,358900,791520,2024.01.18
67,Wondering Why,Red Clay Strays,23,-1,24,1,0,273100,17400,255700,5516075,2024.01.18
68,Wine Country,Hannah Ellis,133,-102,235,23,0,265300,-138800,404100,37844,2024.01.18
69,Rain In The Rearview,Anne Wilson,216,-34,250,28,0,224000,-96900,320900,708281,2024.01.18
70,That's Texas,Cody Johnson,26,3,23,1,0,208600,25700,182900,358421,2024.01.18
71,One Bad Habit,Tim McGraw,84,72,12,12,0,189500,146400,43100,26102,2024.01.18
72,Chasing Cars,Nate Smith,47,47,0,46,0,188300,188300,0,66393,2024.01.18
73,Heart Shaped Box,Nate Smith,44,44,0,44,0,183100,183100,0,0,2024.01.18
74,How Is She,Cole Swindell,29,-2,31,1,0,180600,-24800,205400,45331,2024.01.18
75,Neon Baby,Annie Bosko,126,8,118,22,0,162600,75300,87300,34302,2024.01.18
76,Sarah's Place,Zach Bryan,17,1,16,1,0,133000,6000,127000,3123240,2024.01.18
77,Million Little Bandaids,Caroline Jones,162,-6,168,23,0,126700,-2000,128700,47964,2024.01.18
78,Jack And Diet Coke,Redferrin,43,17,26,12,0,124500,41800,82700,1175272,2024.01.18
79,Colorado,Florida Georgia Line,19,2,17,2,0,110400,10200,100200,45004,2024.01.18
80,Without You,Thompson Square,28,-4,32,4,0,103700,-60100,163800,5134,2024.01.18
81,Any Old Iron,Sherlocks,32,27,5,1,0,96400,79500,16900,0,2024.01.18
82,That Dog,Caylee Hammack,48,48,0,48,0,95700,95700,0,3854,2024.01.18
82,Wide Open,Colbie Caillat,48,48,0,48,0,95700,95700,0,88240,2024.01.18
82,Heartless,Camille Parker,48,48,0,48,0,95700,95700,0,9525,2024.01.18
85,3 Feet Tall,Cole Swindell,14,0,14,1,0,89500,10000,79500,361459,2024.01.18
86,West Of Tulsa,Wyatt Flores,20,0,20,2,0,85900,10400,75500,224542,2024.01.18
87,Forever Bound,12/Oc,31,31,0,1,0,83100,83100,0,3869,2024.01.18
88,I Tried A Ring On,Tigirlily Gold,30,25,5,5,0,81200,62900,18300,353271,2024.01.18
89,Holy Water,Michael Ray,9,2,7,1,0,65900,24300,41600,204532,2024.01.18
90,Fake Names,Priscilla Block,21,-2,23,1,0,65800,-15200,81000,73749,2024.01.18
91,Trouble,Josh Ross,73,-64,137,11,0,63100,-134700,197800,2054451,2024.01.18
92,The Star-Spangled Banner,Chris Stapleton,11,-1,12,11,0,61700,18500,43200,87579,2024.01.18
93,Coal,Dylan Gossett,17,-1,18,1,0,58600,-600,59200,4966669,2024.01.18
94,Life With You,Kelsey Hart,108,62,46,16,0,50900,32600,18300,1598202,2024.01.18
95,Up In Texas,Midland,5,4,1,1,0,50000,47500,2500,387131,2024.01.18
96,Two Woman Man,Randall Fowler,68,17,51,17,0,49200,12300,36900,339,2024.01.18
97,Pray All The Way Home,Austin Snell,68,-1,69,17,0,49200,-2600,51800,975886,2024.01.18
98,Tulsa,Elle King,12,0,12,1,0,47400,7200,40200,39813,2024.01.18
99,Narcissist,Avery Anna,7,7,0,1,0,46500,46500,0,562627,2024.01.18
100,With You I Am,Cody Johnson,6,-2,8,2,0,45900,-30700,76600,1469753,2024.01.18
101,Tennessee Numbers,Morgan Wallen,14,14,0,14,0,45000,45000,0,754271,2024.01.18
102,I Need You,Frontmen,13,-3,16,2,0,42600,-22400,65000,1834,2024.01.18
103,Hoops,Alison Nichols,52,1,51,18,0,40600,3700,36900,4058,2024.01.18
104,Leave You Alone,Kane Brown,10,10,0,6,0,37700,37700,0,281207,2024.01.18
105,A Cowboy Who Would,Chancey Williams,51,21,30,17,0,36900,11300,25600,39044,2024.01.18
106,Black Magic,Rachel Lipsky,51,0,51,17,0,36900,0,36900,65,2024.01.18
107,Just Drive,Erin Kinsey,12,0,12,6,0,36800,0,36800,74378,2024.01.18
108,Always You,Trey Lewis,50,-1,51,17,0,36400,-500,36900,134286,2024.01.18
109,Cowgirls,Morgan Wallen,15,-3,18,3,0,34600,-16800,51400,5332556,2024.01.18
110,Ain'T She,Adam Doleac,7,3,4,1,0,34100,12500,21600,487331,2024.01.18
111,Bigger Houses,Dan + Shay,11,-1,12,6,0,33400,8700,24700,230596,2024.01.18
112,Star Spangled Banner,Abby Anderson,6,3,3,6,0,32100,14400,17700,0,2024.01.18
113,Oklahoma Sooner,Jake Banfield,15,-15,30,1,0,29800,-103000,132800,4919,2024.01.18
114,I Like Big Trucks,Alli Walker,9,9,0,1,0,29600,29600,0,0,2024.01.18
115,Must Be The Whiskey,Cody Jinks,9,3,6,3,0,29100,6500,22600,1128056,2024.01.18
116,No Present LIke The Time,Jay Allen,69,-6,75,11,0,29100,-18700,47800,0,2024.01.18
117,Goodbye Looks Good On You,Alana Springsteen Feat. Mitchell Tenpenny,16,0,16,1,0,28200,5300,22900,1133080,2024.01.18
118,Oklahoma Smokeshow,Zach Bryan,5,-2,7,2,0,27500,19000,8500,5852325,2024.01.18
119,25-8,Larry Fleet,7,7,0,1,0,26200,26200,0,117561,2024.01.18
120,Way Back When,Wayland,36,12,24,12,0,25800,8600,17200,609,2024.01.18
121,Things I Take For Granted,Larry Fleet,6,6,0,3,0,25000,25000,0,1267365,2024.01.18
122,She's Gotta Know,Conner Sweet,34,0,34,17,0,24600,0,24600,679,2024.01.18
123,But A Beer Can,Eric Burgett,34,-16,50,17,0,24600,-10800,35400,4363,2024.01.18
124,Silverado,Caleb Lee Hutchinson,34,-17,51,17,0,24600,-12300,36900,17992,2024.01.18
125,National Anthem From Battle At Bristol,Jennifer Nettles,4,1,3,4,0,23700,10100,13600,0,2024.01.18
